version,trade_id,entry_mode,stock_code,stock_name,session,scan_session,decision_session,decision_time,session_valid_at_decision,strategy,TP,SL,signal_time,entry_time,exit_time,holding_sec,entry_price,exit_price,return_rate,MFE,MAE,result,score,score_trading_value,score_high_position,score_value_growth,score_volume_growth,shadow_group,rule_version,pre_fail_reason,medium_trend_positive_count,medium_trend_all_positive,wide_high_gap_lower_bound,wide_high_gap_upper_bound,signal_price,entry_decision_time,entry_signal_price,entry_delay_from_first75_sec,entry_vs_first75_pct,high_gap,trading_value_source,actual_trading_value,estimated_trading_value,first_ws_time,first_ws_price,first_ws_delay_sec,first_ws_vs_signal_pct,first_ws_vs_entry_pct,first_ws_gap_abs_pct,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,stock_entry_seq_today,mode_entry_seq_today,is_reentry,previous_same_mode_result,previous_same_mode_trade_id,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,price_30s_positive,price_60s_positive,first75_price_30s_positive,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,confirm_first_signal_time,confirm_first_signal_price,confirm_delay_sec,confirm_rise_pct,strategy_family,strategy_name,strategy_status,grid_family,cost_model_version,gross_return_pct,estimated_net_return_pct,cost_status,entry_source_timestamp,entry_data_age_ms,opening_range_complete,opening_range_high,opening_range_low,breakout_seen_at,retest_seen_at,reclaim_seen_at,market_proxy_return_pct,relative_strength_pctp,market_data_status,opening_leader_episode_id,shared_entry_group_id,candidate_first_seen_time,first_rank,entry_rank,best_rank,top_n_dwell_sec,reference_high,reference_high_source,reference_high_cutoff_time,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec
v2.1,20260914_0220W0_WIDE_HIGH_GAP_SHADOW_E026_165707775534,WIDE_HIGH_GAP_SHADOW,0220W0,한화머시너리앤서비스홀딩스,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 16:57:07.770,True,T325_S150,3.25,-1.5,2026-09-14 16:57:07.770,2026-09-14 16:57:07.775,2026-09-14 18:52:05.866,6898.091,6836.83,6730.0,-1.563,0.778,-1.563,STOP_LOSS,38,29,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,6830.0,2026-09-14 16:57:07.770,6830.0,,,4.475524475524476,ESTIMATED,,49389580930.0,2026-09-14 16:57:09.414,6840.0,1.644773,0.14641288433382138,0.04636651781601975,0.14641288433382138,,,,,20260914_0220W0_WIDE_E026,2026-09-14 16:57:07.770,6830.0,38.0,0.0,27,26,True,STOP_LOSS,20260914_0220W0_WIDE_HIGH_GAP_SHADOW_E025_162955697387,2026-09-14 16:56:51.362,,,,,,,0.1466275659824047,-0.43731778425655976,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-1.5626,-1.8026,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1466275659824047,22.408145904541016,0.1466275659824047,22.408145904541016,-0.43731778425655976,65.87085175514221,-0.43731778425655976,113.19160461425781,-0.43731778425655976,172.22232508659363,-0.43731778425655976,293.8559308052063,-0.13986013986014,22.408145904541016,0.41958041958042,65.87085175514221,0.41958041958042,113.19160461425781,0.41958041958042,172.22232508659363,0.41958041958042,293.8559308052063
v2.1,20260914_0220W0_WIDE_HIGH_GAP_SHADOW_E026_165707775534,WIDE_HIGH_GAP_SHADOW,0220W0,한화머시너리앤서비스홀딩스,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 16:57:07.770,True,T350_S150,3.5,-1.5,2026-09-14 16:57:07.770,2026-09-14 16:57:07.775,2026-09-14 18:52:05.866,6898.091,6836.83,6730.0,-1.563,0.778,-1.563,STOP_LOSS,38,29,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,6830.0,2026-09-14 16:57:07.770,6830.0,,,4.475524475524476,ESTIMATED,,49389580930.0,2026-09-14 16:57:09.414,6840.0,1.644773,0.14641288433382138,0.04636651781601975,0.14641288433382138,,,,,20260914_0220W0_WIDE_E026,2026-09-14 16:57:07.770,6830.0,38.0,0.0,27,26,True,STOP_LOSS,20260914_0220W0_WIDE_HIGH_GAP_SHADOW_E025_162955697387,2026-09-14 16:56:51.362,,,,,,,0.1466275659824047,-0.43731778425655976,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-1.5626,-1.8026,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1466275659824047,22.408145904541016,0.1466275659824047,22.408145904541016,-0.43731778425655976,65.87085175514221,-0.43731778425655976,113.19160461425781,-0.43731778425655976,172.22232508659363,-0.43731778425655976,293.8559308052063,-0.13986013986014,22.408145904541016,0.41958041958042,65.87085175514221,0.41958041958042,113.19160461425781,0.41958041958042,172.22232508659363,0.41958041958042,293.8559308052063
v2.1,20260914_0220W0_WIDE_HIGH_GAP_SHADOW_E026_165707775534,WIDE_HIGH_GAP_SHADOW,0220W0,한화머시너리앤서비스홀딩스,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 16:57:07.770,True,T375_S150,3.75,-1.5,2026-09-14 16:57:07.770,2026-09-14 16:57:07.775,2026-09-14 18:52:05.866,6898.091,6836.83,6730.0,-1.563,0.778,-1.563,STOP_LOSS,38,29,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,6830.0,2026-09-14 16:57:07.770,6830.0,,,4.475524475524476,ESTIMATED,,49389580930.0,2026-09-14 16:57:09.414,6840.0,1.644773,0.14641288433382138,0.04636651781601975,0.14641288433382138,,,,,20260914_0220W0_WIDE_E026,2026-09-14 16:57:07.770,6830.0,38.0,0.0,27,26,True,STOP_LOSS,20260914_0220W0_WIDE_HIGH_GAP_SHADOW_E025_162955697387,2026-09-14 16:56:51.362,,,,,,,0.1466275659824047,-0.43731778425655976,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-1.5626,-1.8026,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1466275659824047,22.408145904541016,0.1466275659824047,22.408145904541016,-0.43731778425655976,65.87085175514221,-0.43731778425655976,113.19160461425781,-0.43731778425655976,172.22232508659363,-0.43731778425655976,293.8559308052063,-0.13986013986014,22.408145904541016,0.41958041958042,65.87085175514221,0.41958041958042,113.19160461425781,0.41958041958042,172.22232508659363,0.41958041958042,293.8559308052063
v2.1,20260914_0220W0_WIDE_HIGH_GAP_SHADOW_E026_165707775534,WIDE_HIGH_GAP_SHADOW,0220W0,한화머시너리앤서비스홀딩스,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 16:57:07.770,True,T400_S150,4.0,-1.5,2026-09-14 16:57:07.770,2026-09-14 16:57:07.775,2026-09-14 18:52:05.866,6898.091,6836.83,6730.0,-1.563,0.778,-1.563,STOP_LOSS,38,29,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,6830.0,2026-09-14 16:57:07.770,6830.0,,,4.475524475524476,ESTIMATED,,49389580930.0,2026-09-14 16:57:09.414,6840.0,1.644773,0.14641288433382138,0.04636651781601975,0.14641288433382138,,,,,20260914_0220W0_WIDE_E026,2026-09-14 16:57:07.770,6830.0,38.0,0.0,27,26,True,STOP_LOSS,20260914_0220W0_WIDE_HIGH_GAP_SHADOW_E025_162955697387,2026-09-14 16:56:51.362,,,,,,,0.1466275659824047,-0.43731778425655976,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-1.5626,-1.8026,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.1466275659824047,22.408145904541016,0.1466275659824047,22.408145904541016,-0.43731778425655976,65.87085175514221,-0.43731778425655976,113.19160461425781,-0.43731778425655976,172.22232508659363,-0.43731778425655976,293.8559308052063,-0.13986013986014,22.408145904541016,0.41958041958042,65.87085175514221,0.41958041958042,113.19160461425781,0.41958041958042,172.22232508659363,0.41958041958042,293.8559308052063
v2.1,20260914_441270_WIDE_HIGH_GAP_SHADOW_E052_184850504247,WIDE_HIGH_GAP_SHADOW,441270,파인엠텍,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 18:48:50.446,True,T100_S050,1.0,-0.5,2026-09-14 18:48:50.446,2026-09-14 18:48:50.504,2026-09-14 18:54:08.054,317.55,9049.04,9000.0,-0.542,0.121,-0.542,STOP_LOSS,46,37,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,9040.0,2026-09-14 18:48:50.446,9040.0,,,4.23728813559322,ACTUAL,90096000000.0,52220671920.0,2026-09-14 18:48:51.051,9030.0,0.605541,-0.11061946902654868,-0.21040905996657167,0.11061946902654868,,,,,20260914_441270_WIDE_E052,2026-09-14 18:48:50.446,9040.0,46.0,0.0,53,52,True,OPEN,20260914_441270_WIDE_HIGH_GAP_SHADOW_E051_183426257197,2026-09-14 18:48:33.634,,,,,,,0.3329633740288568,0.5561735261401557,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-0.5419,-0.7819,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.3329633740288568,21.692286491394043,0.3329633740288568,21.692286491394043,0.5561735261401557,62.41091966629028,0.5561735261401557,123.93220233917236,0.5561735261401557,184.16125106811523,0.5561735261401557,307.4468288421631,-0.31779661016949223,21.692286491394043,-0.5296610169491531,62.41091966629028,-0.5296610169491531,123.93220233917236,-0.5296610169491531,184.16125106811523,-0.5296610169491531,307.4468288421631
v2.1,20260914_441270_WIDE_HIGH_GAP_SHADOW_E052_184850504247,WIDE_HIGH_GAP_SHADOW,441270,파인엠텍,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 18:48:50.446,True,T125_S050,1.25,-0.5,2026-09-14 18:48:50.446,2026-09-14 18:48:50.504,2026-09-14 18:54:08.054,317.55,9049.04,9000.0,-0.542,0.121,-0.542,STOP_LOSS,46,37,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,9040.0,2026-09-14 18:48:50.446,9040.0,,,4.23728813559322,ACTUAL,90096000000.0,52220671920.0,2026-09-14 18:48:51.051,9030.0,0.605541,-0.11061946902654868,-0.21040905996657167,0.11061946902654868,,,,,20260914_441270_WIDE_E052,2026-09-14 18:48:50.446,9040.0,46.0,0.0,53,52,True,OPEN,20260914_441270_WIDE_HIGH_GAP_SHADOW_E051_183426257197,2026-09-14 18:48:33.634,,,,,,,0.3329633740288568,0.5561735261401557,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-0.5419,-0.7819,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.3329633740288568,21.692286491394043,0.3329633740288568,21.692286491394043,0.5561735261401557,62.41091966629028,0.5561735261401557,123.93220233917236,0.5561735261401557,184.16125106811523,0.5561735261401557,307.4468288421631,-0.31779661016949223,21.692286491394043,-0.5296610169491531,62.41091966629028,-0.5296610169491531,123.93220233917236,-0.5296610169491531,184.16125106811523,-0.5296610169491531,307.4468288421631
v2.1,20260914_441270_WIDE_HIGH_GAP_SHADOW_E052_184850504247,WIDE_HIGH_GAP_SHADOW,441270,파인엠텍,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 18:48:50.446,True,T150_S050,1.5,-0.5,2026-09-14 18:48:50.446,2026-09-14 18:48:50.504,2026-09-14 18:54:08.058,317.554,9049.04,9000.0,-0.542,0.121,-0.542,STOP_LOSS,46,37,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,9040.0,2026-09-14 18:48:50.446,9040.0,,,4.23728813559322,ACTUAL,90096000000.0,52220671920.0,2026-09-14 18:48:51.051,9030.0,0.605541,-0.11061946902654868,-0.21040905996657167,0.11061946902654868,,,,,20260914_441270_WIDE_E052,2026-09-14 18:48:50.446,9040.0,46.0,0.0,53,52,True,OPEN,20260914_441270_WIDE_HIGH_GAP_SHADOW_E051_183426257197,2026-09-14 18:48:33.634,,,,,,,0.3329633740288568,0.5561735261401557,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-0.5419,-0.7819,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.3329633740288568,21.692286491394043,0.3329633740288568,21.692286491394043,0.5561735261401557,62.41091966629028,0.5561735261401557,123.93220233917236,0.5561735261401557,184.16125106811523,0.5561735261401557,307.4468288421631,-0.31779661016949223,21.692286491394043,-0.5296610169491531,62.41091966629028,-0.5296610169491531,123.93220233917236,-0.5296610169491531,184.16125106811523,-0.5296610169491531,307.4468288421631
v2.1,20260914_441270_WIDE_HIGH_GAP_SHADOW_E052_184850504247,WIDE_HIGH_GAP_SHADOW,441270,파인엠텍,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 18:48:50.446,True,T175_S050,1.75,-0.5,2026-09-14 18:48:50.446,2026-09-14 18:48:50.504,2026-09-14 18:54:08.058,317.554,9049.04,9000.0,-0.542,0.121,-0.542,STOP_LOSS,46,37,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,9040.0,2026-09-14 18:48:50.446,9040.0,,,4.23728813559322,ACTUAL,90096000000.0,52220671920.0,2026-09-14 18:48:51.051,9030.0,0.605541,-0.11061946902654868,-0.21040905996657167,0.11061946902654868,,,,,20260914_441270_WIDE_E052,2026-09-14 18:48:50.446,9040.0,46.0,0.0,53,52,True,OPEN,20260914_441270_WIDE_HIGH_GAP_SHADOW_E051_183426257197,2026-09-14 18:48:33.634,,,,,,,0.3329633740288568,0.5561735261401557,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-0.5419,-0.7819,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.3329633740288568,21.692286491394043,0.3329633740288568,21.692286491394043,0.5561735261401557,62.41091966629028,0.5561735261401557,123.93220233917236,0.5561735261401557,184.16125106811523,0.5561735261401557,307.4468288421631,-0.31779661016949223,21.692286491394043,-0.5296610169491531,62.41091966629028,-0.5296610169491531,123.93220233917236,-0.5296610169491531,184.16125106811523,-0.5296610169491531,307.4468288421631
v2.1,20260914_441270_WIDE_HIGH_GAP_SHADOW_E052_184850504247,WIDE_HIGH_GAP_SHADOW,441270,파인엠텍,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 18:48:50.446,True,T200_S050,2.0,-0.5,2026-09-14 18:48:50.446,2026-09-14 18:48:50.504,2026-09-14 18:54:08.058,317.554,9049.04,9000.0,-0.542,0.121,-0.542,STOP_LOSS,46,37,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,9040.0,2026-09-14 18:48:50.446,9040.0,,,4.23728813559322,ACTUAL,90096000000.0,52220671920.0,2026-09-14 18:48:51.051,9030.0,0.605541,-0.11061946902654868,-0.21040905996657167,0.11061946902654868,,,,,20260914_441270_WIDE_E052,2026-09-14 18:48:50.446,9040.0,46.0,0.0,53,52,True,OPEN,20260914_441270_WIDE_HIGH_GAP_SHADOW_E051_183426257197,2026-09-14 18:48:33.634,,,,,,,0.3329633740288568,0.5561735261401557,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-0.5419,-0.7819,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.3329633740288568,21.692286491394043,0.3329633740288568,21.692286491394043,0.5561735261401557,62.41091966629028,0.5561735261401557,123.93220233917236,0.5561735261401557,184.16125106811523,0.5561735261401557,307.4468288421631,-0.31779661016949223,21.692286491394043,-0.5296610169491531,62.41091966629028,-0.5296610169491531,123.93220233917236,-0.5296610169491531,184.16125106811523,-0.5296610169491531,307.4468288421631
v2.1,20260914_441270_WIDE_HIGH_GAP_SHADOW_E052_184850504247,WIDE_HIGH_GAP_SHADOW,441270,파인엠텍,NXT_AFTER,NXT_AFTER,NXT_AFTER,2026-09-14 18:48:50.446,True,T225_S050,2.25,-0.5,2026-09-14 18:48:50.446,2026-09-14 18:48:50.504,2026-09-14 18:54:08.058,317.554,9049.04,9000.0,-0.542,0.121,-0.542,STOP_LOSS,46,37,0,5,4,WIDE_HIGH_GAP_SHADOW,,,,,3.0,4.5,9040.0,2026-09-14 18:48:50.446,9040.0,,,4.23728813559322,ACTUAL,90096000000.0,52220671920.0,2026-09-14 18:48:51.051,9030.0,0.605541,-0.11061946902654868,-0.21040905996657167,0.11061946902654868,,,,,20260914_441270_WIDE_E052,2026-09-14 18:48:50.446,9040.0,46.0,0.0,53,52,True,OPEN,20260914_441270_WIDE_HIGH_GAP_SHADOW_E051_183426257197,2026-09-14 18:48:33.634,,,,,,,0.3329633740288568,0.5561735261401557,,False,,,,,,,,,,,,,,,,WIDE_HIGH_GAP_SHADOW,,LEGACY_169,stock_0p24_v20,-0.5419,-0.7819,ESTIMATED,,,,,,,,,,,,,,,,,,,,,,0.3329633740288568,21.692286491394043,0.3329633740288568,21.692286491394043,0.5561735261401557,62.41091966629028,0.5561735261401557,123.93220233917236,0.5561735261401557,184.16125106811523,0.5561735261401557,307.4468288421631,-0.31779661016949223,21.692286491394043,-0.5296610169491531,62.41091966629028,-0.5296610169491531,123.93220233917236,-0.5296610169491531,184.16125106811523,-0.5296610169491531,307.4468288421631
