datetime,message
2026-09-13 23:46:20,========================================
2026-09-13 23:46:20,스크리너 시작 v2.1
2026-09-13 23:46:20,EXECUTION_MODE = RESEARCH / AUTO_TRADE_ENABLED = False
2026-09-13 23:46:20,실제 주문 OFF / 연구·가상매매만 실행
2026-09-13 23:46:20,========================================
2026-09-13 23:46:20,키움 접근토큰 발급 요청
2026-09-13 23:46:21,키움 접근토큰 발급 성공 / 만료: 20260914182119
2026-09-13 23:46:22,[WebSocket] 연결 / LOGIN 전송
2026-09-13 23:46:22,[WebSocket] 로그인 성공
2026-09-13 23:46:25,[WebSocket] 정상 종료
2026-09-13 23:46:26,[연구 queue 종료] remaining=0 / failures=0 / dropped_P2=0
2026-09-13 23:46:26,[LiveExit 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-13 23:46:26,[AccountCache 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-13 23:46:26,[ResearchCompute 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-13 23:46:26,[BrokerPrecheck 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-13 23:46:26,[LiveSafety 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-13 23:46:26,프로그램 정상 종료
2026-09-14 07:10:41,========================================
2026-09-14 07:10:41,스크리너 시작 v2.1
2026-09-14 07:10:41,EXECUTION_MODE = RESEARCH / AUTO_TRADE_ENABLED = False
2026-09-14 07:10:41,실제 주문 OFF / 연구·가상매매만 실행
2026-09-14 07:10:41,========================================
2026-09-14 07:10:41,키움 접근토큰 발급 요청
2026-09-14 07:10:42,키움 접근토큰 발급 성공 / 만료: 20260915071042
2026-09-14 07:10:44,[WebSocket] 연결 / LOGIN 전송
2026-09-14 07:10:44,[WebSocket] 로그인 성공
2026-09-14 07:53:24,[WebSocket] 연결 정상 종료 / 재연결
2026-09-14 07:53:25,[WebSocket] 연결 / LOGIN 전송
2026-09-14 07:53:25,[WebSocket] 로그인 성공
2026-09-14 08:00:04,===== 시장 스캔 시작 / scan_session=NXT_PRE / 08:00:04.609 =====
2026-09-14 08:00:05,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-14 08:00:05,KOSPI KA10027 44종목
2026-09-14 08:00:06,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-14 08:00:06,KOSDAQ KA10027 42종목
2026-09-14 08:00:06,사전필터 통과 0종목
2026-09-14 08:00:06,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-14 08:00:06,KOSPI KA10032 100종목
2026-09-14 08:00:07,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-14 08:00:07,KOSDAQ KA10032 100종목
2026-09-14 08:00:07,거래대금 데이터 출처 ACTUAL 0 / ESTIMATED 0
