datetime,version,index_family,entry_time_variant,decision,reason,direction,rule_version
2026-09-14 14:30:02.852,v2.1,KOSPI200,14:30,SKIP,DATA_UNAVAILABLE,,v20_initial_20260914
2026-09-14 14:30:02.852,v2.1,KOSDAQ150,14:30,SKIP,DATA_UNAVAILABLE,,v20_initial_20260914
2026-09-14 14:50:07.475,v2.1,KOSPI200,14:50,SKIP,DATA_UNAVAILABLE,,v20_initial_20260914
2026-09-14 14:50:07.475,v2.1,KOSDAQ150,14:50,SKIP,DATA_UNAVAILABLE,,v20_initial_20260914
2026-09-14 15:00:19.950,v2.1,KOSPI200,15:00,SKIP,DATA_UNAVAILABLE,,v20_initial_20260914
2026-09-14 15:00:19.950,v2.1,KOSDAQ150,15:00,SKIP,DATA_UNAVAILABLE,,v20_initial_20260914
