datetime,message
2026-09-14 22:30:22,========================================
2026-09-14 22:30:22,스크리너 시작 v2.1.1
2026-09-14 22:30:22,EXECUTION_MODE = RESEARCH / AUTO_TRADE_ENABLED = False
2026-09-14 22:30:22,실제 주문 OFF / 연구·가상매매만 실행
2026-09-14 22:30:22,========================================
2026-09-14 22:30:22,키움 접근토큰 발급 요청
2026-09-14 22:30:23,키움 접근토큰 발급 성공 / 만료: 20260915223024
2026-09-14 22:30:24,[WebSocket] 연결 / LOGIN 전송
2026-09-14 22:30:24,[WebSocket] 로그인 성공
2026-09-14 22:30:27,[WebSocket] 정상 종료
2026-09-14 22:30:27,[연구 queue 종료] remaining=0 / failures=0 / dropped_P2=0
2026-09-14 22:30:27,[LiveExit 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-14 22:30:27,[AccountCache 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-14 22:30:27,[ResearchCompute 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-14 22:30:27,[BrokerPrecheck 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-14 22:30:27,[LiveSafety 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-14 22:30:27,프로그램 정상 종료
2026-09-15 07:12:04,========================================
2026-09-15 07:12:04,스크리너 시작 v2.1.1
2026-09-15 07:12:04,EXECUTION_MODE = RESEARCH / AUTO_TRADE_ENABLED = False
2026-09-15 07:12:04,실제 주문 OFF / 연구·가상매매만 실행
2026-09-15 07:12:04,========================================
2026-09-15 07:12:04,키움 접근토큰 발급 요청
2026-09-15 07:12:05,키움 접근토큰 발급 성공 / 만료: 20260916071205
2026-09-15 07:12:06,[WebSocket] 연결 / LOGIN 전송
2026-09-15 07:12:06,[WebSocket] 로그인 성공
2026-09-15 07:53:25,[WebSocket] 연결 정상 종료 / 재연결
2026-09-15 07:53:26,[WebSocket] 연결 / LOGIN 전송
2026-09-15 07:53:27,[WebSocket] 로그인 성공
2026-09-15 08:00:03,===== 시장 스캔 시작 / scan_session=NXT_PRE / 08:00:03.250 =====
2026-09-15 08:00:03,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-15 08:00:03,KOSPI KA10027 12종목
2026-09-15 08:00:04,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-15 08:00:04,KOSDAQ KA10027 19종목
2026-09-15 08:00:04,사전필터 통과 0종목
2026-09-15 08:00:05,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-15 08:00:05,KOSPI KA10032 100종목
2026-09-15 08:00:05,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-15 08:00:05,KOSDAQ KA10032 100종목
2026-09-15 08:00:05,거래대금 데이터 출처 ACTUAL 0 / ESTIMATED 0
2026-09-15 08:00:05,거래대금 200억+ 통과 0종목
2026-09-15 08:00:05,고점필터 통과 0종목 / WATCH 60점+ 0종목 / 신호 75점+ 0종목 / Shadow 70~74점 0종목
2026-09-15 08:00:05,[KA10001 품질] 요청 0 / 성공 0 / 오류 0 / 429 0 / 502 0 / timeout 0
2026-09-15 08:00:05,[SCAN 품질] elapsed=2.7초 / gap=N/A / REST 연속오류스캔=0 / recovery=N/A
2026-09-15 08:00:05,===== 시장 스캔 종료 / 2.7초 =====
2026-09-15 08:00:18,===== 시장 스캔 시작 / scan_session=NXT_PRE / 08:00:18.993 =====
2026-09-15 08:00:19,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-15 08:00:19,KOSPI KA10027 24종목
