datetime,version,index_family,provider,stock_code,direction,snapshot_label,last,bid,ask,spread_pct,inav,data_age_ms,cost_model_version
2026-09-15 09:00:17.456,v2.1.1,KOSPI200,KODEX,069500,LONG,OPEN,104720.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:00:17.456,v2.1.1,KOSPI200,TIGER,102110,LONG,OPEN,105825.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:00:17.456,v2.1.1,KOSPI200,ACE,105190,LONG,OPEN,104675.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:00:17.456,v2.1.1,KOSPI200,KODEX,114800,INVERSE,OPEN,1046.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:00:17.456,v2.1.1,KOSDAQ150,KODEX,229200,LONG,OPEN,13535.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:00:17.456,v2.1.1,KOSDAQ150,TIGER,232080,LONG,OPEN,13775.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:00:17.456,v2.1.1,KOSDAQ150,ACE,354500,LONG,OPEN,13705.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:00:17.456,v2.1.1,KOSDAQ150,KODEX,251340,INVERSE,OPEN,2505.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:30:04.368,v2.1.1,KOSPI200,KODEX,069500,LONG,MORNING_END,105085.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:30:04.368,v2.1.1,KOSPI200,TIGER,102110,LONG,MORNING_END,105360.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:30:04.368,v2.1.1,KOSPI200,ACE,105190,LONG,MORNING_END,105320.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:30:04.368,v2.1.1,KOSPI200,KODEX,114800,INVERSE,MORNING_END,1044.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:30:04.368,v2.1.1,KOSDAQ150,KODEX,229200,LONG,MORNING_END,13690.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:30:04.368,v2.1.1,KOSDAQ150,TIGER,232080,LONG,MORNING_END,13950.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:30:04.368,v2.1.1,KOSDAQ150,ACE,354500,LONG,MORNING_END,13800.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 09:30:04.368,v2.1.1,KOSDAQ150,KODEX,251340,INVERSE,MORNING_END,2475.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:30:28.459,v2.1.1,KOSPI200,KODEX,069500,LONG,14:30,104335.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:30:28.459,v2.1.1,KOSPI200,TIGER,102110,LONG,14:30,104610.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:30:28.459,v2.1.1,KOSPI200,ACE,105190,LONG,14:30,104600.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:30:28.459,v2.1.1,KOSPI200,KODEX,114800,INVERSE,14:30,1050.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:30:28.459,v2.1.1,KOSDAQ150,KODEX,229200,LONG,14:30,13645.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:30:28.459,v2.1.1,KOSDAQ150,TIGER,232080,LONG,14:30,13910.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:30:28.459,v2.1.1,KOSDAQ150,ACE,354500,LONG,14:30,13780.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:30:28.459,v2.1.1,KOSDAQ150,KODEX,251340,INVERSE,14:30,2480.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:50:31.066,v2.1.1,KOSPI200,KODEX,069500,LONG,14:50,104685.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:50:31.066,v2.1.1,KOSPI200,TIGER,102110,LONG,14:50,104925.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:50:31.066,v2.1.1,KOSPI200,ACE,105190,LONG,14:50,104895.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:50:31.066,v2.1.1,KOSPI200,KODEX,114800,INVERSE,14:50,1047.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:50:31.066,v2.1.1,KOSDAQ150,KODEX,229200,LONG,14:50,13700.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:50:31.066,v2.1.1,KOSDAQ150,TIGER,232080,LONG,14:50,13970.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:50:31.066,v2.1.1,KOSDAQ150,ACE,354500,LONG,14:50,13850.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 14:50:31.066,v2.1.1,KOSDAQ150,KODEX,251340,INVERSE,14:50,2470.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 15:00:19.965,v2.1.1,KOSPI200,KODEX,069500,LONG,15:00,104410.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 15:00:19.965,v2.1.1,KOSPI200,TIGER,102110,LONG,15:00,104645.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
2026-09-15 15:00:19.965,v2.1.1,KOSPI200,ACE,105190,LONG,15:00,104600.0,0.0,0.0,,0.0,0,v20_unconfirmed_1
