datetime,version,session,market,stock_code,stock_name,current_price,change_rate,volume,actual_trading_value,estimated_trading_value,trading_value_used,trading_value_source,trading_value_rank,day_high,high_gap,value_growth,volume_growth,score,score_trading_value,score_high_position,score_value_growth,score_volume_growth,focus_signal,watch_score,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,history_available_sec,history_sample_count,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec
2026-08-25 09:04:17,v1.6.3,MAIN,KOSDAQ,484810,티엑스알로보틱스,16010.0,17.06,109060,43203000000.0,1746050600.0,43203000000.0,ACTUAL,2,16050.0,0.24922118380062305,1.0659248476474796,3.6714357852213433,80,29,25,11,15,False,60,2026-08-25 09:02:38.460,15500.0,60.0,94.833253,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,31.658341,252.58532881736755,17,1.4575411913814955,15.93889045715332,2.4312220089571337,31.658340215682983,3.826199740596628,63.285255908966064,17.20351390922401,126.63700151443481,17.20351390922401,173.21653056144714,,,0.18528256487479183,31.658340215682983,-0.9046249700455309,63.285255908966064,-0.3918044572250179,94.83325242996216,,,,
2026-08-25 09:04:48,v1.6.3,MAIN,KOSDAQ,484810,티엑스알로보틱스,16270.0,19.18,160568,45157000000.0,2612441360.0,45157000000.0,ACTUAL,2,16380.0,0.6715506715506716,1.1017933390264731,3.510757390239636,77,29,22,11,15,False,60,2026-08-25 09:02:38.460,15500.0,60.0,126.152094,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,62.977182,283.9041700363159,19,0.3701418877236274,15.76438283920288,1.6239850093691444,31.318841218948364,4.094689699296225,62.97718143463135,4.967741935483871,126.15209364891052,19.106881405563687,173.19333171844482,,,0.4223294877500485,31.318841218948364,0.6076120526248404,62.97718143463135,0.03052503052503064,126.15209364891052,,,,
2026-08-25 09:05:03,v1.6.3,MAIN,KOSDAQ,484810,티엑스알로보틱스,16310.0,19.4,186039,46019000000.0,3034296090.0,46019000000.0,ACTUAL,2,16380.0,0.4273504273504274,1.0976767484018701,2.7236113957778234,80,29,25,11,15,True,60,2026-08-25 09:02:38.460,15500.0,60.0,141.383475,20260825_484810_E002,2026-08-25 09:03:41.635,15630.0,74.0,78.208563,299.13555097579956,20,0.2458512599877074,15.231380939483643,0.6169031462060457,30.995763778686523,3.3586818757921417,62.48911261558533,6.392694063926941,125.60212469100952,19.39970717423133,173.18722367286682,,,-0.6105006105006103,30.995763778686523,-0.6384802936527074,62.48911261558533,-1.3034188034188035,125.60212469100952,,,,
2026-08-25 09:05:18,v1.6.3,MAIN,KOSDAQ,124500,아이티센글로벌,40100.0,5.8,140209,47960000000.0,5622380900.0,47960000000.0,ACTUAL,1,40150.0,0.12453300124533001,1.0724747870032871,1.4299161686417687,80,29,25,11,15,True,60,2026-08-25 09:04:13.293,40000.0,74.0,61.989521,20260825_124500_E001,2026-08-25 09:04:13.293,40000.0,74.0,61.989521,314.57485032081604,21,0.0,15.43929934501648,0.5012531328320802,30.670680284500122,0.25,61.989521503448486,3.2175032175032174,125.27477741241455,4.1558441558441555,172.7117099761963,2.557544757033248,298.59485960006714,-0.3742201159616525,30.670680284500122,-0.12484355735816124,61.989521503448486,,,,,,
2026-08-25 09:05:34,v1.6.3,MAIN,KOSDAQ,124500,아이티센글로벌,40000.0,5.41,144001,48311000000.0,5760040000.0,48311000000.0,ACTUAL,2,40150.0,0.37359900373599003,1.0643768313908657,1.31514968856741,80,29,25,11,15,True,60,2026-08-25 09:04:13.293,40000.0,74.0,77.01457,20260825_124500_E001,2026-08-25 09:04:13.293,40000.0,74.0,77.01457,329.59989881515503,22,-0.24937655860349126,15.02504849433899,-0.24937655860349126,30.46434783935547,0.37641154328732745,61.46011161804199,1.6518424396442184,124.46579217910767,3.896103896103896,187.73675847053528,2.4327784891165174,297.7125337123871,0.24906600249066002,30.46434783935547,-0.24984239277273818,61.46011161804199,,,,,,
2026-08-25 09:05:49,v1.6.3,MAIN,KOSDAQ,124500,아이티센글로벌,39900.0,5.54,148965,48692000000.0,5943703500.0,48692000000.0,ACTUAL,2,40150.0,0.62266500622665,1.0550126752323792,1.3221237053012753,77,29,22,11,15,True,60,2026-08-25 09:04:13.293,40000.0,74.0,92.059286,20260825_124500_E001,2026-08-25 09:04:13.293,40000.0,74.0,92.059286,344.6446154117584,23,-0.25,15.044716596603394,-0.4987531172069825,30.069765090942383,0.0,60.740445375442505,1.0126582278481013,123.71762681007385,3.3678756476683938,186.89253902435303,1.7857142857142856,296.8248505592346,0.49813200498132,30.069765090942383,0.12391188901966749,60.740445375442505,,,,,,
2026-08-25 09:08:41,v1.6.3,MAIN,KOSDAQ,124500,아이티센글로벌,40200.0,6.07,191388,51971000000.0,7693797600.0,51971000000.0,ACTUAL,2,40300.0,0.24813895781637718,1.0595298770667265,1.2526786357120885,81,33,25,11,12,True,60,2026-08-25 09:04:13.293,40000.0,74.0,263.23151,20260825_124500_E003,2026-08-25 09:08:21.453,39850.0,72.0,15.071273,515.8168392181396,34,0.8782936010037641,15.071272850036621,1.2594458438287155,30.507896661758423,2.030456852791878,61.88602137565613,1.1320754716981132,124.6517882347107,0.5,186.21694040298462,1.7721518987341773,294.8898506164551,-0.4990590496556029,15.071272850036621,,,-0.623592050900933,140.32513880729675,-0.12546004591961285,186.21694040298462,,
2026-08-25 09:08:57,v1.6.3,MAIN,KOSDAQ,124500,아이티센글로벌,40500.0,6.6,206177,53058000000.0,8350168500.0,53058000000.0,ACTUAL,2,40600.0,0.24630541871921183,1.0816904854131415,1.349476054273054,84,33,25,11,15,True,60,2026-08-25 09:04:13.293,40000.0,74.0,279.070596,20260825_124500_E003,2026-08-25 09:08:21.453,39850.0,72.0,30.910359,531.6559255123138,35,0.7462686567164178,15.839086294174194,1.631116687578419,30.910359144210815,1.8867924528301887,61.83581805229187,2.0151133501259446,124.58230066299438,1.5037593984962405,187.01131010055542,2.5316455696202533,295.0094871520996,-0.5008925887527682,30.910359144210815,,,,,-0.37635958750743814,187.01131010055542,-0.003071139884279428,279.0705966949463
2026-08-25 09:09:12,v1.6.3,MAIN,KOSDAQ,124500,아이티센글로벌,40200.0,6.46,216768,53935000000.0,8714073600.0,53935000000.0,ACTUAL,2,40600.0,0.9852216748768473,1.0995698354773602,1.4187965938618825,81,33,22,11,15,True,60,2026-08-25 09:04:13.293,40000.0,74.0,294.266379,20260825_124500_E003,2026-08-25 09:08:21.453,39850.0,72.0,46.106142,546.8517084121704,36,-0.7407407407407408,15.195782899856567,0.0,31.03486919403076,1.2594458438287155,61.542765855789185,2.2900763358778624,123.78733658790588,1.1320754716981132,186.36076021194458,0.5,294.26637959480286,0.7370827170604701,31.03486919403076,0.23802366740486725,46.10614204406738,,,0.11349066615953718,171.36000800132751,0.735845116273356,294.26637959480286
2026-08-25 09:09:29,v1.6.3,MAIN,KOSDAQ,041190,우리기술투자,6660.0,13.46,4753339,30499000000.0,31657237740.0,30499000000.0,ACTUAL,6,6660.0,0.0,1.1962268591151552,1.1885397731108616,82,29,25,16,12,True,60,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,20260825_041190_E001,2026-08-25 09:06:47.781,6430.0,63.0,155.215769,530.4020292758942,35,2.382782475019216,15.4376859664917,2.147239263803681,30.633468866348267,2.4615384615384617,61.54382801055908,2.936630602782071,123.52008175849915,4.552590266875981,186.7976939678192,2.6194144838212634,294.1496071815491,-0.45801526717557256,30.633468866348267,-0.7633587786259541,61.54382801055908,-1.2213740458015268,123.52008175849915,-2.7480916030534353,186.7976939678192,,
