datetime,version,source,status,candidate_count,change_rate_mean,change_rate_median,candidate_trading_value_sum,kospi_up,kospi_down,kosdaq_up,kosdaq_down,samsung_direction,skhynix_direction
2026-09-10 08:00:00.812,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,2.6382758620689657,1.2,0,31,0,27,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:00:16.301,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,2.0422826086956523,0.94,0,44,0,48,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:00:32.033,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.777586206896551,0.75,0,57,0,59,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:00:47.334,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.832363636363635,0.75,0,49,0,61,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:01:03.249,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,2.065727272727272,0.95,0,45,0,65,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:01:19.138,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.898120300751881,0.9,0,55,0,78,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:01:34.959,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.802875816993463,0.82,0,65,0,88,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:01:50.300,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.7780745341614903,0.84,0,67,0,94,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:02:05.471,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.6648235294117646,0.8,0,74,0,96,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:02:21.098,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.5326589595375708,0.77,0,76,0,97,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:02:36.604,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.4947826086956517,0.75,0,83,0,101,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:02:51.834,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.4068421052631577,0.72,0,82,0,108,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:03:07.630,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.4336082474226812,0.75,0,86,0,108,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:03:23.627,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.3654634146341476,0.67,0,93,0,112,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:03:38.930,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.366138613861387,0.72,0,90,0,112,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:03:54.062,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.3125365853658533,0.66,0,90,0,115,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:04:09.905,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.25377990430622,0.71,0,91,0,118,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:04:25.312,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2994174757281565,0.67,0,90,0,116,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:04:40.738,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.3099043062200963,0.64,0,93,0,116,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:04:56.272,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2846009389671367,0.58,0,93,0,120,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:05:12.121,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2593896713615027,0.6,0,92,0,121,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:05:27.917,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2721428571428584,0.6,0,95,0,115,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:05:43.175,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.262672811059908,0.6,0,98,0,119,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:05:58.915,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2527272727272725,0.6,0,97,0,123,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:06:14.396,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.22158371040724,0.64,0,100,0,121,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:06:30.053,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.1950450450450445,0.59,0,104,0,118,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:06:45.112,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.1524229074889853,0.56,0,109,0,118,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:07:00.520,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.1734374999999997,0.55,0,108,0,116,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:07:16.477,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.1760619469026545,0.51,0,112,0,114,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:07:31.544,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2146666666666657,0.51,0,113,0,112,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:07:47.197,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2238938053097335,0.53,0,113,0,113,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:08:02.469,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2494247787610613,0.53,0,113,0,113,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:08:18.403,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2529515418502195,0.53,0,113,0,114,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:08:33.784,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2192405063291132,0.52,0,117,0,120,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:08:49.007,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2434482758620689,0.56,0,114,0,118,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:09:04.202,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2430396475770924,0.56,0,113,0,114,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:09:19.353,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.247205240174672,0.56,0,115,0,114,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:09:35.198,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.270394736842105,0.57,0,114,0,114,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:09:50.559,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.258771929824561,0.57,0,114,0,114,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:10:05.859,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2768161434977576,0.56,0,111,0,112,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:10:21.264,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2958482142857142,0.58,0,113,0,111,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:10:36.457,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2741850220264315,0.56,0,116,0,111,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:10:52.100,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2936444444444446,0.57,0,115,0,110,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:11:07.784,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2695132743362834,0.55,0,115,0,111,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:11:23.406,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2514410480349336,0.58,0,116,0,113,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:11:38.808,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2836036036036036,0.6,0,112,0,110,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:11:54.350,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2716143497757848,0.6,0,114,0,109,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:12:10.043,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2693750000000001,0.61,0,115,0,109,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
2026-09-10 08:12:25.555,v1.7.1.2,SCANNER_CROSS_SECTION,OK,0,1.2368558951965072,0.59,0,118,0,111,0,NOT_IN_SCANNER_PROXY,NOT_IN_SCANNER_PROXY
