datetime,message
2026-09-22 07:22:02,========================================
2026-09-22 07:22:02,스크리너 시작 v2.2.0
2026-09-22 07:22:02,EXECUTION_MODE = RESEARCH / AUTO_TRADE_ENABLED = False
2026-09-22 07:22:02,실제 주문 OFF / 연구·가상매매만 실행
2026-09-22 07:22:02,========================================
2026-09-22 07:22:02,키움 접근토큰 발급 요청
2026-09-22 07:22:03,키움 접근토큰 발급 성공 / 만료: 20260923072202
2026-09-22 07:22:04,[WebSocket] 연결 / LOGIN 전송
2026-09-22 07:22:04,[WebSocket] 로그인 성공
2026-09-22 07:53:24,[WebSocket] 연결 정상 종료 / 재연결
2026-09-22 07:53:26,[WebSocket] 연결 / LOGIN 전송
2026-09-22 07:53:26,[WebSocket] 로그인 성공
2026-09-22 08:00:02,===== 시장 스캔 시작 / scan_session=NXT_PRE / 08:00:02.638 =====
2026-09-22 08:00:03,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-22 08:00:03,KOSPI KA10027 81종목
2026-09-22 08:00:04,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-22 08:00:04,KOSDAQ KA10027 96종목
2026-09-22 08:00:04,사전필터 통과 0종목
2026-09-22 08:00:04,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-22 08:00:04,KOSPI KA10032 100종목
2026-09-22 08:00:05,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-22 08:00:05,KOSDAQ KA10032 100종목
2026-09-22 08:00:05,거래대금 데이터 출처 ACTUAL 0 / ESTIMATED 0
2026-09-22 08:00:05,거래대금 200억+ 통과 0종목
2026-09-22 08:00:05,고점필터 통과 0종목 / WATCH 60점+ 0종목 / 신호 75점+ 0종목 / Shadow 70~74점 0종목
2026-09-22 08:00:05,[KA10001 품질] 요청 0 / 성공 0 / 오류 0 / 429 0 / 502 0 / timeout 0
2026-09-22 08:00:05,[SCAN 품질] elapsed=2.9초 / gap=N/A / REST 연속오류스캔=0 / recovery=N/A
2026-09-22 08:00:05,===== 시장 스캔 종료 / 2.9초 =====
2026-09-22 08:00:18,===== 시장 스캔 시작 / scan_session=NXT_PRE / 08:00:18.545 =====
2026-09-22 08:00:19,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-22 08:00:19,KOSPI KA10027 122종목
2026-09-22 08:00:19,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-22 08:00:19,KOSDAQ KA10027 133종목
2026-09-22 08:00:19,사전필터 통과 0종목
2026-09-22 08:00:20,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-22 08:00:20,KOSPI KA10032 100종목
2026-09-22 08:00:21,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-22 08:00:21,KOSDAQ KA10032 100종목
2026-09-22 08:00:21,거래대금 데이터 출처 ACTUAL 0 / ESTIMATED 0
2026-09-22 08:00:21,거래대금 200억+ 통과 0종목
2026-09-22 08:00:21,고점필터 통과 0종목 / WATCH 60점+ 0종목 / 신호 75점+ 0종목 / Shadow 70~74점 0종목
2026-09-22 08:00:21,[KA10001 품질] 요청 0 / 성공 0 / 오류 0 / 429 0 / 502 0 / timeout 0
2026-09-22 08:00:21,[SCAN 품질] elapsed=2.8초 / gap=15.906905174255371 / REST 연속오류스캔=0 / recovery=N/A
2026-09-22 08:00:21,===== 시장 스캔 종료 / 2.8초 =====
2026-09-22 08:00:34,===== 시장 스캔 시작 / scan_session=NXT_PRE / 08:00:34.327 =====
2026-09-22 08:00:35,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-22 08:00:35,KOSPI KA10027 140종목
2026-09-22 08:00:35,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-22 08:00:35,KOSDAQ KA10027 147종목
2026-09-22 08:00:35,사전필터 통과 0종목
2026-09-22 08:00:36,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-22 08:00:36,KOSPI KA10032 100종목
2026-09-22 08:00:37,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-22 08:00:37,KOSDAQ KA10032 100종목
2026-09-22 08:00:37,거래대금 데이터 출처 ACTUAL 0 / ESTIMATED 0
2026-09-22 08:00:37,거래대금 200억+ 통과 0종목
2026-09-22 08:00:37,고점필터 통과 0종목 / WATCH 60점+ 0종목 / 신호 75점+ 0종목 / Shadow 70~74점 0종목
2026-09-22 08:00:37,[KA10001 품질] 요청 0 / 성공 0 / 오류 0 / 429 0 / 502 0 / timeout 0
2026-09-22 08:00:37,[SCAN 품질] elapsed=2.8초 / gap=15.781902551651001 / REST 연속오류스캔=0 / recovery=N/A
2026-09-22 08:00:37,===== 시장 스캔 종료 / 2.8초 =====
2026-09-22 08:00:50,===== 시장 스캔 시작 / scan_session=NXT_PRE / 08:00:50.155 =====
2026-09-22 08:00:50,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-22 08:00:50,KOSPI KA10027 151종목
2026-09-22 08:00:51,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-09-22 08:00:51,KOSDAQ KA10027 164종목
2026-09-22 08:00:51,사전필터 통과 0종목
2026-09-22 08:00:52,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-22 08:00:52,KOSPI KA10032 100종목
2026-09-22 08:00:52,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-09-22 08:00:52,KOSDAQ KA10032 100종목
2026-09-22 08:00:52,거래대금 데이터 출처 ACTUAL 0 / ESTIMATED 0
2026-09-22 08:00:52,거래대금 200억+ 통과 0종목
2026-09-22 08:00:52,고점필터 통과 0종목 / WATCH 60점+ 0종목 / 신호 75점+ 0종목 / Shadow 70~74점 0종목
2026-09-22 08:00:52,[KA10001 품질] 요청 0 / 성공 0 / 오류 0 / 429 0 / 502 0 / timeout 0
2026-09-22 08:00:52,[SCAN 품질] elapsed=2.7초 / gap=15.828310012817383 / REST 연속오류스캔=0 / recovery=N/A
2026-09-22 08:00:52,===== 시장 스캔 종료 / 2.7초 =====
2026-09-22 08:01:05,===== 시장 스캔 시작 / scan_session=NXT_PRE / 08:01:05.863 =====
