datetime,version,index_family,entry_time_variant,decision,reason,direction,rule_version
2026-09-22 14:30:15.236,v2.2.0,KOSPI200,14:30,SKIP,NO_DIRECTION_CONSENSUS,,v20_initial_20260914
2026-09-22 14:30:15.236,v2.2.0,KOSDAQ150,14:30,SKIP,NO_DIRECTION_CONSENSUS,,v20_initial_20260914
2026-09-22 14:50:14.197,v2.2.0,KOSPI200,14:50,ENTER,PASS,LONG,v20_initial_20260914
2026-09-22 14:50:14.197,v2.2.0,KOSDAQ150,14:50,SKIP,NO_DIRECTION_CONSENSUS,,v20_initial_20260914
2026-09-22 15:00:09.831,v2.2.0,KOSPI200,15:00,ENTER,PASS,LONG,v20_initial_20260914
2026-09-22 15:00:09.831,v2.2.0,KOSDAQ150,15:00,SKIP,NO_DIRECTION_CONSENSUS,,v20_initial_20260914
