date,version,stock_code,stock_name,minute,open,high,low,close,volume,tick_count,current_state,running_high,pullback_pct,raw_pullback_low,base_duration,base_high,base_low,base_range_pct,support_retest_count,minute_aggregation_delay_ms,candidate_source,candidate_start_time,base_signal_time,first75_signal_time,parent_trade_ids,support_episode_id,peak_time,peak_price,pullback_start_time,pullback_depth_pct,support_low_time,support_low_price,support_anchor_low,support_candidate_time,support_confirm_time,support_elapsed_min,rebound_from_low_pct,higher_low,prior_5m_high,reclaim_threshold_price,reclaim_signal_time,reclaim_volume_ratio,signal_time,signal_detected_time,signal_price,fill_time,fill_price,signal_to_fill_sec,signal_to_fill_slippage_pct,rule_version,data_status
2026-09-22,v2.2.0,0161M0,네오사피엔스,2026-09-22 09:04:00.000,37750.0,38500.0,37650.0,38150.0,360795.0,3310,PEAK,38500.0,-2.207792207792203,,0,,,,0,74.349,BOTH,2026-09-22 09:03:45.614,2026-09-22 09:03:45.614,2026-09-22 09:03:45.614,20260922_0161M0_BASE_E001_090345632652|20260922_0161M0_PRE_HISTORY_E001_090346013080,2026-09-22:0161M0:0,2026-09-22 09:04:00.000,38500.0,,,,,,,,0,,,,,,,2026-09-22 09:05:00.000,2026-09-22 09:05:00.074,38150.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,066570,LG전자,2026-09-22 09:04:00.000,213500.0,215000.0,213500.0,215000.0,25965.0,455,PEAK,215000.0,-0.6976744186046546,,0,,,,0,75.381,BASE,2026-09-22 09:01:56.659,2026-09-22 09:01:56.659,,20260922_066570_BASE_E001_090156667726,2026-09-22:066570:0,2026-09-22 09:04:00.000,215000.0,,,,,,,,0,,,,,,,2026-09-22 09:05:00.000,2026-09-22 09:05:00.075,215000.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,222800,심텍,2026-09-22 09:04:00.000,147200.0,148300.0,146900.0,147300.0,67635.0,2215,PEAK,148300.0,-0.9440323668240103,,0,,,,0,75.381,BASE,2026-09-22 09:01:09.733,2026-09-22 09:01:09.733,,20260922_222800_BASE_E001_090109740834,2026-09-22:222800:0,2026-09-22 09:04:00.000,148300.0,,,,,,,,0,,,,,,,2026-09-22 09:05:00.000,2026-09-22 09:05:00.075,147300.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,007810,코리아써키트,2026-09-22 09:04:00.000,61600.0,62200.0,61300.0,62100.0,44199.0,723,PULLBACK,62500.0,-1.9199999999999995,61300.0,0,,,,0,75.381,BASE,2026-09-22 09:02:12.885,2026-09-22 09:02:12.885,,20260922_007810_BASE_E001_090212912607,2026-09-22:007810:1,2026-09-22 09:03:00.000,62500.0,2026-09-22 09:04:00.000,-1.9199999999999995,2026-09-22 09:04:00.000,61300.0,61300.0,,,0,1.3050570962479524,,,,,,2026-09-22 09:05:00.000,2026-09-22 09:05:00.075,62100.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,353200,대덕전자,2026-09-22 09:04:00.000,114300.0,116000.0,113900.0,115700.0,77791.0,948,PEAK,116000.0,-1.8103448275862077,,0,,,,0,112.82499999999999,BOTH,2026-09-22 09:03:14.530,2026-09-22 09:03:14.530,2026-09-22 09:03:14.530,20260922_353200_BASE_E001_090314550904|20260922_353200_PRE_HISTORY_E001_090314888674,2026-09-22:353200:0,2026-09-22 09:04:00.000,116000.0,,,,,,,,0,,,,,,,2026-09-22 09:05:00.000,2026-09-22 09:05:00.112,115700.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,356860,티엘비,2026-09-22 09:04:00.000,42750.0,43250.0,42500.0,43200.0,79591.0,981,PEAK,43250.0,-1.7341040462427793,,0,,,,0,271.96999999999997,BOTH,2026-09-22 09:02:44.089,2026-09-22 09:02:44.089,2026-09-22 09:02:44.089,20260922_356860_BASE_E001_090244103978|20260922_356860_PRE_HISTORY_E001_090244408936,2026-09-22:356860:0,2026-09-22 09:04:00.000,43250.0,,,,,,,,0,,,,,,,2026-09-22 09:05:00.000,2026-09-22 09:05:00.271,43200.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,0161M0,네오사피엔스,2026-09-22 09:05:00.000,38150.0,39550.0,37850.0,39150.0,473263.0,3725,PEAK,39550.0,-4.298356510745894,,0,,,,0,85.536,BOTH,2026-09-22 09:03:45.614,2026-09-22 09:03:45.614,2026-09-22 09:03:45.614,20260922_0161M0_BASE_E001_090345632652|20260922_0161M0_PRE_HISTORY_E001_090346013080,2026-09-22:0161M0:0,2026-09-22 09:05:00.000,39550.0,,,,,,,,0,,,,,,,2026-09-22 09:06:00.000,2026-09-22 09:06:00.085,39150.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,007660,이수페타시스,2026-09-22 09:05:00.000,116100.0,117800.0,116000.0,117800.0,68522.0,1071,PEAK,,,,0,,,,0,86.596,BASE,2026-09-22 09:05:23.086,2026-09-22 09:05:23.086,,20260922_007660_BASE_E001_090523130972,2026-09-22:007660:0,,,,,,,,,,0,,,,,,,2026-09-22 09:06:00.000,2026-09-22 09:06:00.086,117800.0,,,,,pullback_support_v1,DATA_UNAVAILABLE
2026-09-22,v2.2.0,047040,대우건설,2026-09-22 09:05:00.000,19470.0,19490.0,19350.0,19400.0,83323.0,263,PEAK,,,,0,,,,0,86.596,BASE,2026-09-22 09:05:36.748,2026-09-22 09:05:36.748,,20260922_047040_BASE_E001_090536802644,2026-09-22:047040:0,,,,,,,,,,0,,,,,,,2026-09-22 09:06:00.000,2026-09-22 09:06:00.086,19400.0,,,,,pullback_support_v1,DATA_UNAVAILABLE
2026-09-22,v2.2.0,007810,코리아써키트,2026-09-22 09:05:00.000,62100.0,63400.0,61900.0,62900.0,103464.0,1445,PEAK,63400.0,-2.3659305993690816,,0,,,,0,87.622,BASE,2026-09-22 09:02:12.885,2026-09-22 09:02:12.885,,20260922_007810_BASE_E001_090212912607,2026-09-22:007810:1,2026-09-22 09:05:00.000,63400.0,,,2026-09-22 09:04:00.000,,,,,0,,,,,,,2026-09-22 09:06:00.000,2026-09-22 09:06:00.087,62900.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,066570,LG전자,2026-09-22 09:05:00.000,215000.0,215000.0,214000.0,214000.0,21327.0,552,PEAK,215000.0,-0.46511627906976605,,0,,,,0,88.622,BASE,2026-09-22 09:01:56.659,2026-09-22 09:01:56.659,,20260922_066570_BASE_E001_090156667726,2026-09-22:066570:0,2026-09-22 09:04:00.000,215000.0,,,,,,,,0,,,,,,,2026-09-22 09:06:00.000,2026-09-22 09:06:00.088,214000.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,222800,심텍,2026-09-22 09:05:00.000,147500.0,148700.0,146300.0,148500.0,62028.0,2088,PEAK,148700.0,-1.6139878950907849,,0,,,,0,88.622,BASE,2026-09-22 09:01:09.733,2026-09-22 09:01:09.733,,20260922_222800_BASE_E001_090109740834,2026-09-22:222800:0,2026-09-22 09:05:00.000,148700.0,,,,,,,,0,,,,,,,2026-09-22 09:06:00.000,2026-09-22 09:06:00.088,148500.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,353200,대덕전자,2026-09-22 09:05:00.000,115700.0,117200.0,115000.0,117100.0,87243.0,1210,PEAK,117200.0,-1.8771331058020424,,0,,,,0,100.71199999999999,BOTH,2026-09-22 09:03:14.530,2026-09-22 09:03:14.530,2026-09-22 09:03:14.530,20260922_353200_BASE_E001_090314550904|20260922_353200_PRE_HISTORY_E001_090314888674,2026-09-22:353200:0,2026-09-22 09:05:00.000,117200.0,,,,,,,,0,,,,,,,2026-09-22 09:06:00.000,2026-09-22 09:06:00.100,117100.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,356860,티엘비,2026-09-22 09:05:00.000,43150.0,43700.0,42850.0,43550.0,58904.0,1067,PEAK,43700.0,-1.94508009153318,,0,,,,0,140.39,BOTH,2026-09-22 09:02:44.089,2026-09-22 09:02:44.089,2026-09-22 09:02:44.089,20260922_356860_BASE_E001_090244103978|20260922_356860_PRE_HISTORY_E001_090244408936,2026-09-22:356860:0,2026-09-22 09:05:00.000,43700.0,,,,,,,,0,,,,,,,2026-09-22 09:06:00.000,2026-09-22 09:06:00.140,43550.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,007810,코리아써키트,2026-09-22 09:06:00.000,62900.0,63000.0,62500.0,62800.0,38853.0,869,PEAK,63400.0,-1.4195583596214534,,0,,,,0,77.99499999999999,BASE,2026-09-22 09:02:12.885,2026-09-22 09:02:12.885,,20260922_007810_BASE_E001_090212912607|20260922_007810_BASE_E002_090627343250,2026-09-22:007810:1,2026-09-22 09:05:00.000,63400.0,,,2026-09-22 09:04:00.000,,,,,0,,,,,,,2026-09-22 09:07:00.000,2026-09-22 09:07:00.077,62800.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,0161M0,네오사피엔스,2026-09-22 09:06:00.000,39050.0,39600.0,38800.0,39000.0,315430.0,3235,PEAK,39600.0,-2.020202020202022,,0,,,,0,79.0,BOTH,2026-09-22 09:03:45.614,2026-09-22 09:03:45.614,2026-09-22 09:03:45.614,20260922_0161M0_BASE_E001_090345632652|20260922_0161M0_PRE_HISTORY_E001_090346013080,2026-09-22:0161M0:0,2026-09-22 09:06:00.000,39600.0,,,,,,,,0,,,,,,,2026-09-22 09:07:00.000,2026-09-22 09:07:00.079,39000.0,,,,,pullback_support_v1,OK
2026-09-22,v2.2.0,043260,성호전자,2026-09-22 09:06:00.000,28250.0,28300.0,27300.0,27400.0,157524.0,511,PEAK,,,,0,,,,0,79.0,BASE,2026-09-22 09:06:26.470,2026-09-22 09:06:26.470,,20260922_043260_BASE_E001_090627766476,2026-09-22:043260:0,,,,,,,,,,0,,,,,,,2026-09-22 09:07:00.000,2026-09-22 09:07:00.079,27400.0,,,,,pullback_support_v1,DATA_UNAVAILABLE
2026-09-22,v2.2.0,000500,가온전선,2026-09-22 09:06:00.000,341000.0,342000.0,340500.0,341000.0,1451.0,99,PEAK,,,,0,,,,0,79.994,BOTH,2026-09-22 09:06:56.382,2026-09-22 09:06:56.382,2026-09-22 09:06:56.382,20260922_000500_BASE_E001_090656400654|20260922_000500_PRE_HISTORY_E001_090656976126,2026-09-22:000500:0,,,,,,,,,,0,,,,,,,2026-09-22 09:07:00.000,2026-09-22 09:07:00.079,341000.0,,,,,pullback_support_v1,DATA_UNAVAILABLE
2026-09-22,v2.2.0,009150,삼성전기,2026-09-22 09:06:00.000,1519000.0,1519000.0,1516000.0,1519000.0,7885.0,563,PEAK,,,,0,,,,0,84.913,BOTH,2026-09-22 09:06:26.444,2026-09-22 09:06:26.444,2026-09-22 09:06:26.444,20260922_009150_BASE_E001_090626503720|20260922_009150_PRE_HISTORY_E001_090627056393,2026-09-22:009150:0,,,,,,,,,,0,,,,,,,2026-09-22 09:07:00.000,2026-09-22 09:07:00.084,1519000.0,,,,,pullback_support_v1,DATA_UNAVAILABLE
2026-09-22,v2.2.0,353200,대덕전자,2026-09-22 09:06:00.000,117100.0,117100.0,116500.0,116500.0,26239.0,768,PEAK,117200.0,-0.5972696245733822,,0,,,,0,91.906,BOTH,2026-09-22 09:03:14.530,2026-09-22 09:03:14.530,2026-09-22 09:03:14.530,20260922_353200_BASE_E001_090314550904|20260922_353200_PRE_HISTORY_E001_090314888674,2026-09-22:353200:0,2026-09-22 09:05:00.000,117200.0,,,,,,,,0,,,,,,,2026-09-22 09:07:00.000,2026-09-22 09:07:00.091,116500.0,,,,,pullback_support_v1,OK
