datetime,version,candidate_count,open_strategy_count,tick_queue_backlog,writer_queue_backlog,pending_notifications,unknown_notifications,halted,ticks,gaps,bars,invalid_bars,save_failures
2026-09-22 08:17:23.814,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:18:26.313,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:19:28.856,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:20:30.833,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:21:33.191,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:22:36.326,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:23:39.501,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:24:40.640,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:25:44.177,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:26:45.896,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:27:48.979,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:28:49.883,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:29:52.135,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:30:52.938,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:31:55.182,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:32:57.084,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:33:59.258,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:35:01.000,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:36:02.663,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:37:03.502,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:38:04.216,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:39:05.526,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:40:08.030,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:41:09.272,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:42:13.108,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:43:15.388,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:44:17.719,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:45:20.201,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:46:22.013,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:47:23.126,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:48:26.293,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:49:29.273,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:50:29.460,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:51:29.580,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:52:29.684,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:53:29.781,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:54:29.882,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:55:29.987,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:56:30.097,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:57:30.212,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:58:30.325,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 08:59:30.449,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 09:00:31.158,v2.2.0,0,0,0,0,0,0,False,0,0,0,0,0
2026-09-22 09:01:32.143,v2.2.0,1,144,0,0,0,0,False,844,0,0,0,0
2026-09-22 09:02:33.001,v2.2.0,3,378,0,0,0,0,False,3385,0,2,2,0
2026-09-22 09:03:33.472,v2.2.0,5,926,0,0,0,0,False,8391,0,6,4,0
2026-09-22 09:04:34.253,v2.2.0,6,688,0,0,0,0,False,16788,0,12,6,0
2026-09-22 09:05:38.320,v2.2.0,8,744,0,0,0,0,False,26711,0,18,6,0
2026-09-22 09:06:43.046,v2.2.0,10,1164,0,0,0,0,False,38920,0,26,8,0
2026-09-22 09:07:45.184,v2.2.0,11,1263,0,0,0,0,False,51238,0,37,11,0
2026-09-22 09:08:45.574,v2.2.0,11,1119,0,0,0,0,False,62718,0,48,11,0
2026-09-22 09:09:47.269,v2.2.0,11,1249,0,0,0,0,False,72893,0,59,11,0
2026-09-22 09:10:49.877,v2.2.0,11,1171,0,0,0,0,False,82608,0,70,11,0
