version,stock_code,stock_name,session,strategy,TP,SL,entry_time,exit_time,entry_price,exit_price,return_rate,MFE,MAE,result,score,trading_value_source,actual_trading_value,estimated_trading_value
v1.5,006800,미래에셋증권,MAIN,A,2.0,-1.0,2026-08-13 09:02:24,2026-08-13 09:03:00,39089.05,38650.0,-1.123,0.156,-1.123,STOP_LOSS,82,ACTUAL,80253000000.0,80568623850.0
v1.5,119850,지엔씨에너지,MAIN,A,2.0,-1.0,2026-08-13 09:05:04,2026-08-13 09:05:14,53253.2,52700.0,-1.039,-0.1,-1.039,STOP_LOSS,80,ACTUAL,25699000000.0,26834001100.0
v1.5,000500,가온전선,MAIN,A,2.0,-1.0,2026-08-13 09:05:00,2026-08-13 09:05:28,176176.0,174300.0,-1.065,-0.1,-1.065,STOP_LOSS,81,ACTUAL,54551000000.0,55663906800.0
v1.5,002990,금호건설,MAIN,A,2.0,-1.0,2026-08-13 09:03:38,2026-08-13 09:05:41,17497.48,17880.0,2.186,2.186,-0.1,TAKE_PROFIT,89,ACTUAL,43535000000.0,46572348560.0
v1.5,002990,금호건설,MAIN,B,2.0,-1.5,2026-08-13 09:03:38,2026-08-13 09:05:41,17497.48,17880.0,2.186,2.186,-0.1,TAKE_PROFIT,89,ACTUAL,43535000000.0,46572348560.0
v1.5,002990,금호건설,MAIN,C,2.0,-2.0,2026-08-13 09:03:38,2026-08-13 09:05:41,17497.48,17880.0,2.186,2.186,-0.1,TAKE_PROFIT,89,ACTUAL,43535000000.0,46572348560.0
v1.5,000500,가온전선,MAIN,B,2.0,-1.5,2026-08-13 09:05:00,2026-08-13 09:06:24,176176.0,172600.0,-2.03,-0.1,-2.03,STOP_LOSS,81,ACTUAL,54551000000.0,55663906800.0
v1.5,000500,가온전선,MAIN,C,2.0,-2.0,2026-08-13 09:05:00,2026-08-13 09:06:24,176176.0,172600.0,-2.03,-0.1,-2.03,STOP_LOSS,81,ACTUAL,54551000000.0,55663906800.0
v1.5,000500,가온전선,MAIN,D,2.5,-1.5,2026-08-13 09:05:00,2026-08-13 09:06:24,176176.0,172600.0,-2.03,-0.1,-2.03,STOP_LOSS,81,ACTUAL,54551000000.0,55663906800.0
v1.5,000500,가온전선,MAIN,E,3.0,-2.0,2026-08-13 09:05:00,2026-08-13 09:06:24,176176.0,172600.0,-2.03,-0.1,-2.03,STOP_LOSS,81,ACTUAL,54551000000.0,55663906800.0
v1.5,002990,금호건설,MAIN,D,2.5,-1.5,2026-08-13 09:03:38,2026-08-13 09:06:53,17497.48,17120.0,-2.157,2.415,-2.157,STOP_LOSS,89,ACTUAL,43535000000.0,46572348560.0
v1.5,002990,금호건설,MAIN,E,3.0,-2.0,2026-08-13 09:03:38,2026-08-13 09:06:53,17497.48,17120.0,-2.157,2.415,-2.157,STOP_LOSS,89,ACTUAL,43535000000.0,46572348560.0
v1.5,119850,지엔씨에너지,MAIN,B,2.0,-1.5,2026-08-13 09:05:04,2026-08-13 09:07:39,53253.2,54400.0,2.153,2.153,-1.039,TAKE_PROFIT,80,ACTUAL,25699000000.0,26834001100.0
v1.5,119850,지엔씨에너지,MAIN,C,2.0,-2.0,2026-08-13 09:05:04,2026-08-13 09:07:39,53253.2,54400.0,2.153,2.153,-1.039,TAKE_PROFIT,80,ACTUAL,25699000000.0,26834001100.0
v1.5,006800,미래에셋증권,MAIN,B,2.0,-1.5,2026-08-13 09:02:24,2026-08-13 09:08:24,39089.05,40050.0,2.458,2.458,-1.123,TAKE_PROFIT,82,ACTUAL,80253000000.0,80568623850.0
v1.5,006800,미래에셋증권,MAIN,C,2.0,-2.0,2026-08-13 09:02:24,2026-08-13 09:08:24,39089.05,40050.0,2.458,2.458,-1.123,TAKE_PROFIT,82,ACTUAL,80253000000.0,80568623850.0
v1.5,006800,미래에셋증권,MAIN,D,2.5,-1.5,2026-08-13 09:02:24,2026-08-13 09:08:50,39089.05,40150.0,2.714,2.714,-1.123,TAKE_PROFIT,82,ACTUAL,80253000000.0,80568623850.0
v1.5,073240,금호타이어,MAIN,A,2.0,-1.0,2026-08-13 09:06:19,2026-08-13 09:09:08,7857.85,7750.0,-1.373,0.409,-1.373,STOP_LOSS,79,ACTUAL,35434000000.0,36349804080.0
v1.5,006800,미래에셋증권,MAIN,E,3.0,-2.0,2026-08-13 09:02:24,2026-08-13 09:09:21,39089.05,40400.0,3.354,3.354,-1.123,TAKE_PROFIT,82,ACTUAL,80253000000.0,80568623850.0
v1.5,073240,금호타이어,MAIN,B,2.0,-1.5,2026-08-13 09:06:19,2026-08-13 09:09:24,7857.85,7680.0,-2.263,0.409,-2.263,STOP_LOSS,79,ACTUAL,35434000000.0,36349804080.0
v1.5,073240,금호타이어,MAIN,C,2.0,-2.0,2026-08-13 09:06:19,2026-08-13 09:09:24,7857.85,7680.0,-2.263,0.409,-2.263,STOP_LOSS,79,ACTUAL,35434000000.0,36349804080.0
v1.5,073240,금호타이어,MAIN,D,2.5,-1.5,2026-08-13 09:06:19,2026-08-13 09:09:24,7857.85,7680.0,-2.263,0.409,-2.263,STOP_LOSS,79,ACTUAL,35434000000.0,36349804080.0
v1.5,073240,금호타이어,MAIN,E,3.0,-2.0,2026-08-13 09:06:19,2026-08-13 09:09:24,7857.85,7680.0,-2.263,0.409,-2.263,STOP_LOSS,79,ACTUAL,35434000000.0,36349804080.0
v1.5,119850,지엔씨에너지,MAIN,D,2.5,-1.5,2026-08-13 09:05:04,2026-08-13 09:09:38,53253.2,54600.0,2.529,2.529,-1.039,TAKE_PROFIT,80,ACTUAL,25699000000.0,26834001100.0
v1.5,119850,지엔씨에너지,MAIN,E,3.0,-2.0,2026-08-13 09:05:04,2026-08-13 09:09:52,53253.2,55700.0,4.595,4.595,-1.039,TAKE_PROFIT,80,ACTUAL,25699000000.0,26834001100.0
v1.5,010120,LS ELECTRIC,MAIN,A,2.0,-1.0,2026-08-13 09:10:13,2026-08-13 09:11:47,219719.5,217500.0,-1.01,-0.1,-1.01,STOP_LOSS,79,ACTUAL,72148000000.0,73456680000.0
v1.5,161890,한국콜마,MAIN,A,2.0,-1.0,2026-08-13 09:10:09,2026-08-13 09:12:48,140590.45,143600.0,2.141,2.141,-0.1,TAKE_PROFIT,82,ACTUAL,97491000000.0,101502841000.0
v1.5,161890,한국콜마,MAIN,B,2.0,-1.5,2026-08-13 09:10:09,2026-08-13 09:12:48,140590.45,143600.0,2.141,2.141,-0.1,TAKE_PROFIT,82,ACTUAL,97491000000.0,101502841000.0
v1.5,161890,한국콜마,MAIN,C,2.0,-2.0,2026-08-13 09:10:09,2026-08-13 09:12:48,140590.45,143600.0,2.141,2.141,-0.1,TAKE_PROFIT,82,ACTUAL,97491000000.0,101502841000.0
v1.5,009150,삼성전기,MAIN,A,2.0,-1.0,2026-08-13 09:03:41,2026-08-13 09:13:00,1458457.0,1489000.0,2.094,2.094,-0.1,TAKE_PROFIT,85,ACTUAL,503821000000.0,513559246000.0
v1.5,009150,삼성전기,MAIN,B,2.0,-1.5,2026-08-13 09:03:41,2026-08-13 09:13:00,1458457.0,1489000.0,2.094,2.094,-0.1,TAKE_PROFIT,85,ACTUAL,503821000000.0,513559246000.0
v1.5,009150,삼성전기,MAIN,C,2.0,-2.0,2026-08-13 09:03:41,2026-08-13 09:13:00,1458457.0,1489000.0,2.094,2.094,-0.1,TAKE_PROFIT,85,ACTUAL,503821000000.0,513559246000.0
v1.5,009150,삼성전기,MAIN,D,2.5,-1.5,2026-08-13 09:03:41,2026-08-13 09:13:41,1458457.0,1497000.0,2.643,2.643,-0.1,TAKE_PROFIT,85,ACTUAL,503821000000.0,513559246000.0
v1.5,009150,삼성전기,MAIN,E,3.0,-2.0,2026-08-13 09:03:41,2026-08-13 09:14:06,1458457.0,1507000.0,3.328,3.328,-0.1,TAKE_PROFIT,85,ACTUAL,503821000000.0,513559246000.0
v1.5,475150,SK이터닉스,MAIN,A,2.0,-1.0,2026-08-13 09:04:57,2026-08-13 09:14:49,55955.9,57200.0,2.223,2.223,-0.815,TAKE_PROFIT,86,ACTUAL,31493000000.0,31916973000.0
v1.5,475150,SK이터닉스,MAIN,B,2.0,-1.5,2026-08-13 09:04:57,2026-08-13 09:14:49,55955.9,57200.0,2.223,2.223,-0.815,TAKE_PROFIT,86,ACTUAL,31493000000.0,31916973000.0
v1.5,475150,SK이터닉스,MAIN,C,2.0,-2.0,2026-08-13 09:04:57,2026-08-13 09:14:49,55955.9,57200.0,2.223,2.223,-0.815,TAKE_PROFIT,86,ACTUAL,31493000000.0,31916973000.0
v1.5,001820,삼화콘덴서,MAIN,A,2.0,-1.0,2026-08-13 09:14:04,2026-08-13 09:16:42,98598.5,101800.0,3.247,3.247,-0.506,TAKE_PROFIT,82,ACTUAL,44058000000.0,44521621400.0
v1.5,001820,삼화콘덴서,MAIN,B,2.0,-1.5,2026-08-13 09:14:04,2026-08-13 09:16:42,98598.5,101800.0,3.247,3.247,-0.506,TAKE_PROFIT,82,ACTUAL,44058000000.0,44521621400.0
v1.5,001820,삼화콘덴서,MAIN,C,2.0,-2.0,2026-08-13 09:14:04,2026-08-13 09:16:43,98598.5,101800.0,3.247,3.247,-0.506,TAKE_PROFIT,82,ACTUAL,44058000000.0,44521621400.0
v1.5,001820,삼화콘덴서,MAIN,D,2.5,-1.5,2026-08-13 09:14:04,2026-08-13 09:16:43,98598.5,101800.0,3.247,3.247,-0.506,TAKE_PROFIT,82,ACTUAL,44058000000.0,44521621400.0
v1.5,001820,삼화콘덴서,MAIN,E,3.0,-2.0,2026-08-13 09:14:04,2026-08-13 09:16:43,98598.5,101800.0,3.247,3.247,-0.506,TAKE_PROFIT,82,ACTUAL,44058000000.0,44521621400.0
v1.5,475150,SK이터닉스,MAIN,D,2.5,-1.5,2026-08-13 09:04:57,2026-08-13 09:18:11,55955.9,57700.0,3.117,3.117,-0.815,TAKE_PROFIT,86,ACTUAL,31493000000.0,31916973000.0
