datetime,version,event,side,stock_code,stock_name,order_no,original_order_no,fill_no,requested_qty,broker_filled_qty,delta_qty,unfilled_qty,fill_price,broker_status,paper_trade_id,entry_mode,pre_entry_type,watch_episode_id,exchange,order_type,reason,error,response,broker_held_qty,broker_sellable_qty,broker_avg_price,auto_managed_qty,external_qty,pending_auto_buy_qty,pending_auto_sell_qty,signal_time,signal_price,reference_price,live_order_time,entry_seq,buy_signal_time,buy_precheck_start_time,buy_precheck_end_time,buy_precheck_sec,buy_order_time,buy_fill_time,signal_to_order_sec,signal_to_fill_sec,signal_to_fill_slippage_pct,reference_to_fill_slippage_pct,filled_qty,filled_amount,avg_fill_price,broker_precheck_start_time,broker_precheck_end_time,broker_precheck_sec,sell_order_time,sell_fill_time,trigger_to_order_sec,order_to_fill_sec,trigger_to_fill_sec,external_auto_exit_qty,external_exit_price,external_order_no,external_fill_time
2026-09-04 09:10:37.098,v1.6.10,ORDER_ACCEPTED,BUY,096770,SK이노베이션,0110293,,,7,,,,,,,,,,SOR,3,,,"{'ord_no': '0110293', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04 09:10:37.110,v1.6.10,LIVE_ENTRY_LINK,BUY,096770,SK이노베이션,0110293,,,7,,,,,,20260904_096770_PRE_HISTORY_E001_091030456113,PRE_HISTORY,FIRST_75_PASS,20260904_096770_E001,,,,,,,,,,,,,2026-09-04 09:10:30.319,138500.0,138400.0,2026-09-04 09:10:35.514,1,2026-09-04 09:10:30.319,2026-09-04 09:10:30.461,2026-09-04 09:10:35.495,5.033254,2026-09-04 09:10:35.514,,5.194592,,,,,,,,,,,,,,,,,,
2026-09-04 09:10:37.138,v1.6.10,FILL,BUY,096770,SK이노베이션,0110293,,10474,7,7,7,0,138300.0,체결,20260904_096770_PRE_HISTORY_E001_091030456113,PRE_HISTORY,FIRST_75_PASS,20260904_096770_E001,,,,,,,,,,,,,,,138400.0,,1,2026-09-04 09:10:30.319,2026-09-04 09:10:30.461,2026-09-04 09:10:35.495,5.033254,2026-09-04 09:10:35.514,,5.194592,,,,,,,,,,,,,,,,,,
2026-09-04 09:10:37.162,v1.6.10,BUY_FILL_QUALITY_FINAL,BUY,096770,SK이노베이션,0110293,,10474,7,7,,0,,,20260904_096770_PRE_HISTORY_E001_091030456113,PRE_HISTORY,FIRST_75_PASS,20260904_096770_E001,,,,,,,,,,,,,,138500.0,138400.0,,1,2026-09-04 09:10:30.319991,2026-09-04 09:10:30.461773,2026-09-04 09:10:35.495027,5.033254,2026-09-04 09:10:35.514583,2026-09-04 09:10:37.146755,5.194592,6.826764,-0.14440433212996595,-0.07225433526011349,7,968100.0,138300.0,,,,,,,1.632172,,,,,
2026-09-04 09:15:58.498,v1.6.10,ORDER_ACCEPTED,SELL,096770,SK이노베이션,0127979,,,7,,,,,,,,,,SOR,3,,,"{'ord_no': '0127979', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04 09:15:58.555,v1.6.10,FILL,SELL,096770,SK이노베이션,0127979,,13010,7,1,1,6,136400.0,체결,20260904_096770_PRE_HISTORY_E001_091030456113,PRE_HISTORY,FIRST_75_PASS,20260904_096770_E001,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2026-09-04 09:15:47.113,2026-09-04 09:15:56.462,9.349706,2026-09-04 09:15:58.499,,11.449514,,,,,,
2026-09-04 09:15:58.606,v1.6.10,FILL,SELL,096770,SK이노베이션,0127979,,13011,7,7,6,0,136314.0,체결,20260904_096770_PRE_HISTORY_E001_091030456113,PRE_HISTORY,FIRST_75_PASS,20260904_096770_E001,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2026-09-04 09:15:47.113,2026-09-04 09:15:56.462,9.349706,2026-09-04 09:15:58.499,,11.449514,,,,,,
2026-09-04 09:16:35.619,v1.6.10,ORDER_ACCEPTED,BUY,010950,S-Oil,0130210,,,6,,,,,,,,,,SOR,3,,,"{'ord_no': '0130210', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04 09:16:35.627,v1.6.10,LIVE_ENTRY_LINK,BUY,010950,S-Oil,0130210,,,6,,,,,,20260904_010950_PRE_HISTORY_E001_091629748295,PRE_HISTORY,FIRST_75_PASS,20260904_010950_E001,,,,,,,,,,,,,2026-09-04 09:16:29.655,162500.0,162500.0,2026-09-04 09:16:34.210,2,2026-09-04 09:16:29.655,2026-09-04 09:16:29.751,2026-09-04 09:16:34.202,4.450825,2026-09-04 09:16:34.210,,4.555765,,,,,,,,,,,,,,,,,,
2026-09-04 09:16:35.646,v1.6.10,FILL,BUY,010950,S-Oil,0130210,,6223,6,6,6,0,162600.0,체결,20260904_010950_PRE_HISTORY_E001_091629748295,PRE_HISTORY,FIRST_75_PASS,20260904_010950_E001,,,,,,,,,,,,,,,162500.0,,2,2026-09-04 09:16:29.655,2026-09-04 09:16:29.751,2026-09-04 09:16:34.202,4.450825,2026-09-04 09:16:34.210,,4.555765,,,,,,,,,,,,,,,,,,
2026-09-04 09:16:35.664,v1.6.10,BUY_FILL_QUALITY_FINAL,BUY,010950,S-Oil,0130210,,6223,6,6,,0,,,20260904_010950_PRE_HISTORY_E001_091629748295,PRE_HISTORY,FIRST_75_PASS,20260904_010950_E001,,,,,,,,,,,,,,162500.0,162500.0,,2,2026-09-04 09:16:29.655023,2026-09-04 09:16:29.751340,2026-09-04 09:16:34.202165,4.450825,2026-09-04 09:16:34.210788,2026-09-04 09:16:35.655896,4.555765,6.000873,0.061538461538468425,0.061538461538468425,6,975600.0,162600.0,,,,,,,1.445108,,,,,
2026-09-04 09:23:50.641,v1.6.10,ORDER_ACCEPTED,SELL,010950,S-Oil,0152251,,,6,,,,,,,,,,SOR,3,,,"{'ord_no': '0152251', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04 09:23:50.741,v1.6.10,FILL,SELL,010950,S-Oil,0152251,,11769,6,6,6,0,160200.0,체결,20260904_010950_PRE_HISTORY_E001_091629748295,PRE_HISTORY,FIRST_75_PASS,20260904_010950_E001,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2026-09-04 09:23:40.569,2026-09-04 09:23:49.665,9.096198,2026-09-04 09:23:50.645,,10.100389,,,,,,
2026-09-04 09:24:50.890,v1.6.10,ORDER_ACCEPTED,BUY,058610,에스피지,0154967,,,10,,,,,,,,,,SOR,3,,,"{'ord_no': '0154967', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04 09:24:50.913,v1.6.10,LIVE_ENTRY_LINK,BUY,058610,에스피지,0154967,,,10,,,,,,20260904_058610_PRE_HISTORY_E003_092448017675,PRE_HISTORY,FIRST_75_PASS,20260904_058610_E003,,,,,,,,,,,,,2026-09-04 09:24:47.994,92200.0,92300.0,2026-09-04 09:24:50.187,3,2026-09-04 09:24:47.994,2026-09-04 09:24:48.018,2026-09-04 09:24:50.169,2.150902,2026-09-04 09:24:50.187,,2.192865,,,,,,,,,,,,,,,,,,
2026-09-04 09:24:50.950,v1.6.10,FILL,BUY,058610,에스피지,0154967,,26784,10,10,10,0,92300.0,체결,20260904_058610_PRE_HISTORY_E003_092448017675,PRE_HISTORY,FIRST_75_PASS,20260904_058610_E003,,,,,,,,,,,,,,,92300.0,,3,2026-09-04 09:24:47.994,2026-09-04 09:24:48.018,2026-09-04 09:24:50.169,2.150902,2026-09-04 09:24:50.187,,2.192865,,,,,,,,,,,,,,,,,,
2026-09-04 09:24:50.957,v1.6.10,BUY_FILL_QUALITY_FINAL,BUY,058610,에스피지,0154967,,26784,10,10,,0,,,20260904_058610_PRE_HISTORY_E003_092448017675,PRE_HISTORY,FIRST_75_PASS,20260904_058610_E003,,,,,,,,,,,,,,92200.0,92300.0,,3,2026-09-04 09:24:47.994752,2026-09-04 09:24:48.018671,2026-09-04 09:24:50.169573,2.150902,2026-09-04 09:24:50.187617,2026-09-04 09:24:50.951783,2.192865,2.957031,0.10845986984815426,0.0,10,923000.0,92300.0,,,,,,,0.764166,,,,,
2026-09-04 09:26:44.203,v1.6.10,ORDER_ACCEPTED,SELL,058610,에스피지,0160367,,,10,,,,,,,,,,SOR,3,,,"{'ord_no': '0160367', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04 09:26:44.250,v1.6.10,FILL,SELL,058610,에스피지,0160367,,15432,10,10,10,0,92500.0,체결,20260904_058610_PRE_HISTORY_E003_092448017675,PRE_HISTORY,FIRST_75_PASS,20260904_058610_E003,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2026-09-04 09:26:29.450,2026-09-04 09:26:41.748,12.298424,2026-09-04 09:26:44.204,,14.804083,,,,,,
2026-09-04 09:29:28.859,v1.6.10,ORDER_ACCEPTED,BUY,042700,한미반도체,0168038,,,4,,,,,,,,,,SOR,3,,,"{'ord_no': '0168038', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04 09:29:28.886,v1.6.10,LIVE_ENTRY_LINK,BUY,042700,한미반도체,0168038,,,4,,,,,,20260904_042700_PRE_HISTORY_E001_092923091130,PRE_HISTORY,FIRST_75_PASS,20260904_042700_E001,,,,,,,,,,,,,2026-09-04 09:29:22.998,224000.0,224000.0,2026-09-04 09:29:27.497,4,2026-09-04 09:29:22.998,2026-09-04 09:29:23.096,2026-09-04 09:29:27.467,4.37131,2026-09-04 09:29:27.497,,4.499498,,,,,,,,,,,,,,,,,,
2026-09-04 09:29:28.952,v1.6.10,FILL,BUY,042700,한미반도체,0168038,,14868,4,4,4,0,224000.0,체결,20260904_042700_PRE_HISTORY_E001_092923091130,PRE_HISTORY,FIRST_75_PASS,20260904_042700_E001,,,,,,,,,,,,,,,224000.0,,4,2026-09-04 09:29:22.998,2026-09-04 09:29:23.096,2026-09-04 09:29:27.467,4.37131,2026-09-04 09:29:27.497,,4.499498,,,,,,,,,,,,,,,,,,
2026-09-04 09:29:28.974,v1.6.10,BUY_FILL_QUALITY_FINAL,BUY,042700,한미반도체,0168038,,14868,4,4,,0,,,20260904_042700_PRE_HISTORY_E001_092923091130,PRE_HISTORY,FIRST_75_PASS,20260904_042700_E001,,,,,,,,,,,,,,224000.0,224000.0,,4,2026-09-04 09:29:22.998042,2026-09-04 09:29:23.096661,2026-09-04 09:29:27.467971,4.37131,2026-09-04 09:29:27.497540,2026-09-04 09:29:28.956788,4.499498,5.958746,0.0,0.0,4,896000.0,224000.0,,,,,,,1.459248,,,,,
2026-09-04 09:55:14.686,v1.6.10,ORDER_ACCEPTED,SELL,042700,한미반도체,0232967,,,4,,,,,,,,,,SOR,3,,,"{'ord_no': '0232967', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
