datetime,version,stock_code,stock_name,entry_mode,decision,reason,score,score_trading_value,score_high_position,score_value_growth,score_volume_growth,current_price,high_gap,scan_session,decision_session,decision_time,session_valid_at_decision,history_available_sec,history_sample_count,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec,price_30s_positive,price_60s_positive,first75_price_30s_positive,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,entry_decision_time,entry_signal_price,entry_delay_from_first75_sec,entry_vs_first75_pct,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,pre_history_rule,first_signal_time,first_signal_price,confirm_delay_sec,confirm_rise_pct,confirm_observation_status,confirm_observation_reason,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct,stock_entry_seq_today,mode_entry_seq_today,is_reentry,previous_same_mode_result,previous_same_mode_trade_id,shadow_group,pre_fail_reason,medium_trend_positive_count,medium_trend_all_positive,wide_high_gap_lower_bound,wide_high_gap_upper_bound
2026-09-04 09:01:07.947,v1.6.10,108490,로보티즈,SHADOW_SCORE_70_74,ENTER,SCORE_70_74_BEFORE_FIRST75,71,37,25,5,4,276000.0,0.18083182640144665,MAIN,MAIN,2026-09-04 09:01:07.943,True,62.52289342880249,5,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,,True,True,,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,2026-09-04 09:01:02.711,,,,,,,2026-09-04 09:01:07.943,276000.0,,,,,,,,,,,,,,False,,,,,,,1,1,False,,,,,,,,
2026-09-04 09:02:09.405,v1.6.10,108490,로보티즈,BASE,ENTER,75_SCORE,87,37,19,16,15,277500.0,1.06951871657754,MAIN,MAIN,2026-09-04 09:02:09.385,True,124.0365138053894,9,-0.8928571428571428,15.401233911514282,-0.5376344086021506,31.06945013999939,0.5434782608695652,61.513620376586914,4.323308270676692,124.0365138053894,,,,,1.06951871657754,31.06945013999939,0.8886868901760933,61.513620376586914,,,,,,,False,True,False,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,2026-09-04 09:02:04.224,2026-09-04 09:02:09.385,277500.0,87.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-04 09:02:09.385,277500.0,0.0,0.0,,,,,,,,,,,,True,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,2026-09-04 09:01:07.943,276000.0,71.0,61.441981,0.5434782608695565,2,1,False,,,,,,,,
2026-09-04 09:02:09.418,v1.6.10,108490,로보티즈,PRE_HISTORY,SKIP,PRICE_30S_NOT_POSITIVE,87,37,19,16,15,277500.0,1.06951871657754,MAIN,MAIN,2026-09-04 09:02:09.385,True,124.0365138053894,9,-0.8928571428571428,15.401233911514282,-0.5376344086021506,31.06945013999939,0.5434782608695652,61.513620376586914,4.323308270676692,124.0365138053894,,,,,1.06951871657754,31.06945013999939,0.8886868901760933,61.513620376586914,,,,,,,False,True,False,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,2026-09-04 09:02:04.224,2026-09-04 09:02:09.385,277500.0,87.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-04 09:02:09.385,277500.0,0.0,0.0,FAIL,,,,PRICE_30S_NOT_POSITIVE,,,,,,,True,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,2026-09-04 09:01:07.943,276000.0,71.0,61.441981,0.5434782608695565,,,,,,,,,,,
2026-09-04 09:02:09.427,v1.6.10,108490,로보티즈,PRE_FAIL_PULLBACK_SHADOW,ENTER,PRICE_30S_NOT_POSITIVE,87,37,19,16,15,277500.0,1.06951871657754,MAIN,MAIN,2026-09-04 09:02:09.385,True,124.0365138053894,9,-0.8928571428571428,15.401233911514282,-0.5376344086021506,31.06945013999939,0.5434782608695652,61.513620376586914,4.323308270676692,124.0365138053894,,,,,1.06951871657754,31.06945013999939,0.8886868901760933,61.513620376586914,,,,,,,False,True,False,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,2026-09-04 09:02:04.224,2026-09-04 09:02:09.385,277500.0,87.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-04 09:02:09.385,277500.0,0.0,0.0,FAIL,,,,PRICE_30S_NOT_POSITIVE,,,,,,,True,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,2026-09-04 09:01:07.943,276000.0,71.0,61.441981,0.5434782608695565,3,1,False,,,PRE_FAIL_PULLBACK_SHADOW,PRICE_30S_NOT_POSITIVE,1,False,,
2026-09-04 09:02:09.442,v1.6.10,108490,로보티즈,CONFIRM,PENDING,FIRST_75_SIGNAL,87,37,19,16,15,277500.0,1.06951871657754,MAIN,MAIN,2026-09-04 09:02:09.385,True,124.0365138053894,9,-0.8928571428571428,15.401233911514282,-0.5376344086021506,31.06945013999939,0.5434782608695652,61.513620376586914,4.323308270676692,124.0365138053894,,,,,1.06951871657754,31.06945013999939,0.8886868901760933,61.513620376586914,,,,,,,False,True,False,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,2026-09-04 09:02:04.224,2026-09-04 09:02:09.385,277500.0,87.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-04 09:02:09.385,277500.0,0.0,0.0,,,,,,2026-09-04 09:02:09.385,277500.0,,,PENDING,FIRST_75_SIGNAL,True,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,2026-09-04 09:01:07.943,276000.0,71.0,61.441981,0.5434782608695565,,,,,,,,,,,
2026-09-04 09:02:24.976,v1.6.10,108490,로보티즈,CONFIRM,SKIP,RISE_BELOW_CONFIRM,82,37,19,11,15,276500.0,1.4260249554367201,MAIN,MAIN,2026-09-04 09:02:24.974,True,139.07358980178833,10,-0.36036036036036034,15.037075996398926,-1.25,30.438309907913208,-0.18050541516245489,61.24901032447815,3.9473684210526314,123.80246329307556,,,,,1.2477718360071302,30.438309907913208,0.8874253145031474,61.24901032447815,,,,,,,False,False,False,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,66.674373,2026-09-04 09:02:04.224,2026-09-04 09:02:09.385,277500.0,87.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-04 09:02:24.974,276500.0,15.588404,-0.3603603603603567,,,,,,2026-09-04 09:02:09.385,277500.0,15.588404,-0.36036036036036034,EVALUABLE,SCORED,True,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,2026-09-04 09:01:07.943,276000.0,71.0,61.441981,0.5434782608695565,,,,,,,,,,,
2026-09-04 09:02:24.991,v1.6.10,108490,로보티즈,PRE_HISTORY,SKIP,PRICE_30S_NOT_POSITIVE,82,37,19,11,15,276500.0,1.4260249554367201,MAIN,MAIN,2026-09-04 09:02:24.974,True,139.07358980178833,10,-0.36036036036036034,15.037075996398926,-1.25,30.438309907913208,-0.18050541516245489,61.24901032447815,3.9473684210526314,123.80246329307556,,,,,1.2477718360071302,30.438309907913208,0.8874253145031474,61.24901032447815,,,,,,,False,False,False,2026-09-04 09:01:02.711,276000.0,71.0,82.262777,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,82.262777,2026-09-04 09:02:04.224,2026-09-04 09:02:09.385,277500.0,87.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-04 09:02:24.974,276500.0,15.588404,-0.3603603603603567,FAIL,,,,PRICE_30S_NOT_POSITIVE,,,,,,,True,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,2026-09-04 09:01:07.943,276000.0,71.0,61.441981,0.5434782608695565,,,,,,,,,,,
2026-09-04 09:02:41.419,v1.6.10,108490,로보티즈,PRE_HISTORY,SKIP,PRICE_30S_NOT_POSITIVE,82,37,19,11,15,275500.0,1.7825311942959003,MAIN,MAIN,2026-09-04 09:02:41.411,True,154.8210780620575,11,-0.3616636528028933,15.747488260269165,-0.7207207207207207,30.78456425666809,-1.2544802867383513,61.85401439666748,0.9157509157509158,123.60327291488647,,,,,0.7130124777183604,30.78456425666809,1.7825311942959003,61.85401439666748,,,,,,,False,False,False,2026-09-04 09:01:02.711,276000.0,71.0,98.699746,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,98.699746,2026-09-04 09:02:04.224,2026-09-04 09:02:09.385,277500.0,87.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-04 09:02:41.411,275500.0,32.025373,-0.7207207207207245,FAIL,,,,PRICE_30S_NOT_POSITIVE,,,,,,,True,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,2026-09-04 09:01:07.943,276000.0,71.0,61.441981,0.5434782608695565,,,,,,,,,,,
2026-09-04 09:02:56.034,v1.6.10,009900,명신산업,SHADOW_SCORE_70_74,ENTER,SCORE_70_74_BEFORE_FIRST75,74,29,25,5,15,9050.0,0.3303964757709251,MAIN,MAIN,2026-09-04 09:02:56.024,True,170.2481071949005,12,16.473616473616474,15.427029132843018,16.473616473616474,31.174517393112183,16.473616473616474,61.61282730102539,16.473616473616474,123.31348872184753,,,,,,,,,,,,,,,True,True,,2026-09-04 09:02:50.436,9050.0,74.0,5.587694,20260904_009900_E001,2026-09-04 09:02:50.436,9050.0,74.0,5.587694,2026-09-04 09:02:50.436,,,,,,,2026-09-04 09:02:56.024,9050.0,,,,,,,,,,,,,,False,,,,,,,1,1,False,,,,,,,,
2026-09-04 09:02:56.046,v1.6.10,108490,로보티즈,PRE_HISTORY,SKIP,PRICE_30S_NOT_POSITIVE,82,40,19,11,12,275500.0,1.7825311942959003,MAIN,MAIN,2026-09-04 09:02:56.028,True,170.2481071949005,12,0.0,15.427029132843018,-0.3616636528028933,31.174517393112183,-1.607142857142857,61.61282730102539,1.2867647058823528,123.31348872184753,,,,,0.3565062388591802,31.174517393112183,1.6042780748663104,61.61282730102539,1.6016993678944538,107.72521376609802,,,,,False,False,False,2026-09-04 09:01:02.711,276000.0,71.0,113.317411,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,113.317411,2026-09-04 09:02:04.224,2026-09-04 09:02:09.385,277500.0,87.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-04 09:02:56.028,275500.0,46.643038,-0.7207207207207245,FAIL,,,,PRICE_30S_NOT_POSITIVE,,,,,,,True,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,2026-09-04 09:01:07.943,276000.0,71.0,61.441981,0.5434782608695565,,,,,,,,,,,
