datetime,version,session,market,stock_code,stock_name,current_price,change_rate,volume,actual_trading_value,estimated_trading_value,trading_value_used,trading_value_source,trading_value_rank,day_high,high_gap,value_growth,volume_growth,score,score_trading_value,score_high_position,score_value_growth,score_volume_growth,focus_signal,watch_score,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,history_available_sec,history_sample_count,price_change_15s,price_change_30s,price_change_60s,price_change_120s,price_change_180s,price_change_300s,high_gap_change_30s,high_gap_change_60s,high_gap_change_120s,high_gap_change_180s,high_gap_change_300s
2026-08-24 09:07:59,v1.6.2,MAIN,KOSPI,002990,금호건설,16140.0,9.42,1569572,24254000000.0,25332892080.0,24254000000.0,ACTUAL,30,16200.0,0.3703703703703704,1.1770929386071343,1.1828070918447704,77,24,25,16,12,True,60,2026-08-24 09:07:59,16140.0,77.0,0.002004,438.2647967338562,29,0.49813200498132004,0.3731343283582089,0.12406947890818859,0.8119925046845722,1.509433962264151,4.129032258064516,-0.3703703703703704,0.12284561789512288,,,
2026-08-24 09:08:30,v1.6.2,MAIN,KOSDAQ,086520,에코프로,86800.0,6.3,142453,31403000000.0,12364920400.0,31403000000.0,ACTUAL,4,87300.0,0.572737686139748,1.1833220287889066,1.3525345840889453,82,29,22,16,15,True,60,2026-08-24 09:08:14,86900.0,63.0,15.683373,501.55550169944763,33,-0.11507479861910241,0.5793742757821553,-0.11507479861910241,1.4018691588785046,1.7584994138335288,2.843601895734597,-0.23186001500967734,0.4577951574041158,,,
2026-08-24 09:08:33,v1.6.2,MAIN,KOSPI,001210,금호전기,9550.0,13.01,2848824,26093000000.0,27206269200.0,26093000000.0,ACTUAL,29,9740.0,1.9507186858316223,1.3036722458156382,1.267177453612168,75,24,19,20,12,False,60,2026-08-24 09:08:30,9550.0,75.0,2.755744,485.56643319129944,32,-0.10460251046025104,-0.5208333333333333,0.8447729672650475,1.92102454642476,1.92102454642476,6.584821428571429,1.2268303714572686,-0.11753364095224539,,,
2026-08-24 09:08:44,v1.6.2,MAIN,KOSDAQ,086520,에코프로,86700.0,6.24,144542,31997000000.0,12531791400.0,31997000000.0,ACTUAL,4,87300.0,0.6872852233676976,1.1513025331030513,1.2533448948623456,79,29,22,16,12,True,60,2026-08-24 09:08:14,86900.0,63.0,29.758959,517.4919214248657,34,-0.1152073732718894,-0.23014959723820483,0.3472222222222222,1.048951048951049,1.2850467289719625,2.3612750885478158,0.22909507445589916,-0.002369949046095554,,,
2026-08-24 09:09:03,v1.6.2,MAIN,KOSPI,002990,금호건설,16190.0,9.69,1832151,28325000000.0,29662524690.0,28325000000.0,ACTUAL,25,16260.0,0.43050430504305043,1.1678486022924053,1.167293376793164,77,24,25,16,12,True,60,2026-08-24 09:07:59,16140.0,77.0,63.631141,501.75166392326355,33,0.6840796019900498,0.18564356435643564,0.30978934324659235,0.4342431761786601,2.080706179066835,5.12987012987013,-0.18450184501845018,0.06013393467268002,0.1829795525678029,,
2026-08-24 09:09:03,v1.6.2,MAIN,KOSDAQ,086520,에코프로,87300.0,5.75,155473,32558000000.0,13572792900.0,32558000000.0,ACTUAL,4,87300.0,0.0,1.1379539338016846,1.2719708745807086,77,29,25,11,12,True,60,2026-08-24 09:08:14,86900.0,63.0,48.346195,533.3173775672913,35,0.6920415224913495,0.5760368663594471,1.1587485515643106,1.2761020881670533,1.8669778296382729,2.464788732394366,-0.572737686139748,-0.8045977011494253,,,
2026-08-24 09:09:18,v1.6.2,MAIN,KOSDAQ,086520,에코프로,87600.0,7.1,163503,34753000000.0,14322862800.0,34753000000.0,ACTUAL,4,87700.0,0.11402508551881414,1.1252752234166559,1.2027231801329958,77,29,25,11,12,True,60,2026-08-24 09:08:14,86900.0,63.0,64.076897,548.899744272232,36,0.3436426116838488,1.0380622837370241,0.805523590333717,1.3888888888888888,2.336448598130841,3.180212014134275,-0.5732601378488834,-0.3441650633929843,,,
2026-08-24 09:09:31,v1.6.2,MAIN,KOSDAQ,086520,에코프로,87700.0,7.1,169572,35184000000.0,14871464400.0,35184000000.0,ACTUAL,4,87800.0,0.11389521640091116,1.1204025093143968,1.1903715611464833,77,29,25,11,12,True,60,2026-08-24 09:08:14,86900.0,63.0,76.539384,564.6402940750122,37,0.1141552511415525,0.45819014891179843,1.0368663594470047,0.9205983889528193,2.2144522144522143,3.541912632821724,0.11389521640091116,-0.4588424697388368,-0.0010473123347210234,,
2026-08-24 09:09:47,v1.6.2,MAIN,KOSDAQ,086520,에코프로,87500.0,7.22,177157,36833000000.0,15501237500.0,36833000000.0,ACTUAL,4,87900.0,0.4550625711035267,1.1511391692971216,1.2256437575237646,82,29,25,16,12,True,60,2026-08-24 09:08:14,86900.0,63.0,92.755941,580.0963180065155,38,-0.22805017103762829,-0.1141552511415525,0.922722029988466,1.2731481481481481,1.5081206496519721,3.3057851239669422,0.3410374855847126,-0.23222265226417088,-0.23459260131026644,,
2026-08-24 09:10:04,v1.6.2,MAIN,KOSDAQ,086520,에코프로,87900.0,7.1,186846,37131000000.0,16423763400.0,37131000000.0,ACTUAL,4,88000.0,0.11363636363636363,1.140457030530131,1.2017906646170076,77,29,25,11,12,True,60,2026-08-24 09:08:14,86900.0,63.0,109.913874,595.3327012062073,39,0.4571428571428572,0.22805017103762829,0.6872852233676976,1.8539976825028968,1.7361111111111112,3.53356890459364,-0.00025885276454752637,0.11363636363636363,-0.6909613375130617,,
2026-08-24 09:10:18,v1.6.2,MAIN,KOSDAQ,086520,에코프로,87600.0,7.34,188164,38337000000.0,16483166400.0,38337000000.0,ACTUAL,4,88000.0,0.45454545454545453,1.1774986178512195,1.2102680208139034,82,29,25,16,12,True,60,2026-08-24 09:08:14,86900.0,63.0,124.011322,594.4827029705048,39,-0.3412969283276451,0.1142857142857143,0.0,0.805523590333717,0.805523590333717,2.937720329024677,-0.0005171165580721837,0.3405203690266404,-0.0036446943663439035,0.3396029258098223,
2026-08-24 09:10:18,v1.6.2,MAIN,KOSPI,066970,엘앤에프,119300.0,14.35,162724,43142000000.0,19412973200.0,43142000000.0,ACTUAL,17,119700.0,0.3341687552213868,1.119118028534371,1.1876537262887463,77,29,25,11,12,True,60,2026-08-24 09:07:28,118300.0,63.0,170.503071,594.4827029705048,39,0.08389261744966443,0.6751054852320675,0.84530853761623,1.1874469889737065,0.84530853761623,2.9335634167385676,0.08164350269613424,-0.08670666565403407,-0.4234070023543708,-0.08670666565403407,
2026-08-24 09:10:33,v1.6.2,MAIN,KOSPI,066970,엘앤에프,119800.0,14.64,167118,44070000000.0,20020736400.0,44070000000.0,ACTUAL,17,119900.0,0.08340283569641367,1.1202908129543951,1.17484375768909,77,29,25,11,12,True,60,2026-08-24 09:07:28,118300.0,63.0,185.550248,594.10710978508,39,0.4191114836546521,0.5033557046979865,1.439458086367485,1.439458086367485,1.267962806424345,2.9209621993127146,-0.16764318940818884,-0.5058227535291755,-0.5058227535291755,-0.3374725851790072,
2026-08-24 09:10:49,v1.6.2,MAIN,KOSPI,066970,엘앤에프,120500.0,15.22,174842,46184000000.0,21068461000.0,46184000000.0,ACTUAL,17,120600.0,0.08291873963515754,1.1602562492149227,1.194161760487385,82,29,25,16,12,True,60,2026-08-24 09:07:28,118300.0,63.0,201.39677,594.7945034503937,39,0.5843071786310517,1.0058675607711651,1.6877637130801686,2.032176121930567,2.6405451448040886,2.6405451448040886,-0.2512500155862292,-0.16960651289009498,-0.5063068495904317,-1.0955324388160208,
2026-08-24 09:11:51,v1.6.2,MAIN,KOSPI,066970,엘앤에프,121300.0,16.27,192231,50358000000.0,23317620300.0,50358000000.0,ACTUAL,17,121300.0,0.0,1.0903776199549629,1.0994555084018713,78,33,25,11,9,True,60,2026-08-24 09:07:28,118300.0,63.0,263.597361,594.7068479061127,39,0.9571369121930919,0.6639004149377593,0.6639004149377593,2.3628691983122363,2.7095681625740897,3.058623619371283,-0.16570008285004142,-0.08291873963515754,-0.25252525252525254,-0.5892255892255892,
2026-08-24 09:12:07,v1.6.2,MAIN,KOSPI,066970,엘앤에프,121300.0,16.08,192231,50678000000.0,23317620300.0,50678000000.0,ACTUAL,17,121300.0,0.0,1.0685023930506652,1.0623549306983222,78,33,25,11,9,True,60,2026-08-24 09:07:28,118300.0,63.0,279.559744,594.7404115200043,39,0.0,0.9571369121930919,1.2520868113522539,1.761744966442953,3.234042553191489,2.3628691983122363,-0.4556752278376139,-0.7456503728251864,-0.2510460251046025,-1.0942760942760943,
2026-08-24 09:13:55,v1.6.2,MAIN,KOSDAQ,086520,에코프로,88400.0,7.96,275090,50719000000.0,24317956000.0,50719000000.0,ACTUAL,3,88600.0,0.2257336343115124,1.081751482318816,1.1200960931615058,78,33,25,11,9,True,60,2026-08-24 09:08:14,86900.0,63.0,340.688548,593.6983075141907,39,-0.2257336343115124,0.0,0.798175598631699,0.22675736961451248,0.45454545454545453,1.2600229095074456,0.2257336343115124,-0.45376806444273454,0.11248335118580456,0.11222625633194372,0.2257336343115124
