version,stock_code,stock_name,session,strategy,TP,SL,entry_time,exit_time,entry_price,exit_price,return_rate,MFE,MAE,result,score,trading_value_source,actual_trading_value,estimated_trading_value
v1.4,066570,LG전자,MAIN,A,2.0,-1.0,2026-08-12 09:07:01,2026-08-12 09:11:28,192592.4,196600.0,2.081,2.081,-0.463,TAKE_PROFIT,93,ACTUAL,82958000000.0,85022175900.0
v1.4,066570,LG전자,MAIN,B,2.0,-1.5,2026-08-12 09:07:01,2026-08-12 09:11:28,192592.4,196600.0,2.081,2.081,-0.463,TAKE_PROFIT,93,ACTUAL,82958000000.0,85022175900.0
v1.4,066570,LG전자,MAIN,C,2.0,-2.0,2026-08-12 09:07:01,2026-08-12 09:11:28,192592.4,196600.0,2.081,2.081,-0.463,TAKE_PROFIT,93,ACTUAL,82958000000.0,85022175900.0
v1.4,066570,LG전자,MAIN,D,2.5,-1.5,2026-08-12 09:07:01,2026-08-12 09:11:46,192592.4,197600.0,2.6,2.6,-0.463,TAKE_PROFIT,93,ACTUAL,82958000000.0,85022175900.0
v1.4,090460,비에이치,MAIN,A,2.0,-1.0,2026-08-12 09:08:14,2026-08-12 09:12:12,18978.96,18780.0,-1.048,0.743,-1.048,STOP_LOSS,76,ACTUAL,70061000000.0,68917912560.0
v1.4,090460,비에이치,MAIN,B,2.0,-1.5,2026-08-12 09:08:14,2026-08-12 09:12:25,18978.96,18685.0,-1.549,0.743,-1.549,STOP_LOSS,76,ACTUAL,70061000000.0,68917912560.0
v1.4,090460,비에이치,MAIN,D,2.5,-1.5,2026-08-12 09:08:14,2026-08-12 09:12:25,18978.96,18685.0,-1.549,0.743,-1.549,STOP_LOSS,76,ACTUAL,70061000000.0,68917912560.0
v1.4,024840,KBI메탈,MAIN,A,2.0,-1.0,2026-08-12 09:12:54,2026-08-12 09:17:44,5820.81,5740.0,-1.388,1.36,-1.388,STOP_LOSS,75,ACTUAL,23879000000.0,24401758440.0
v1.4,257720,실리콘투,MAIN,A,2.0,-1.0,2026-08-12 09:05:51,2026-08-12 09:18:22,42392.35,43300.0,2.141,2.141,-0.926,TAKE_PROFIT,76,ACTUAL,29731000000.0,30203090100.0
v1.4,257720,실리콘투,MAIN,B,2.0,-1.5,2026-08-12 09:05:51,2026-08-12 09:18:22,42392.35,43300.0,2.141,2.141,-0.926,TAKE_PROFIT,76,ACTUAL,29731000000.0,30203090100.0
v1.4,257720,실리콘투,MAIN,C,2.0,-2.0,2026-08-12 09:05:51,2026-08-12 09:18:22,42392.35,43300.0,2.141,2.141,-0.926,TAKE_PROFIT,76,ACTUAL,29731000000.0,30203090100.0
v1.4,090460,비에이치,MAIN,C,2.0,-2.0,2026-08-12 09:08:14,2026-08-12 09:18:23,18978.96,18580.0,-2.102,0.743,-2.102,STOP_LOSS,76,ACTUAL,70061000000.0,68917912560.0
v1.4,090460,비에이치,MAIN,E,3.0,-2.0,2026-08-12 09:08:14,2026-08-12 09:18:23,18978.96,18580.0,-2.102,0.743,-2.102,STOP_LOSS,76,ACTUAL,70061000000.0,68917912560.0
v1.4,161890,한국콜마,MAIN,A,2.0,-1.0,2026-08-12 09:18:52,2026-08-12 09:20:12,120520.4,123400.0,2.389,2.389,-0.1,TAKE_PROFIT,81,ACTUAL,49014000000.0,50732088000.0
v1.4,161890,한국콜마,MAIN,B,2.0,-1.5,2026-08-12 09:18:52,2026-08-12 09:20:12,120520.4,123400.0,2.389,2.389,-0.1,TAKE_PROFIT,81,ACTUAL,49014000000.0,50732088000.0
v1.4,161890,한국콜마,MAIN,C,2.0,-2.0,2026-08-12 09:18:52,2026-08-12 09:20:12,120520.4,123400.0,2.389,2.389,-0.1,TAKE_PROFIT,81,ACTUAL,49014000000.0,50732088000.0
v1.4,161890,한국콜마,MAIN,D,2.5,-1.5,2026-08-12 09:18:52,2026-08-12 09:22:22,120520.4,123700.0,2.638,2.638,-0.1,TAKE_PROFIT,81,ACTUAL,49014000000.0,50732088000.0
v1.4,257720,실리콘투,MAIN,D,2.5,-1.5,2026-08-12 09:05:51,2026-08-12 09:22:36,42392.35,43600.0,2.849,2.849,-0.926,TAKE_PROFIT,76,ACTUAL,29731000000.0,30203090100.0
v1.4,257720,실리콘투,MAIN,E,3.0,-2.0,2026-08-12 09:05:51,2026-08-12 09:22:50,42392.35,43850.0,3.438,3.438,-0.926,TAKE_PROFIT,76,ACTUAL,29731000000.0,30203090100.0
v1.4,161890,한국콜마,MAIN,E,3.0,-2.0,2026-08-12 09:18:52,2026-08-12 09:23:51,120520.4,124300.0,3.136,3.136,-0.1,TAKE_PROFIT,81,ACTUAL,49014000000.0,50732088000.0
v1.4,017900,광전자,MAIN,A,2.0,-1.0,2026-08-12 09:27:31,2026-08-12 09:28:52,9549.54,9420.0,-1.357,0.633,-1.357,STOP_LOSS,79,ACTUAL,38794000000.0,38948588640.0
v1.4,017900,광전자,MAIN,B,2.0,-1.5,2026-08-12 09:27:31,2026-08-12 09:29:07,9549.54,9360.0,-1.985,0.633,-1.985,STOP_LOSS,79,ACTUAL,38794000000.0,38948588640.0
v1.4,017900,광전자,MAIN,D,2.5,-1.5,2026-08-12 09:27:31,2026-08-12 09:29:07,9549.54,9360.0,-1.985,0.633,-1.985,STOP_LOSS,79,ACTUAL,38794000000.0,38948588640.0
v1.4,017900,광전자,MAIN,C,2.0,-2.0,2026-08-12 09:27:31,2026-08-12 09:29:21,9549.54,9350.0,-2.09,0.633,-2.09,STOP_LOSS,79,ACTUAL,38794000000.0,38948588640.0
v1.4,017900,광전자,MAIN,E,3.0,-2.0,2026-08-12 09:27:31,2026-08-12 09:29:21,9549.54,9350.0,-2.09,0.633,-2.09,STOP_LOSS,79,ACTUAL,38794000000.0,38948588640.0
v1.4,475150,SK이터닉스,MAIN,A,2.0,-1.0,2026-08-12 09:28:48,2026-08-12 09:30:40,52852.8,52200.0,-1.235,-0.1,-1.235,STOP_LOSS,83,ACTUAL,45825000000.0,46872724800.0
v1.4,009150,삼성전기,MAIN,A,2.0,-1.0,2026-08-12 09:27:32,2026-08-12 09:33:53,1316315.0,1303000.0,-1.012,0.432,-1.012,STOP_LOSS,75,ACTUAL,396171000000.0,402176180000.0
v1.4,475150,SK이터닉스,MAIN,B,2.0,-1.5,2026-08-12 09:28:48,2026-08-12 09:34:09,52852.8,52000.0,-1.614,-0.1,-1.614,STOP_LOSS,83,ACTUAL,45825000000.0,46872724800.0
v1.4,475150,SK이터닉스,MAIN,D,2.5,-1.5,2026-08-12 09:28:48,2026-08-12 09:34:09,52852.8,52000.0,-1.614,-0.1,-1.614,STOP_LOSS,83,ACTUAL,45825000000.0,46872724800.0
v1.4,024840,KBI메탈,MAIN,B,2.0,-1.5,2026-08-12 09:12:54,2026-08-12 09:35:15,5820.81,5730.0,-1.56,1.36,-1.56,STOP_LOSS,75,ACTUAL,23879000000.0,24401758440.0
v1.4,024840,KBI메탈,MAIN,D,2.5,-1.5,2026-08-12 09:12:54,2026-08-12 09:35:15,5820.81,5730.0,-1.56,1.36,-1.56,STOP_LOSS,75,ACTUAL,23879000000.0,24401758440.0
v1.4,024840,KBI메탈,MAIN,C,2.0,-2.0,2026-08-12 09:12:54,2026-08-12 09:37:55,5820.81,5660.0,-2.763,1.36,-2.763,STOP_LOSS,75,ACTUAL,23879000000.0,24401758440.0
v1.4,024840,KBI메탈,MAIN,E,3.0,-2.0,2026-08-12 09:12:54,2026-08-12 09:37:55,5820.81,5660.0,-2.763,1.36,-2.763,STOP_LOSS,75,ACTUAL,23879000000.0,24401758440.0
v1.4,000660,SK하이닉스,MAIN,A,2.0,-1.0,2026-08-12 09:25:02,2026-08-12 09:40:13,1468467.0,1452500.0,-1.087,0.581,-1.087,STOP_LOSS,75,ACTUAL,1638577000000.0,1655886180000.0
v1.4,475150,SK이터닉스,MAIN,C,2.0,-2.0,2026-08-12 09:28:48,2026-08-12 09:43:29,52852.8,51700.0,-2.181,-0.1,-2.181,STOP_LOSS,83,ACTUAL,45825000000.0,46872724800.0
v1.4,475150,SK이터닉스,MAIN,E,3.0,-2.0,2026-08-12 09:28:48,2026-08-12 09:43:29,52852.8,51700.0,-2.181,-0.1,-2.181,STOP_LOSS,83,ACTUAL,45825000000.0,46872724800.0
v1.4,066570,LG전자,MAIN,E,3.0,-2.0,2026-08-12 09:07:01,2026-08-12 09:43:57,192592.4,198900.0,3.275,3.275,-0.463,TAKE_PROFIT,93,ACTUAL,82958000000.0,85022175900.0
v1.4,036930,주성엔지니어링,MAIN,A,2.0,-1.0,2026-08-12 09:41:50,2026-08-12 09:44:01,169669.5,167800.0,-1.102,-0.041,-1.102,STOP_LOSS,75,ACTUAL,106535000000.0,109444349600.0
v1.4,009150,삼성전기,MAIN,B,2.0,-1.5,2026-08-12 09:27:32,2026-08-12 09:50:08,1316315.0,1296000.0,-1.543,0.432,-1.543,STOP_LOSS,75,ACTUAL,396171000000.0,402176180000.0
v1.4,009150,삼성전기,MAIN,D,2.5,-1.5,2026-08-12 09:27:32,2026-08-12 09:50:08,1316315.0,1296000.0,-1.543,0.432,-1.543,STOP_LOSS,75,ACTUAL,396171000000.0,402176180000.0
v1.4,402340,SK스퀘어,MAIN,A,2.0,-1.0,2026-08-12 09:35:11,2026-08-12 09:51:14,1009008.0,997000.0,-1.19,0.594,-1.19,STOP_LOSS,78,ACTUAL,299165000000.0,303963957000.0
v1.4,000660,SK하이닉스,MAIN,B,2.0,-1.5,2026-08-12 09:25:02,2026-08-12 09:53:02,1468467.0,1446000.0,-1.53,0.581,-1.53,STOP_LOSS,75,ACTUAL,1638577000000.0,1655886180000.0
v1.4,000660,SK하이닉스,MAIN,D,2.5,-1.5,2026-08-12 09:25:02,2026-08-12 09:53:02,1468467.0,1446000.0,-1.53,0.581,-1.53,STOP_LOSS,75,ACTUAL,1638577000000.0,1655886180000.0
v1.4,009150,삼성전기,MAIN,C,2.0,-2.0,2026-08-12 09:27:32,2026-08-12 09:53:18,1316315.0,1288000.0,-2.151,0.432,-2.151,STOP_LOSS,75,ACTUAL,396171000000.0,402176180000.0
v1.4,009150,삼성전기,MAIN,E,3.0,-2.0,2026-08-12 09:27:32,2026-08-12 09:53:18,1316315.0,1288000.0,-2.151,0.432,-2.151,STOP_LOSS,75,ACTUAL,396171000000.0,402176180000.0
v1.4,439090,마녀공장,MAIN,A,2.0,-1.0,2026-08-12 09:53:32,2026-08-12 09:56:48,20320.3,20100.0,-1.084,0.884,-1.084,STOP_LOSS,87,ACTUAL,51592000000.0,53552490200.0
v1.4,439090,마녀공장,MAIN,B,2.0,-1.5,2026-08-12 09:53:32,2026-08-12 09:58:21,20320.3,20000.0,-1.576,0.884,-1.576,STOP_LOSS,87,ACTUAL,51592000000.0,53552490200.0
v1.4,439090,마녀공장,MAIN,D,2.5,-1.5,2026-08-12 09:53:32,2026-08-12 09:58:21,20320.3,20000.0,-1.576,0.884,-1.576,STOP_LOSS,87,ACTUAL,51592000000.0,53552490200.0
v1.4,240810,원익IPS,MAIN,A,2.0,-1.0,2026-08-12 10:02:47,2026-08-12 10:04:12,108308.2,107200.0,-1.023,0.085,-1.023,STOP_LOSS,77,ACTUAL,58353000000.0,59705573400.0
v1.4,439090,마녀공장,MAIN,C,2.0,-2.0,2026-08-12 09:53:32,2026-08-12 10:07:32,20320.3,20750.0,2.115,2.115,-1.576,TAKE_PROFIT,87,ACTUAL,51592000000.0,53552490200.0
v1.4,439090,마녀공장,MAIN,E,3.0,-2.0,2026-08-12 09:53:32,2026-08-12 10:09:26,20320.3,20950.0,3.099,3.099,-1.576,TAKE_PROFIT,87,ACTUAL,51592000000.0,53552490200.0
v1.4,402340,SK스퀘어,MAIN,B,2.0,-1.5,2026-08-12 09:35:11,2026-08-12 10:12:03,1009008.0,1030000.0,2.08,2.08,-1.487,TAKE_PROFIT,78,ACTUAL,299165000000.0,303963957000.0
v1.4,402340,SK스퀘어,MAIN,C,2.0,-2.0,2026-08-12 09:35:11,2026-08-12 10:12:03,1009008.0,1030000.0,2.08,2.08,-1.487,TAKE_PROFIT,78,ACTUAL,299165000000.0,303963957000.0
v1.4,240810,원익IPS,MAIN,B,2.0,-1.5,2026-08-12 10:02:47,2026-08-12 10:19:47,108308.2,106600.0,-1.577,0.085,-1.577,STOP_LOSS,77,ACTUAL,58353000000.0,59705573400.0
v1.4,240810,원익IPS,MAIN,D,2.5,-1.5,2026-08-12 10:02:47,2026-08-12 10:19:47,108308.2,106600.0,-1.577,0.085,-1.577,STOP_LOSS,77,ACTUAL,58353000000.0,59705573400.0
v1.4,278470,에이피알,MAIN,A,2.0,-1.0,2026-08-12 10:14:44,2026-08-12 10:20:20,408908.5,402250.0,-1.628,-0.1,-1.628,STOP_LOSS,75,ACTUAL,120298000000.0,124039884000.0
v1.4,278470,에이피알,MAIN,B,2.0,-1.5,2026-08-12 10:14:44,2026-08-12 10:20:20,408908.5,402250.0,-1.628,-0.1,-1.628,STOP_LOSS,75,ACTUAL,120298000000.0,124039884000.0
v1.4,278470,에이피알,MAIN,D,2.5,-1.5,2026-08-12 10:14:44,2026-08-12 10:20:20,408908.5,402250.0,-1.628,-0.1,-1.628,STOP_LOSS,75,ACTUAL,120298000000.0,124039884000.0
v1.4,006340,대원전선,MAIN,C,2.0,-2.0,2026-08-12 09:04:41,2026-08-12 10:21:35,15465.45,15840.0,2.422,2.422,-1.975,TAKE_PROFIT,85,ACTUAL,29340000000.0,29655963120.0
v1.4,036930,주성엔지니어링,MAIN,B,2.0,-1.5,2026-08-12 09:41:50,2026-08-12 10:24:48,169669.5,173300.0,2.14,2.14,-1.397,TAKE_PROFIT,75,ACTUAL,106535000000.0,109444349600.0
v1.4,036930,주성엔지니어링,MAIN,C,2.0,-2.0,2026-08-12 09:41:50,2026-08-12 10:24:48,169669.5,173300.0,2.14,2.14,-1.397,TAKE_PROFIT,75,ACTUAL,106535000000.0,109444349600.0
v1.4,036930,주성엔지니어링,MAIN,D,2.5,-1.5,2026-08-12 09:41:50,2026-08-12 10:26:23,169669.5,174000.0,2.552,2.552,-1.397,TAKE_PROFIT,75,ACTUAL,106535000000.0,109444349600.0
v1.4,036930,주성엔지니어링,MAIN,E,3.0,-2.0,2026-08-12 09:41:50,2026-08-12 10:28:20,169669.5,175400.0,3.377,3.377,-1.397,TAKE_PROFIT,75,ACTUAL,106535000000.0,109444349600.0
v1.4,278470,에이피알,MAIN,C,2.0,-2.0,2026-08-12 10:14:44,2026-08-12 10:34:44,408908.5,400500.0,-2.056,-0.1,-2.056,STOP_LOSS,75,ACTUAL,120298000000.0,124039884000.0
v1.4,278470,에이피알,MAIN,E,3.0,-2.0,2026-08-12 10:14:44,2026-08-12 10:34:44,408908.5,400500.0,-2.056,-0.1,-2.056,STOP_LOSS,75,ACTUAL,120298000000.0,124039884000.0
v1.4,005930,삼성전자,MAIN,A,2.0,-1.0,2026-08-12 09:15:15,2026-08-12 10:44:41,248248.0,253500.0,2.116,2.116,-0.704,TAKE_PROFIT,75,ACTUAL,1431671000000.0,1453729612500.0
v1.4,005930,삼성전자,MAIN,B,2.0,-1.5,2026-08-12 09:15:15,2026-08-12 10:44:41,248248.0,253500.0,2.116,2.116,-0.704,TAKE_PROFIT,75,ACTUAL,1431671000000.0,1453729612500.0
v1.4,005930,삼성전자,MAIN,C,2.0,-2.0,2026-08-12 09:15:15,2026-08-12 10:44:41,248248.0,253500.0,2.116,2.116,-0.704,TAKE_PROFIT,75,ACTUAL,1431671000000.0,1453729612500.0
v1.4,005930,삼성전자,MAIN,D,2.5,-1.5,2026-08-12 09:15:15,2026-08-12 10:50:09,248248.0,254500.0,2.518,2.518,-0.704,TAKE_PROFIT,75,ACTUAL,1431671000000.0,1453729612500.0
v1.4,090360,로보스타,MAIN,A,2.0,-1.0,2026-08-12 10:46:02,2026-08-12 10:53:40,89589.5,88500.0,-1.216,0.235,-1.216,STOP_LOSS,77,ACTUAL,37034000000.0,38768907300.0
v1.4,090360,로보스타,MAIN,B,2.0,-1.5,2026-08-12 10:46:02,2026-08-12 10:54:45,89589.5,88200.0,-1.551,0.235,-1.551,STOP_LOSS,77,ACTUAL,37034000000.0,38768907300.0
v1.4,090360,로보스타,MAIN,D,2.5,-1.5,2026-08-12 10:46:02,2026-08-12 10:54:45,89589.5,88200.0,-1.551,0.235,-1.551,STOP_LOSS,77,ACTUAL,37034000000.0,38768907300.0
v1.4,006400,삼성SDI,MAIN,A,2.0,-1.0,2026-08-12 09:50:56,2026-08-12 10:56:01,490490.0,485500.0,-1.017,1.225,-1.017,STOP_LOSS,80,ACTUAL,145625000000.0,150317300000.0
v1.4,090360,로보스타,MAIN,C,2.0,-2.0,2026-08-12 10:46:02,2026-08-12 10:57:25,89589.5,87700.0,-2.109,0.235,-2.109,STOP_LOSS,77,ACTUAL,37034000000.0,38768907300.0
v1.4,090360,로보스타,MAIN,E,3.0,-2.0,2026-08-12 10:46:02,2026-08-12 10:57:25,89589.5,87700.0,-2.109,0.235,-2.109,STOP_LOSS,77,ACTUAL,37034000000.0,38768907300.0
v1.4,011070,LG이노텍,MAIN,A,2.0,-1.0,2026-08-12 10:58:10,2026-08-12 11:05:43,608608.0,602000.0,-1.086,0.557,-1.086,STOP_LOSS,76,ACTUAL,174803000000.0,183465216000.0
v1.4,240810,원익IPS,MAIN,C,2.0,-2.0,2026-08-12 10:02:47,2026-08-12 11:06:30,108308.2,110500.0,2.024,2.024,-1.577,TAKE_PROFIT,77,ACTUAL,58353000000.0,59705573400.0
v1.4,240810,원익IPS,MAIN,E,3.0,-2.0,2026-08-12 10:02:47,2026-08-12 11:22:38,108308.2,111900.0,3.316,3.316,-1.577,TAKE_PROFIT,77,ACTUAL,58353000000.0,59705573400.0
v1.4,000660,SK하이닉스,MAIN,C,2.0,-2.0,2026-08-12 09:25:02,2026-08-12 11:26:47,1468467.0,1499500.0,2.113,2.113,-1.87,TAKE_PROFIT,75,ACTUAL,1638577000000.0,1655886180000.0
v1.4,950160,코오롱티슈진,MAIN,A,2.0,-1.0,2026-08-12 11:19:54,2026-08-12 11:29:11,21971.95,21750.0,-1.01,-0.1,-1.01,STOP_LOSS,79,ACTUAL,52800000000.0,54949903200.0
v1.4,005930,삼성전자,MAIN,E,3.0,-2.0,2026-08-12 09:15:15,2026-08-12 11:31:38,248248.0,255750.0,3.022,3.022,-0.704,TAKE_PROFIT,75,ACTUAL,1431671000000.0,1453729612500.0
v1.4,000660,SK하이닉스,MAIN,E,3.0,-2.0,2026-08-12 09:25:02,2026-08-12 11:36:38,1468467.0,1513000.0,3.033,3.033,-1.87,TAKE_PROFIT,75,ACTUAL,1638577000000.0,1655886180000.0
v1.4,402340,SK스퀘어,MAIN,D,2.5,-1.5,2026-08-12 09:35:11,2026-08-12 11:41:12,1009008.0,1035000.0,2.576,2.576,-1.487,TAKE_PROFIT,78,ACTUAL,299165000000.0,303963957000.0
v1.4,950160,코오롱티슈진,MAIN,B,2.0,-1.5,2026-08-12 11:19:54,2026-08-12 11:41:27,21971.95,21500.0,-2.148,0.128,-2.148,STOP_LOSS,79,ACTUAL,52800000000.0,54949903200.0
v1.4,950160,코오롱티슈진,MAIN,C,2.0,-2.0,2026-08-12 11:19:54,2026-08-12 11:41:27,21971.95,21500.0,-2.148,0.128,-2.148,STOP_LOSS,79,ACTUAL,52800000000.0,54949903200.0
v1.4,950160,코오롱티슈진,MAIN,D,2.5,-1.5,2026-08-12 11:19:54,2026-08-12 11:41:27,21971.95,21500.0,-2.148,0.128,-2.148,STOP_LOSS,79,ACTUAL,52800000000.0,54949903200.0
v1.4,950160,코오롱티슈진,MAIN,E,3.0,-2.0,2026-08-12 11:19:54,2026-08-12 11:41:27,21971.95,21500.0,-2.148,0.128,-2.148,STOP_LOSS,79,ACTUAL,52800000000.0,54949903200.0
v1.4,001820,삼화콘덴서,MAIN,A,2.0,-1.0,2026-08-12 11:44:09,2026-08-12 11:45:00,89689.6,88700.0,-1.103,-0.1,-1.103,STOP_LOSS,76,ACTUAL,61039000000.0,62780127300.0
v1.4,226340,본느,MAIN,A,2.0,-1.0,2026-08-12 12:00:27,2026-08-12 12:00:47,8838.83,8740.0,-1.118,-0.1,-1.118,STOP_LOSS,79,ACTUAL,39264000000.0,40906339760.0
v1.4,226340,본느,MAIN,B,2.0,-1.5,2026-08-12 12:00:27,2026-08-12 12:05:33,8838.83,9070.0,2.615,2.615,-1.118,TAKE_PROFIT,79,ACTUAL,39264000000.0,40906339760.0
v1.4,226340,본느,MAIN,C,2.0,-2.0,2026-08-12 12:00:27,2026-08-12 12:05:33,8838.83,9070.0,2.615,2.615,-1.118,TAKE_PROFIT,79,ACTUAL,39264000000.0,40906339760.0
v1.4,226340,본느,MAIN,D,2.5,-1.5,2026-08-12 12:00:27,2026-08-12 12:05:33,8838.83,9070.0,2.615,2.615,-1.118,TAKE_PROFIT,79,ACTUAL,39264000000.0,40906339760.0
v1.4,226340,본느,MAIN,E,3.0,-2.0,2026-08-12 12:00:27,2026-08-12 12:06:12,8838.83,9160.0,3.634,3.634,-1.118,TAKE_PROFIT,79,ACTUAL,39264000000.0,40906339760.0
v1.4,011070,LG이노텍,MAIN,B,2.0,-1.5,2026-08-12 10:58:10,2026-08-12 12:08:55,608608.0,599000.0,-1.579,0.557,-1.579,STOP_LOSS,76,ACTUAL,174803000000.0,183465216000.0
v1.4,011070,LG이노텍,MAIN,D,2.5,-1.5,2026-08-12 10:58:10,2026-08-12 12:08:55,608608.0,599000.0,-1.579,0.557,-1.579,STOP_LOSS,76,ACTUAL,174803000000.0,183465216000.0
v1.4,402340,SK스퀘어,MAIN,E,3.0,-2.0,2026-08-12 09:35:11,2026-08-12 12:10:51,1009008.0,1040000.0,3.072,3.072,-1.487,TAKE_PROFIT,78,ACTUAL,299165000000.0,303963957000.0
v1.4,001820,삼화콘덴서,MAIN,B,2.0,-1.5,2026-08-12 11:44:09,2026-08-12 12:27:30,89689.6,87900.0,-1.995,0.235,-1.995,STOP_LOSS,76,ACTUAL,61039000000.0,62780127300.0
v1.4,001820,삼화콘덴서,MAIN,D,2.5,-1.5,2026-08-12 11:44:09,2026-08-12 12:27:30,89689.6,87900.0,-1.995,0.235,-1.995,STOP_LOSS,76,ACTUAL,61039000000.0,62780127300.0
v1.4,001820,삼화콘덴서,MAIN,C,2.0,-2.0,2026-08-12 11:44:09,2026-08-12 12:39:18,89689.6,87700.0,-2.218,0.235,-2.218,STOP_LOSS,76,ACTUAL,61039000000.0,62780127300.0
v1.4,001820,삼화콘덴서,MAIN,E,3.0,-2.0,2026-08-12 11:44:09,2026-08-12 12:39:18,89689.6,87700.0,-2.218,0.235,-2.218,STOP_LOSS,76,ACTUAL,61039000000.0,62780127300.0
v1.4,131970,두산테스나,MAIN,A,2.0,-1.0,2026-08-12 11:44:05,2026-08-12 12:49:15,80480.4,82600.0,2.634,2.634,-0.473,TAKE_PROFIT,77,ACTUAL,30742000000.0,32372080000.0
v1.4,131970,두산테스나,MAIN,B,2.0,-1.5,2026-08-12 11:44:05,2026-08-12 12:49:15,80480.4,82600.0,2.634,2.634,-0.473,TAKE_PROFIT,77,ACTUAL,30742000000.0,32372080000.0
v1.4,131970,두산테스나,MAIN,C,2.0,-2.0,2026-08-12 11:44:05,2026-08-12 12:49:15,80480.4,82600.0,2.634,2.634,-0.473,TAKE_PROFIT,77,ACTUAL,30742000000.0,32372080000.0
v1.4,131970,두산테스나,MAIN,D,2.5,-1.5,2026-08-12 11:44:05,2026-08-12 12:49:15,80480.4,82600.0,2.634,2.634,-0.473,TAKE_PROFIT,77,ACTUAL,30742000000.0,32372080000.0
v1.4,131970,두산테스나,MAIN,E,3.0,-2.0,2026-08-12 11:44:05,2026-08-12 12:49:37,80480.4,83300.0,3.503,3.503,-0.473,TAKE_PROFIT,77,ACTUAL,30742000000.0,32372080000.0
v1.4,126730,코칩,MAIN,A,2.0,-1.0,2026-08-12 13:37:15,2026-08-12 13:42:09,21321.3,21100.0,-1.038,0.604,-1.038,STOP_LOSS,75,ACTUAL,57778000000.0,58979482200.0
v1.4,126730,코칩,MAIN,B,2.0,-1.5,2026-08-12 13:37:15,2026-08-12 13:46:21,21321.3,20850.0,-2.21,0.604,-2.21,STOP_LOSS,75,ACTUAL,57778000000.0,58979482200.0
v1.4,126730,코칩,MAIN,C,2.0,-2.0,2026-08-12 13:37:15,2026-08-12 13:46:21,21321.3,20850.0,-2.21,0.604,-2.21,STOP_LOSS,75,ACTUAL,57778000000.0,58979482200.0
v1.4,126730,코칩,MAIN,D,2.5,-1.5,2026-08-12 13:37:15,2026-08-12 13:46:21,21321.3,20850.0,-2.21,0.604,-2.21,STOP_LOSS,75,ACTUAL,57778000000.0,58979482200.0
