collected_at_kst,api_id,instrument_type,code,base_date,page,row_count,cont_yn,next_key_present,status,message,first_raw_time,last_raw_time
2026-09-13T20:38:27.440153+09:00,ka10080,ETF,102110,2026-03-17,1,900,Y,True,COMPLETE,,20260317153500.0,20260313130600.0
2026-09-13T20:38:27.594805+09:00,ka10080,ETF,102110,2026-03-17,2,900,Y,True,COMPLETE,,20260313130500.0,20260311105000.0
2026-09-13T20:38:27.955656+09:00,ka10080,ETF,102110,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311104900.0,20260306142200.0
2026-09-13T20:38:28.549203+09:00,ka10080,ETF,105190,2026-03-17,1,900,Y,True,COMPLETE,,20260317153500.0,20260313130500.0
2026-09-13T20:38:28.699678+09:00,ka10080,ETF,105190,2026-03-17,2,900,Y,True,COMPLETE,,20260313130400.0,20260311103200.0
2026-09-13T20:38:29.037599+09:00,ka10080,ETF,105190,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311103100.0,20260306140100.0
2026-09-13T20:38:29.568288+09:00,ka10080,ETF,114800,2026-03-17,1,900,Y,True,COMPLETE,,20260317153500.0,20260313130600.0
2026-09-13T20:38:29.698794+09:00,ka10080,ETF,114800,2026-03-17,2,900,Y,True,COMPLETE,,20260313130500.0,20260311105000.0
2026-09-13T20:38:30.061647+09:00,ka10080,ETF,114800,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311104900.0,20260306142300.0
2026-09-13T20:38:30.594152+09:00,ka10080,ETF,229200,2026-03-17,1,900,Y,True,COMPLETE,,20260317153500.0,20260313130600.0
2026-09-13T20:38:30.758765+09:00,ka10080,ETF,229200,2026-03-17,2,900,Y,True,COMPLETE,,20260313130500.0,20260311105000.0
2026-09-13T20:38:31.123763+09:00,ka10080,ETF,229200,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311104900.0,20260306142200.0
2026-09-13T20:38:31.678209+09:00,ka10080,ETF,232080,2026-03-17,1,900,Y,True,COMPLETE,,20260317153500.0,20260313130600.0
2026-09-13T20:38:31.843741+09:00,ka10080,ETF,232080,2026-03-17,2,900,Y,True,COMPLETE,,20260313130500.0,20260311105000.0
2026-09-13T20:38:32.170772+09:00,ka10080,ETF,232080,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311104900.0,20260306142200.0
2026-09-13T20:38:32.718981+09:00,ka10080,ETF,354500,2026-03-17,1,900,Y,True,COMPLETE,,20260317153000.0,20260313122600.0
2026-09-13T20:38:32.886727+09:00,ka10080,ETF,354500,2026-03-17,2,900,Y,True,COMPLETE,,20260313122500.0,20260311100300.0
2026-09-13T20:38:33.243484+09:00,ka10080,ETF,354500,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311100200.0,20260306133200.0
2026-09-13T20:38:33.776000+09:00,ka10080,ETF,251340,2026-03-17,1,900,Y,True,COMPLETE,,20260317153500.0,20260313130100.0
2026-09-13T20:38:33.923234+09:00,ka10080,ETF,251340,2026-03-17,2,900,Y,True,COMPLETE,,20260313130000.0,20260311104500.0
2026-09-13T20:38:34.293925+09:00,ka10080,ETF,251340,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311104400.0,20260306141700.0
2026-09-13T20:38:34.828404+09:00,ka20005,INDEX,001,2025-09-12,1,900,Y,True,COMPLETE,,20250912153000.0,20250910130600.0
2026-09-13T20:38:36.141793+09:00,ka20005,INDEX,001,2025-09-12,2,900,Y,True,COMPLETE,,20250910130500.0,20250908105000.0
2026-09-13T20:38:36.290711+09:00,ka20005,INDEX,001,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250908104900.0,20250903145600.0
2026-09-13T20:38:36.819730+09:00,ka20005,INDEX,101,2025-09-12,1,900,Y,True,COMPLETE,,20250912153000.0,20250910130600.0
2026-09-13T20:38:36.963949+09:00,ka20005,INDEX,101,2025-09-12,2,900,Y,True,COMPLETE,,20250910130500.0,20250908105000.0
2026-09-13T20:38:37.337969+09:00,ka20005,INDEX,101,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250908104900.0,20250903145600.0
2026-09-13T20:38:37.908952+09:00,ka20005,INDEX,201,2025-09-12,1,900,Y,True,COMPLETE,,20250912153000.0,20250910130600.0
2026-09-13T20:38:38.056508+09:00,ka20005,INDEX,201,2025-09-12,2,900,Y,True,COMPLETE,,20250910130500.0,20250908105000.0
2026-09-13T20:38:38.405308+09:00,ka20005,INDEX,201,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250908104900.0,20250903145600.0
2026-09-13T20:38:39.008210+09:00,ka10080,ETF,069500,2025-09-12,1,900,Y,True,COMPLETE,,20250912153500.0,20250910130600.0
2026-09-13T20:38:39.142119+09:00,ka10080,ETF,069500,2025-09-12,2,900,Y,True,COMPLETE,,20250910130500.0,20250908105000.0
2026-09-13T20:38:39.510902+09:00,ka10080,ETF,069500,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250908104900.0,20250903145600.0
2026-09-13T20:38:40.068292+09:00,ka10080,ETF,102110,2025-09-12,1,900,Y,True,COMPLETE,,20250912153500.0,20250910130600.0
2026-09-13T20:38:40.204545+09:00,ka10080,ETF,102110,2025-09-12,2,900,Y,True,COMPLETE,,20250910130500.0,20250908105000.0
2026-09-13T20:38:40.582048+09:00,ka10080,ETF,102110,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250908104900.0,20250903145500.0
2026-09-13T20:38:41.137227+09:00,ka10080,ETF,105190,2025-09-12,1,900,Y,True,COMPLETE,,20250912153500.0,20250910094300.0
2026-09-13T20:38:41.298177+09:00,ka10080,ETF,105190,2025-09-12,2,900,Y,True,COMPLETE,,20250910094200.0,20250905092900.0
2026-09-13T20:38:41.642885+09:00,ka10080,ETF,105190,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250905092800.0,20250901095700.0
2026-09-13T20:38:42.215822+09:00,ka10080,ETF,114800,2025-09-12,1,900,Y,True,COMPLETE,,20250912153500.0,20250910130600.0
2026-09-13T20:38:42.374115+09:00,ka10080,ETF,114800,2025-09-12,2,900,Y,True,COMPLETE,,20250910130500.0,20250908104600.0
2026-09-13T20:38:42.706420+09:00,ka10080,ETF,114800,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250908104500.0,20250903144200.0
2026-09-13T20:38:43.271732+09:00,ka10080,ETF,229200,2025-09-12,1,900,Y,True,COMPLETE,,20250912153500.0,20250910130600.0
2026-09-13T20:38:43.425297+09:00,ka10080,ETF,229200,2025-09-12,2,900,Y,True,COMPLETE,,20250910130500.0,20250908105000.0
2026-09-13T20:38:43.782790+09:00,ka10080,ETF,229200,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250908104900.0,20250903145600.0
2026-09-13T20:38:44.340604+09:00,ka10080,ETF,232080,2025-09-12,1,900,Y,True,COMPLETE,,20250912153000.0,20250910115900.0
2026-09-13T20:38:44.485392+09:00,ka10080,ETF,232080,2025-09-12,2,900,Y,True,COMPLETE,,20250910115700.0,20250905133000.0
2026-09-13T20:38:44.847110+09:00,ka10080,ETF,232080,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250905132900.0,20250902131000.0
2026-09-13T20:38:45.396065+09:00,ka10080,ETF,354500,2025-09-12,1,900,Y,True,COMPLETE,,20250912153000.0,20250901123900.0
2026-09-13T20:38:45.545985+09:00,ka10080,ETF,354500,2025-09-12,2,66,N,False,COMPLETE,,20250901123700.0,20250901090000.0
2026-09-13T20:38:45.965271+09:00,ka10080,ETF,251340,2025-09-12,1,900,Y,True,COMPLETE,,20250912153500.0,20250910130100.0
2026-09-13T20:38:46.293521+09:00,ka10080,ETF,251340,2025-09-12,2,900,Y,True,COMPLETE,,20250910130000.0,20250908104100.0
2026-09-13T20:38:46.606203+09:00,ka10080,ETF,251340,2025-09-12,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20250908104000.0,20250903144400.0
2026-09-13T20:38:47.132225+09:00,ka20005,INDEX,001,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:47.296889+09:00,ka20005,INDEX,101,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:47.640147+09:00,ka20005,INDEX,201,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:47.998862+09:00,ka10080,ETF,069500,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:48.378808+09:00,ka10080,ETF,102110,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:48.709228+09:00,ka10080,ETF,105190,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:49.068131+09:00,ka10080,ETF,114800,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:49.432369+09:00,ka10080,ETF,229200,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:49.748876+09:00,ka10080,ETF,232080,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:50.103774+09:00,ka10080,ETF,354500,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T20:38:50.466906+09:00,ka10080,ETF,251340,2023-09-14,1,1,N,False,COMPLETE,,,
2026-09-13T21:10:09.091512+09:00,ka20005,INDEX,001,2026-09-13,1,900,Y,True,COMPLETE,,20260911153300.0,20260909130700.0
2026-09-13T21:10:10.478387+09:00,ka20005,INDEX,001,2026-09-13,2,900,Y,True,COMPLETE,,20260909130600.0,20260907105100.0
2026-09-13T21:10:10.786803+09:00,ka20005,INDEX,001,2026-09-13,3,900,Y,True,COMPLETE,,20260907105000.0,20260902145700.0
2026-09-13T21:10:11.144334+09:00,ka20005,INDEX,001,2026-09-13,4,900,Y,True,COMPLETE,,20260902145600.0,20260831124100.0
2026-09-13T21:10:11.519281+09:00,ka20005,INDEX,001,2026-09-13,5,900,Y,True,COMPLETE,,20260831124000.0,20260827102500.0
2026-09-13T21:10:11.859800+09:00,ka20005,INDEX,001,2026-09-13,6,900,Y,True,COMPLETE,,20260827102400.0,20260824143100.0
2026-09-13T21:10:12.217348+09:00,ka20005,INDEX,001,2026-09-13,7,900,Y,True,COMPLETE,,20260824143000.0,20260820121500.0
2026-09-13T21:10:12.592586+09:00,ka20005,INDEX,001,2026-09-13,8,900,Y,True,COMPLETE,,20260820121400.0,20260818095900.0
2026-09-13T21:10:12.957455+09:00,ka20005,INDEX,001,2026-09-13,9,900,Y,True,COMPLETE,,20260818095800.0,20260812140500.0
2026-09-13T21:10:13.318998+09:00,ka20005,INDEX,001,2026-09-13,10,900,Y,True,COMPLETE,,20260812140400.0,20260810114900.0
2026-09-13T21:10:13.674029+09:00,ka20005,INDEX,001,2026-09-13,11,900,Y,True,COMPLETE,,20260810114800.0,20260806093300.0
2026-09-13T21:10:14.030915+09:00,ka20005,INDEX,001,2026-09-13,12,900,Y,True,COMPLETE,,20260806093200.0,20260803133900.0
2026-09-13T21:10:14.389694+09:00,ka20005,INDEX,001,2026-09-13,13,900,Y,True,COMPLETE,,20260803133800.0,20260730112300.0
2026-09-13T21:10:14.778058+09:00,ka20005,INDEX,001,2026-09-13,14,900,Y,True,COMPLETE,,20260730112200.0,20260727143100.0
2026-09-13T21:10:15.166932+09:00,ka20005,INDEX,001,2026-09-13,15,900,Y,True,COMPLETE,,20260727143000.0,20260723121500.0
2026-09-13T21:10:15.465804+09:00,ka20005,INDEX,001,2026-09-13,16,900,Y,True,COMPLETE,,20260723121400.0,20260721095900.0
2026-09-13T21:10:15.832095+09:00,ka20005,INDEX,001,2026-09-13,17,900,Y,True,COMPLETE,,20260721095800.0,20260715140500.0
2026-09-13T21:10:16.204131+09:00,ka20005,INDEX,001,2026-09-13,18,900,Y,True,COMPLETE,,20260715140400.0,20260713112000.0
2026-09-13T21:10:16.557563+09:00,ka20005,INDEX,001,2026-09-13,19,900,Y,True,COMPLETE,,20260713111900.0,20260709090400.0
2026-09-13T21:10:16.915927+09:00,ka20005,INDEX,001,2026-09-13,20,900,Y,True,COMPLETE,,20260709090300.0,20260706124100.0
2026-09-13T21:10:17.259874+09:00,ka20005,INDEX,001,2026-09-13,21,900,Y,True,COMPLETE,,20260706124000.0,20260702102500.0
2026-09-13T21:10:17.609228+09:00,ka20005,INDEX,001,2026-09-13,22,900,Y,True,COMPLETE,,20260702102400.0,20260629143100.0
2026-09-13T21:10:17.964304+09:00,ka20005,INDEX,001,2026-09-13,23,900,Y,True,COMPLETE,,20260629143000.0,20260625114600.0
2026-09-13T21:10:18.325885+09:00,ka20005,INDEX,001,2026-09-13,24,900,Y,True,COMPLETE,,20260625114500.0,20260623090100.0
2026-09-13T21:10:18.709641+09:00,ka20005,INDEX,001,2026-09-13,25,900,Y,True,COMPLETE,,20260623090000.0,20260618130700.0
2026-09-13T21:10:19.028648+09:00,ka20005,INDEX,001,2026-09-13,26,900,Y,True,COMPLETE,,20260618130600.0,20260616105100.0
2026-09-13T21:10:19.403501+09:00,ka20005,INDEX,001,2026-09-13,27,900,Y,True,COMPLETE,,20260616105000.0,20260611145700.0
2026-09-13T21:10:19.738745+09:00,ka20005,INDEX,001,2026-09-13,28,900,Y,True,COMPLETE,,20260611145600.0,20260609124100.0
2026-09-13T21:10:20.098060+09:00,ka20005,INDEX,001,2026-09-13,29,900,Y,True,COMPLETE,,20260609124000.0,20260605095600.0
2026-09-13T21:10:20.479551+09:00,ka20005,INDEX,001,2026-09-13,30,900,Y,True,COMPLETE,,20260605095500.0,20260601140200.0
2026-09-13T21:10:20.832820+09:00,ka20005,INDEX,001,2026-09-13,31,900,Y,True,COMPLETE,,20260601140100.0,20260528114600.0
2026-09-13T21:10:21.200489+09:00,ka20005,INDEX,001,2026-09-13,32,900,Y,True,COMPLETE,,20260528114500.0,20260526093000.0
2026-09-13T21:10:21.577468+09:00,ka20005,INDEX,001,2026-09-13,33,900,Y,True,COMPLETE,,20260526092900.0,20260520133600.0
2026-09-13T21:10:21.991073+09:00,ka20005,INDEX,001,2026-09-13,34,900,Y,True,COMPLETE,,20260520133500.0,20260518112000.0
2026-09-13T21:10:22.368598+09:00,ka20005,INDEX,001,2026-09-13,35,900,Y,True,COMPLETE,,20260518111900.0,20260514090400.0
2026-09-13T21:10:22.770421+09:00,ka20005,INDEX,001,2026-09-13,36,900,Y,True,COMPLETE,,20260514090300.0,20260511131000.0
2026-09-13T21:10:23.252488+09:00,ka20005,INDEX,001,2026-09-13,37,900,Y,True,COMPLETE,,20260511130900.0,20260507105400.0
2026-09-13T21:10:23.676805+09:00,ka20005,INDEX,001,2026-09-13,38,900,Y,True,COMPLETE,,20260507105300.0,20260430150000.0
2026-09-13T21:10:24.098844+09:00,ka20005,INDEX,001,2026-09-13,39,900,Y,True,COMPLETE,,20260430145900.0,20260428124400.0
2026-09-13T21:10:24.488953+09:00,ka20005,INDEX,001,2026-09-13,40,900,Y,True,COMPLETE,,20260428124300.0,20260424102800.0
2026-09-13T21:10:24.879064+09:00,ka20005,INDEX,001,2026-09-13,41,900,Y,True,COMPLETE,,20260424102700.0,20260421143400.0
2026-09-13T21:10:25.349246+09:00,ka20005,INDEX,001,2026-09-13,42,900,Y,True,COMPLETE,,20260421143300.0,20260417121800.0
2026-09-13T21:10:25.750132+09:00,ka20005,INDEX,001,2026-09-13,43,900,Y,True,COMPLETE,,20260417121700.0,20260415100200.0
2026-09-13T21:10:26.162102+09:00,ka20005,INDEX,001,2026-09-13,44,900,Y,True,COMPLETE,,20260415100100.0,20260410140800.0
2026-09-13T21:10:26.594358+09:00,ka20005,INDEX,001,2026-09-13,45,900,Y,True,COMPLETE,,20260410140700.0,20260408115200.0
2026-09-13T21:10:27.015125+09:00,ka20005,INDEX,001,2026-09-13,46,900,Y,True,COMPLETE,,20260408115100.0,20260406093600.0
2026-09-13T21:10:27.443694+09:00,ka20005,INDEX,001,2026-09-13,47,900,Y,True,COMPLETE,,20260406093500.0,20260401134200.0
2026-09-13T21:10:27.869813+09:00,ka20005,INDEX,001,2026-09-13,48,900,Y,True,COMPLETE,,20260401134100.0,20260330112600.0
2026-09-13T21:10:28.376916+09:00,ka20005,INDEX,001,2026-09-13,49,900,Y,True,COMPLETE,,20260330112500.0,20260326091000.0
2026-09-13T21:10:28.799571+09:00,ka20005,INDEX,001,2026-09-13,50,900,Y,True,COMPLETE,,20260326090900.0,20260323131600.0
2026-09-13T21:10:29.233479+09:00,ka20005,INDEX,001,2026-09-13,51,900,Y,True,COMPLETE,,20260323131500.0,20260319110000.0
2026-09-13T21:10:29.703943+09:00,ka20005,INDEX,001,2026-09-13,52,900,Y,True,COMPLETE,,20260319105900.0,20260316150600.0
2026-09-13T21:10:30.167751+09:00,ka20005,INDEX,001,2026-09-13,53,900,Y,True,COMPLETE,,20260316150500.0,20260312125000.0
2026-09-13T21:10:30.628798+09:00,ka20005,INDEX,001,2026-09-13,54,900,Y,True,COMPLETE,,20260312124900.0,20260310103400.0
2026-09-13T21:10:31.111229+09:00,ka20005,INDEX,001,2026-09-13,55,900,Y,True,COMPLETE,,20260310103300.0,20260305141100.0
2026-09-13T21:10:31.613346+09:00,ka20005,INDEX,001,2026-09-13,56,900,Y,True,COMPLETE,,20260305141000.0,20260303112600.0
2026-09-13T21:10:32.205658+09:00,ka20005,INDEX,001,2026-09-13,57,900,Y,True,COMPLETE,,20260303112500.0,20260226091000.0
2026-09-13T21:10:32.690634+09:00,ka20005,INDEX,001,2026-09-13,58,900,Y,True,COMPLETE,,20260226090900.0,20260223131600.0
2026-09-13T21:10:33.199280+09:00,ka20005,INDEX,001,2026-09-13,59,900,Y,True,COMPLETE,,20260223131500.0,20260219110000.0
2026-09-13T21:10:33.720057+09:00,ka20005,INDEX,001,2026-09-13,60,900,Y,True,COMPLETE,,20260219105900.0,20260211150600.0
2026-09-13T21:10:34.241550+09:00,ka20005,INDEX,001,2026-09-13,61,900,Y,True,COMPLETE,,20260211150500.0,20260209125000.0
2026-09-13T21:10:34.770488+09:00,ka20005,INDEX,001,2026-09-13,62,900,Y,True,COMPLETE,,20260209124900.0,20260205103400.0
2026-09-13T21:10:35.314943+09:00,ka20005,INDEX,001,2026-09-13,63,900,Y,True,COMPLETE,,20260205103300.0,20260202144000.0
2026-09-13T21:10:35.897979+09:00,ka20005,INDEX,001,2026-09-13,64,900,Y,True,COMPLETE,,20260202143900.0,20260129122400.0
2026-09-13T21:10:36.448707+09:00,ka20005,INDEX,001,2026-09-13,65,900,Y,True,COMPLETE,,20260129122300.0,20260127100800.0
2026-09-13T21:10:36.981287+09:00,ka20005,INDEX,001,2026-09-13,66,900,Y,True,COMPLETE,,20260127100700.0,20260122141400.0
2026-09-13T21:10:37.504454+09:00,ka20005,INDEX,001,2026-09-13,67,900,Y,True,COMPLETE,,20260122141300.0,20260120115800.0
2026-09-13T21:10:38.152748+09:00,ka20005,INDEX,001,2026-09-13,68,900,Y,True,COMPLETE,,20260120115700.0,20260116094200.0
2026-09-13T21:10:38.746312+09:00,ka20005,INDEX,001,2026-09-13,69,900,Y,True,COMPLETE,,20260116094100.0,20260113134800.0
2026-09-13T21:10:39.374147+09:00,ka20005,INDEX,001,2026-09-13,70,900,Y,True,COMPLETE,,20260113134700.0,20260109113200.0
2026-09-13T21:10:40.043440+09:00,ka20005,INDEX,001,2026-09-13,71,900,Y,True,COMPLETE,,20260109113100.0,20260107091600.0
2026-09-13T21:10:40.757073+09:00,ka20005,INDEX,001,2026-09-13,72,900,Y,True,COMPLETE,,20260107091500.0,20260102132200.0
2026-09-13T21:10:41.465222+09:00,ka20005,INDEX,001,2026-09-13,73,900,Y,True,COMPLETE,,20260102132100.0,20251229100600.0
2026-09-13T21:10:42.134013+09:00,ka20005,INDEX,001,2026-09-13,74,900,Y,True,COMPLETE,,20251229100500.0,20251223141200.0
2026-09-13T21:10:42.806193+09:00,ka20005,INDEX,001,2026-09-13,75,900,Y,True,COMPLETE,,20251223141100.0,20251219115600.0
2026-09-13T21:10:43.647864+09:00,ka20005,INDEX,001,2026-09-13,76,900,Y,True,COMPLETE,,20251219115500.0,20251217094000.0
2026-09-13T21:10:44.360347+09:00,ka20005,INDEX,001,2026-09-13,77,900,Y,True,COMPLETE,,20251217093900.0,20251212134600.0
2026-09-13T21:10:45.088092+09:00,ka20005,INDEX,001,2026-09-13,78,900,Y,True,COMPLETE,,20251212134500.0,20251210113000.0
2026-09-13T21:10:45.830769+09:00,ka20005,INDEX,001,2026-09-13,79,900,Y,True,COMPLETE,,20251210112900.0,20251208091400.0
2026-09-13T21:10:46.509382+09:00,ka20005,INDEX,001,2026-09-13,80,900,Y,True,COMPLETE,,20251208091300.0,20251203132000.0
2026-09-13T21:10:47.238862+09:00,ka20005,INDEX,001,2026-09-13,81,900,Y,True,COMPLETE,,20251203131900.0,20251201110400.0
