collected_at_kst,api_id,instrument_type,code,base_date,page,row_count,cont_yn,next_key_present,status,message,first_raw_time,last_raw_time
2026-09-13T20:38:08.995703+09:00,ka10080,ETF,232080,2026-09-11,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260907104800.0,20260902145500.0
2026-09-13T20:38:09.527554+09:00,ka10080,ETF,354500,2026-09-11,1,900,Y,True,COMPLETE,,20260911153000.0,20260908144300.0
2026-09-13T20:38:09.672602+09:00,ka10080,ETF,354500,2026-09-11,2,900,Y,True,COMPLETE,,20260908144100.0,20260903135600.0
2026-09-13T20:38:10.029408+09:00,ka10080,ETF,354500,2026-09-11,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260903135500.0,20260831144600.0
2026-09-13T20:38:10.566496+09:00,ka10080,ETF,251340,2026-09-11,1,900,Y,True,COMPLETE,,20260911153000.0,20260909130300.0
2026-09-13T20:38:10.721216+09:00,ka10080,ETF,251340,2026-09-11,2,900,Y,True,COMPLETE,,20260909130200.0,20260907103500.0
2026-09-13T20:38:11.097636+09:00,ka10080,ETF,251340,2026-09-11,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260907103400.0,20260902144000.0
2026-09-13T20:38:11.634636+09:00,ka20005,INDEX,001,2026-08-14,1,900,Y,True,COMPLETE,,20260814153000.0,20260812130600.0
2026-09-13T20:38:11.818590+09:00,ka20005,INDEX,001,2026-08-14,2,900,Y,True,COMPLETE,,20260812130500.0,20260810105000.0
2026-09-13T20:38:12.152025+09:00,ka20005,INDEX,001,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810104900.0,20260805145600.0
2026-09-13T20:38:12.699647+09:00,ka20005,INDEX,101,2026-08-14,1,900,Y,True,COMPLETE,,20260814153000.0,20260812130600.0
2026-09-13T20:38:12.840509+09:00,ka20005,INDEX,101,2026-08-14,2,900,Y,True,COMPLETE,,20260812130500.0,20260810105000.0
2026-09-13T20:38:13.195344+09:00,ka20005,INDEX,101,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810104900.0,20260805145600.0
2026-09-13T20:38:13.712713+09:00,ka20005,INDEX,201,2026-08-14,1,900,Y,True,COMPLETE,,20260814153000.0,20260812130600.0
2026-09-13T20:38:13.876530+09:00,ka20005,INDEX,201,2026-08-14,2,900,Y,True,COMPLETE,,20260812130500.0,20260810105000.0
2026-09-13T20:38:14.234557+09:00,ka20005,INDEX,201,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810104900.0,20260805145600.0
2026-09-13T20:38:14.829614+09:00,ka10080,ETF,069500,2026-08-14,1,900,Y,True,COMPLETE,,20260814153500.0,20260812130600.0
2026-09-13T20:38:14.940892+09:00,ka10080,ETF,069500,2026-08-14,2,900,Y,True,COMPLETE,,20260812130500.0,20260810105000.0
2026-09-13T20:38:15.307490+09:00,ka10080,ETF,069500,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810104900.0,20260805145600.0
2026-09-13T20:38:15.847655+09:00,ka10080,ETF,102110,2026-08-14,1,900,Y,True,COMPLETE,,20260814153500.0,20260812130600.0
2026-09-13T20:38:16.042942+09:00,ka10080,ETF,102110,2026-08-14,2,900,Y,True,COMPLETE,,20260812130500.0,20260810105000.0
2026-09-13T20:38:16.372930+09:00,ka10080,ETF,102110,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810104900.0,20260805145600.0
2026-09-13T20:38:16.888720+09:00,ka10080,ETF,105190,2026-08-14,1,900,Y,True,COMPLETE,,20260814153500.0,20260812125500.0
2026-09-13T20:38:17.045936+09:00,ka10080,ETF,105190,2026-08-14,2,900,Y,True,COMPLETE,,20260812125400.0,20260810101800.0
2026-09-13T20:38:17.399431+09:00,ka10080,ETF,105190,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810101700.0,20260805140400.0
2026-09-13T20:38:17.968290+09:00,ka10080,ETF,114800,2026-08-14,1,900,Y,True,COMPLETE,,20260814153500.0,20260812130600.0
2026-09-13T20:38:18.119102+09:00,ka10080,ETF,114800,2026-08-14,2,900,Y,True,COMPLETE,,20260812130500.0,20260810105000.0
2026-09-13T20:38:18.459123+09:00,ka10080,ETF,114800,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810104900.0,20260805145600.0
2026-09-13T20:38:18.989178+09:00,ka10080,ETF,229200,2026-08-14,1,900,Y,True,COMPLETE,,20260814153500.0,20260812130600.0
2026-09-13T20:38:19.156028+09:00,ka10080,ETF,229200,2026-08-14,2,900,Y,True,COMPLETE,,20260812130500.0,20260810105000.0
2026-09-13T20:38:19.535428+09:00,ka10080,ETF,229200,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810104900.0,20260805145600.0
2026-09-13T20:38:20.068360+09:00,ka10080,ETF,232080,2026-08-14,1,900,Y,True,COMPLETE,,20260814153500.0,20260812130600.0
2026-09-13T20:38:20.206145+09:00,ka10080,ETF,232080,2026-08-14,2,900,Y,True,COMPLETE,,20260812130500.0,20260810105000.0
2026-09-13T20:38:20.579457+09:00,ka10080,ETF,232080,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810104900.0,20260805145600.0
2026-09-13T20:38:21.129328+09:00,ka10080,ETF,354500,2026-08-14,1,900,Y,True,COMPLETE,,20260814153500.0,20260812114000.0
2026-09-13T20:38:21.293457+09:00,ka10080,ETF,354500,2026-08-14,2,900,Y,True,COMPLETE,,20260812113900.0,20260807150500.0
2026-09-13T20:38:21.662730+09:00,ka10080,ETF,354500,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260807150400.0,20260805110200.0
2026-09-13T20:38:22.183207+09:00,ka10080,ETF,251340,2026-08-14,1,900,Y,True,COMPLETE,,20260814153500.0,20260812130200.0
2026-09-13T20:38:22.339238+09:00,ka10080,ETF,251340,2026-08-14,2,900,Y,True,COMPLETE,,20260812130100.0,20260810104500.0
2026-09-13T20:38:22.677167+09:00,ka10080,ETF,251340,2026-08-14,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260810104400.0,20260805145100.0
2026-09-13T20:38:23.213776+09:00,ka20005,INDEX,001,2026-03-17,1,900,Y,True,COMPLETE,,20260317153000.0,20260313130600.0
2026-09-13T20:38:23.389125+09:00,ka20005,INDEX,001,2026-03-17,2,900,Y,True,COMPLETE,,20260313130500.0,20260311105000.0
2026-09-13T20:38:23.738579+09:00,ka20005,INDEX,001,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311104900.0,20260306142700.0
2026-09-13T20:38:24.305270+09:00,ka20005,INDEX,101,2026-03-17,1,900,Y,True,COMPLETE,,20260317153000.0,20260313130600.0
2026-09-13T20:38:24.440855+09:00,ka20005,INDEX,101,2026-03-17,2,900,Y,True,COMPLETE,,20260313130500.0,20260311105000.0
2026-09-13T20:38:24.833435+09:00,ka20005,INDEX,101,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311104900.0,20260306145600.0
2026-09-13T20:38:25.325909+09:00,ka20005,INDEX,201,2026-03-17,1,900,Y,True,COMPLETE,,20260317153000.0,20260313130600.0
2026-09-13T20:38:25.490802+09:00,ka20005,INDEX,201,2026-03-17,2,900,Y,True,COMPLETE,,20260313130500.0,20260311105000.0
2026-09-13T20:38:25.829921+09:00,ka20005,INDEX,201,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311104900.0,20260306142700.0
2026-09-13T20:38:26.358092+09:00,ka10080,ETF,069500,2026-03-17,1,900,Y,True,COMPLETE,,20260317153500.0,20260313130600.0
2026-09-13T20:38:26.541322+09:00,ka10080,ETF,069500,2026-03-17,2,900,Y,True,COMPLETE,,20260313130500.0,20260311105000.0
2026-09-13T20:38:26.903971+09:00,ka10080,ETF,069500,2026-03-17,3,900,Y,True,PARTIAL,PAGE_LIMIT_REACHED,20260311104900.0,20260306142300.0
