version,stock_code,stock_name,strategy,paper_trade_id,entry_mode,pre_entry_type,watch_episode_id,signal_time,signal_price,live_order_time,live_fill_time,live_fill_price,live_entry_delay_sec,live_vs_signal_pct,entry_time,exit_trigger_reason,exit_trigger_time,exit_trigger_price,strategy_entry_price,target_price,stop_price,sell_order_time,sell_fill_avg_price,trigger_to_fill_sec,trigger_to_fill_slippage_pct,live_exit_order_time,live_exit_fill_time,exit_time,qty,actual_invested_amount,entry_price,live_exit_fill_price,exit_price,live_gross_return_pct,return_rate_gross,live_realized_pnl,pnl_gross_won,result,paper_T200_S150_result,paper_T200_S150_return_pct,broker_avg_price,broker_held_qty,broker_sellable_qty,auto_managed_qty,external_qty,entry_order_no,exit_order_no,entry_seq,score
v1.6.7,001210,금호전기,T200_S150,20260831_001210_PRE_HISTORY_E001_090840402604,PRE_HISTORY,FIRST_75_PASS,20260831_001210_E001,2026-08-31 09:08:40.331,11900.0,2026-08-31 09:08:44.960,2026-08-31 09:08:46.687,11910.0,6.35607,0.08403361344537785,2026-08-31 09:08:46.687,TAKE_PROFIT,2026-08-31 09:08:55.526,12150.0,11910.0,12148.2,11731.35,2026-08-31 09:09:05.263,12180.0,125.653482,0.24691358024691024,2026-08-31 09:09:05.263,2026-08-31 09:11:01.180,2026-08-31 09:11:01.180,83,988530.0,11910.0,12180.0,12180.0,2.267,2.267,22410.0,22410.0,TAKE_PROFIT,TAKE_PROFIT,2.0408,11910.0,83,0,83,0,0115815,0117206,1,75
v1.6.7,090460,비에이치,T200_S150,20260901_090460_PRE_HISTORY_E003_092500135411,PRE_HISTORY,FIRST_75_PASS,20260901_090460_E003,2026-09-01 09:25:00.013,20450.0,2026-09-01 09:25:04.408,2026-09-01 09:25:06.161,20400.0,6.147441,-0.24449877750610804,2026-09-01 09:25:06.161,STOP_LOSS,2026-09-01 09:28:22.220,20050.0,20400.0,20808.0,20094.0,2026-09-01 09:28:34.736,20100.0,12.570134,0.24937655860348684,2026-09-01 09:28:34.736,2026-09-01 09:28:34.790,2026-09-01 09:28:34.790,48,979200.0,20400.0,20100.0,20100.0,-1.4706,-1.4706,-14400.0,-14400.0,STOP_LOSS,STOP_LOSS,-1.5654,20400.0,48,48,48,0,0158187,0167544,1,76
