datetime,version,event,side,stock_code,stock_name,order_no,original_order_no,fill_no,requested_qty,broker_filled_qty,delta_qty,unfilled_qty,fill_price,broker_status,paper_trade_id,entry_mode,pre_entry_type,watch_episode_id,exchange,order_type,reason,error,response,broker_held_qty,broker_sellable_qty,broker_avg_price,auto_managed_qty,external_qty,pending_auto_buy_qty,pending_auto_sell_qty,signal_time,signal_price,reference_price,live_order_time,entry_seq,buy_signal_time,buy_precheck_start_time,buy_precheck_end_time,buy_precheck_sec,buy_order_time,buy_fill_time,signal_to_order_sec,signal_to_fill_sec,signal_to_fill_slippage_pct,reference_to_fill_slippage_pct,filled_qty,filled_amount,avg_fill_price,broker_precheck_start_time,broker_precheck_end_time,broker_precheck_sec,sell_order_time,sell_fill_time,trigger_to_order_sec,order_to_fill_sec,trigger_to_fill_sec,external_auto_exit_qty,external_exit_price,external_order_no,external_fill_time
2026-09-03 09:14:01.416,v1.6.9,ORDER_ACCEPTED,BUY,067290,JW신약,0117323,,,881,,,,,,,,,,SOR,3,,,"{'ord_no': '0117323', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-03 09:14:01.438,v1.6.9,LIVE_ENTRY_LINK,BUY,067290,JW신약,0117323,,,881,,,,,,20260903_067290_PRE_HISTORY_E001_091355513144,PRE_HISTORY,FIRST_75_PASS,20260903_067290_E001,,,,,,,,,,,,,2026-09-03 09:13:55.415,3365.0,3370.0,2026-09-03 09:13:59.761,1,2026-09-03 09:13:55.415,2026-09-03 09:13:55.518,2026-09-03 09:13:59.738,4.219467,2026-09-03 09:13:59.761,,4.34591,,,,,,,,,,,,,,,,,,
2026-09-03 09:14:01.449,v1.6.9,FILL,BUY,067290,JW신약,0117323,,44075,881,695,695,186,3365.0,체결,20260903_067290_PRE_HISTORY_E001_091355513144,PRE_HISTORY,FIRST_75_PASS,20260903_067290_E001,,,,,,,,,,,,,,,3370.0,,1,2026-09-03 09:13:55.415,2026-09-03 09:13:55.518,2026-09-03 09:13:59.738,4.219467,2026-09-03 09:13:59.761,,4.34591,,,,,,,,,,,,,,,,,,
2026-09-03 09:14:01.478,v1.6.9,BUY_FILL_QUALITY_PARTIAL,BUY,067290,JW신약,0117323,,44075,881,695,,186,,,20260903_067290_PRE_HISTORY_E001_091355513144,PRE_HISTORY,FIRST_75_PASS,20260903_067290_E001,,,,,,,,,,,,,,3365.0,3370.0,,1,2026-09-03 09:13:55.415337,2026-09-03 09:13:55.518615,2026-09-03 09:13:59.738082,4.219467,2026-09-03 09:13:59.761247,2026-09-03 09:14:01.452174,4.34591,6.036837,0.0,-0.14836795252225476,695,2338675.0,3365.0,,,,,,,1.690927,,,,,
2026-09-03 09:14:01.488,v1.6.9,FILL,BUY,067290,JW신약,0117323,,44076,881,881,186,0,3366.0,체결,20260903_067290_PRE_HISTORY_E001_091355513144,PRE_HISTORY,FIRST_75_PASS,20260903_067290_E001,,,,,,,,,,,,,,,3370.0,,1,2026-09-03 09:13:55.415,2026-09-03 09:13:55.518,2026-09-03 09:13:59.738,4.219467,2026-09-03 09:13:59.761,,4.34591,,,,,,,,,,,,,,,,,,
2026-09-03 09:14:01.510,v1.6.9,BUY_FILL_QUALITY_FINAL,BUY,067290,JW신약,0117323,,44076,881,881,,0,,,20260903_067290_PRE_HISTORY_E001_091355513144,PRE_HISTORY,FIRST_75_PASS,20260903_067290_E001,,,,,,,,,,,,,,3365.0,3370.0,,1,2026-09-03 09:13:55.415337,2026-09-03 09:13:55.518615,2026-09-03 09:13:59.738082,4.219467,2026-09-03 09:13:59.761247,2026-09-03 09:14:01.489829,4.34591,6.074492,0.006274107668402529,-0.14210315361893322,881,2964751.0,3365.211123723042,,,,,,,1.728582,,,,,
2026-09-03 09:15:55.715,v1.6.9,ORDER_ACCEPTED,SELL,067290,JW신약,0122435,,,881,,,,,,,,,,SOR,3,,,"{'ord_no': '0122435', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-03 09:15:55.823,v1.6.9,FILL,SELL,067290,JW신약,0122435,,56363,881,541,541,340,3425.0,체결,20260903_067290_PRE_HISTORY_E001_091355513144,PRE_HISTORY,FIRST_75_PASS,20260903_067290_E001,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2026-09-03 09:15:46.222,2026-09-03 09:15:53.651,7.429391,2026-09-03 09:15:55.717,,9.528679,,,,,,
2026-09-03 09:15:55.906,v1.6.9,FILL,SELL,067290,JW신약,0122435,,56364,881,881,340,0,3423.0,체결,20260903_067290_PRE_HISTORY_E001_091355513144,PRE_HISTORY,FIRST_75_PASS,20260903_067290_E001,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2026-09-03 09:15:46.222,2026-09-03 09:15:53.651,7.429391,2026-09-03 09:15:55.717,,9.528679,,,,,,
2026-09-03 09:23:21.602,v1.6.9,ORDER_ACCEPTED,BUY,004310,현대약품,0144909,,,338,,,,,,,,,,SOR,3,,,"{'ord_no': '0144909', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-03 09:23:21.623,v1.6.9,LIVE_ENTRY_LINK,BUY,004310,현대약품,0144909,,,338,,,,,,20260903_004310_PRE_HISTORY_E003_092316612760,PRE_HISTORY,FIRST_75_PASS,20260903_004310_E003,,,,,,,,,,,,,2026-09-03 09:23:16.570,8760.0,8780.0,2026-09-03 09:23:20.300,2,2026-09-03 09:23:16.570,2026-09-03 09:23:16.613,2026-09-03 09:23:20.296,3.682465,2026-09-03 09:23:20.300,,3.730339,,,,,,,,,,,,,,,,,,
2026-09-03 09:23:21.653,v1.6.9,FILL,BUY,004310,현대약품,0144909,,95768,338,338,338,0,8790.0,체결,20260903_004310_PRE_HISTORY_E003_092316612760,PRE_HISTORY,FIRST_75_PASS,20260903_004310_E003,,,,,,,,,,,,,,,8780.0,,2,2026-09-03 09:23:16.570,2026-09-03 09:23:16.613,2026-09-03 09:23:20.296,3.682465,2026-09-03 09:23:20.300,,3.730339,,,,,,,,,,,,,,,,,,
2026-09-03 09:23:21.672,v1.6.9,BUY_FILL_QUALITY_FINAL,BUY,004310,현대약품,0144909,,95768,338,338,,0,,,20260903_004310_PRE_HISTORY_E003_092316612760,PRE_HISTORY,FIRST_75_PASS,20260903_004310_E003,,,,,,,,,,,,,,8760.0,8780.0,,2,2026-09-03 09:23:16.570396,2026-09-03 09:23:16.613760,2026-09-03 09:23:20.296225,3.682465,2026-09-03 09:23:20.300735,2026-09-03 09:23:21.654624,3.730339,5.084228,0.3424657534246478,0.1138952164009055,338,2971020.0,8790.0,,,,,,,1.353889,,,,,
2026-09-03 09:23:40.264,v1.6.9,ORDER_ACCEPTED,SELL,004310,현대약품,0145875,,,338,,,,,,,,,,SOR,3,,,"{'ord_no': '0145875', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-03 09:23:40.346,v1.6.9,FILL,SELL,004310,현대약품,0145875,,97373,338,14,14,324,8685.0,체결,20260903_004310_PRE_HISTORY_E003_092316612760,PRE_HISTORY,FIRST_75_PASS,20260903_004310_E003,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2026-09-03 09:23:35.916,2026-09-03 09:23:39.314,3.398485,2026-09-03 09:23:40.265,,4.434494,,,,,,
2026-09-03 09:23:40.353,v1.6.9,FILL,SELL,004310,현대약품,0145875,,97376,338,338,324,0,8680.0,체결,20260903_004310_PRE_HISTORY_E003_092316612760,PRE_HISTORY,FIRST_75_PASS,20260903_004310_E003,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2026-09-03 09:23:35.916,2026-09-03 09:23:39.314,3.398485,2026-09-03 09:23:40.265,,4.434494,,,,,,
2026-09-03 09:30:48.792,v1.6.9,ORDER_ACCEPTED,BUY,105560,KB금융,0165978,,,16,,,,,,,,,,SOR,3,,,"{'ord_no': '0165978', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-03 09:30:48.805,v1.6.9,LIVE_ENTRY_LINK,BUY,105560,KB금융,0165978,,,16,,,,,,20260903_105560_PRE_HISTORY_E001_093042474668,PRE_HISTORY,FIRST_75_PASS,20260903_105560_E001,,,,,,,,,,,,,2026-09-03 09:30:42.422,178700.0,178600.0,2026-09-03 09:30:47.351,3,2026-09-03 09:30:42.422,2026-09-03 09:30:42.475,2026-09-03 09:30:47.321,4.846191,2026-09-03 09:30:47.351,,4.929192,,,,,,,,,,,,,,,,,,
2026-09-03 09:30:48.845,v1.6.9,FILL,BUY,105560,KB금융,0165978,,5542,16,16,16,0,178700.0,체결,20260903_105560_PRE_HISTORY_E001_093042474668,PRE_HISTORY,FIRST_75_PASS,20260903_105560_E001,,,,,,,,,,,,,,,178600.0,,3,2026-09-03 09:30:42.422,2026-09-03 09:30:42.475,2026-09-03 09:30:47.321,4.846191,2026-09-03 09:30:47.351,,4.929192,,,,,,,,,,,,,,,,,,
2026-09-03 09:30:48.867,v1.6.9,BUY_FILL_QUALITY_FINAL,BUY,105560,KB금융,0165978,,5542,16,16,,0,,,20260903_105560_PRE_HISTORY_E001_093042474668,PRE_HISTORY,FIRST_75_PASS,20260903_105560_E001,,,,,,,,,,,,,,178700.0,178600.0,,3,2026-09-03 09:30:42.422060,2026-09-03 09:30:42.475680,2026-09-03 09:30:47.321871,4.846191,2026-09-03 09:30:47.351252,2026-09-03 09:30:48.846770,4.929192,6.42471,0.0,0.05599104143336753,16,2859200.0,178700.0,,,,,,,1.495518,,,,,
2026-09-03 14:19:48.063,v1.6.9,ORDER_ACCEPTED,SELL,105560,KB금융,0506451,,,16,,,,,,,,,,SOR,3,,,"{'ord_no': '0506451', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-03 14:19:48.149,v1.6.9,FILL,SELL,105560,KB금융,0506451,,17774,16,16,16,0,175900.0,체결,20260903_105560_PRE_HISTORY_E001_093042474668,PRE_HISTORY,FIRST_75_PASS,20260903_105560_E001,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2026-09-03 14:19:33.687,2026-09-03 14:19:45.796,12.108239,2026-09-03 14:19:48.064,,14.423182,,,,,,
