market,instrument_type,code,name,datetime_kst,trade_date,open,high,low,close,volume,cumulative_volume,source_api,adjusted_flag,collection_status
KOSPI,INDEX,001,KOSPI,2025-09-03T15:15:00+09:00,2025-09-03,318042.0,318121.0,318000.0,318121.0,580,308038,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-03T15:16:00+09:00,2025-09-03,318041.0,318109.0,317958.0,318109.0,633,308671,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-03T15:17:00+09:00,2025-09-03,317991.0,318126.0,317991.0,318072.0,855,309526,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-03T15:18:00+09:00,2025-09-03,318070.0,318122.0,318010.0,318122.0,734,310260,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-03T15:19:00+09:00,2025-09-03,318119.0,318165.0,318047.0,318056.0,980,311240,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-03T15:20:00+09:00,2025-09-03,318137.0,318137.0,318137.0,318137.0,127,311367,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-03T15:30:00+09:00,2025-09-03,318137.0,318442.0,318137.0,318442.0,24449,335816,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:00:00+09:00,2025-09-04,318884.0,319034.0,318884.0,318966.0,12198,12198,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:01:00+09:00,2025-09-04,318851.0,319175.0,318764.0,319175.0,2684,14882,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:02:00+09:00,2025-09-04,319203.0,319379.0,319203.0,319338.0,2567,17449,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:03:00+09:00,2025-09-04,319457.0,319544.0,319351.0,319474.0,2019,19468,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:04:00+09:00,2025-09-04,319453.0,319469.0,319400.0,319409.0,1794,21262,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:05:00+09:00,2025-09-04,319708.0,319781.0,319692.0,319743.0,1816,23078,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:06:00+09:00,2025-09-04,319823.0,320012.0,319823.0,319908.0,1719,24797,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:07:00+09:00,2025-09-04,319915.0,319915.0,319746.0,319798.0,1694,26491,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:08:00+09:00,2025-09-04,319790.0,319807.0,319700.0,319770.0,1181,27672,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:09:00+09:00,2025-09-04,319779.0,319826.0,319779.0,319787.0,1593,29265,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:10:00+09:00,2025-09-04,319749.0,319799.0,319691.0,319691.0,1539,30804,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:11:00+09:00,2025-09-04,319700.0,319848.0,319700.0,319848.0,1371,32175,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:12:00+09:00,2025-09-04,319880.0,319880.0,319731.0,319765.0,1147,33322,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:13:00+09:00,2025-09-04,319868.0,319904.0,319796.0,319796.0,1030,34352,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:14:00+09:00,2025-09-04,319920.0,319920.0,319741.0,319874.0,1273,35625,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:15:00+09:00,2025-09-04,319839.0,319991.0,319839.0,319854.0,1078,36703,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:16:00+09:00,2025-09-04,319816.0,319915.0,319816.0,319884.0,952,37655,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:17:00+09:00,2025-09-04,319893.0,319954.0,319796.0,319916.0,1169,38824,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:18:00+09:00,2025-09-04,319902.0,320028.0,319902.0,319965.0,1024,39848,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:19:00+09:00,2025-09-04,319985.0,319985.0,319864.0,319864.0,1067,40915,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:20:00+09:00,2025-09-04,319867.0,320069.0,319867.0,320069.0,925,41840,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:21:00+09:00,2025-09-04,319991.0,320139.0,319954.0,320065.0,915,42755,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:22:00+09:00,2025-09-04,320074.0,320074.0,319919.0,319919.0,780,43535,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:23:00+09:00,2025-09-04,319842.0,319842.0,319706.0,319735.0,961,44496,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:24:00+09:00,2025-09-04,319546.0,319610.0,319426.0,319603.0,1400,45896,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:25:00+09:00,2025-09-04,319570.0,319636.0,319520.0,319636.0,847,46743,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:26:00+09:00,2025-09-04,319619.0,319672.0,319564.0,319672.0,851,47594,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:27:00+09:00,2025-09-04,319689.0,319763.0,319645.0,319763.0,962,48556,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:28:00+09:00,2025-09-04,319728.0,319749.0,319690.0,319690.0,845,49401,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:29:00+09:00,2025-09-04,319654.0,319664.0,319588.0,319662.0,1143,50544,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-04T09:30:00+09:00,2025-09-04,319627.0,319915.0,319627.0,319870.0,6336,56880,ka20005,N/A,PARTIAL
