market,instrument_type,code,name,datetime_kst,trade_date,open,high,low,close,volume,cumulative_volume,source_api,adjusted_flag,collection_status
KOSPI,INDEX,001,KOSPI,2025-09-09T10:56:00+09:00,2025-09-09,323799.0,323930.0,323799.0,323912.0,776,175344,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T10:57:00+09:00,2025-09-09,323919.0,323960.0,323855.0,323960.0,909,176253,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T10:58:00+09:00,2025-09-09,324005.0,324005.0,323905.0,323905.0,952,177205,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T10:59:00+09:00,2025-09-09,323966.0,324011.0,323903.0,324011.0,712,177917,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:00:00+09:00,2025-09-09,323914.0,323996.0,323908.0,323928.0,4802,182719,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:01:00+09:00,2025-09-09,323951.0,324052.0,323926.0,323999.0,772,183491,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:02:00+09:00,2025-09-09,324043.0,324097.0,323994.0,324097.0,825,184316,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:03:00+09:00,2025-09-09,324121.0,324121.0,324050.0,324076.0,957,185273,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:04:00+09:00,2025-09-09,324129.0,324220.0,324029.0,324220.0,1620,186893,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:05:00+09:00,2025-09-09,324192.0,324283.0,324192.0,324272.0,826,187719,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:06:00+09:00,2025-09-09,324327.0,324525.0,324327.0,324525.0,1057,188776,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:07:00+09:00,2025-09-09,324578.0,324578.0,324455.0,324455.0,769,189545,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:08:00+09:00,2025-09-09,324479.0,324538.0,324390.0,324428.0,646,190191,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:09:00+09:00,2025-09-09,324541.0,324545.0,324412.0,324545.0,997,191188,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:10:00+09:00,2025-09-09,324441.0,324522.0,324435.0,324504.0,583,191771,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:11:00+09:00,2025-09-09,324498.0,324508.0,324455.0,324455.0,698,192469,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:12:00+09:00,2025-09-09,324462.0,324530.0,324372.0,324530.0,1103,193572,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:13:00+09:00,2025-09-09,324480.0,324492.0,324434.0,324434.0,683,194255,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:14:00+09:00,2025-09-09,324486.0,324496.0,324347.0,324347.0,682,194937,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:15:00+09:00,2025-09-09,324429.0,324474.0,324402.0,324474.0,657,195594,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:16:00+09:00,2025-09-09,324491.0,324510.0,324351.0,324397.0,679,196273,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:17:00+09:00,2025-09-09,324452.0,324458.0,324391.0,324458.0,681,196954,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:18:00+09:00,2025-09-09,324517.0,324592.0,324500.0,324589.0,777,197731,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:19:00+09:00,2025-09-09,324623.0,324766.0,324623.0,324666.0,691,198422,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:20:00+09:00,2025-09-09,324670.0,324755.0,324619.0,324677.0,568,198990,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:21:00+09:00,2025-09-09,324604.0,324690.0,324590.0,324590.0,676,199666,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:22:00+09:00,2025-09-09,324594.0,324698.0,324594.0,324688.0,609,200275,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:23:00+09:00,2025-09-09,324638.0,324664.0,324567.0,324664.0,554,200829,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:24:00+09:00,2025-09-09,324601.0,324616.0,324570.0,324575.0,413,201242,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:25:00+09:00,2025-09-09,324590.0,324628.0,324535.0,324535.0,534,201776,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:26:00+09:00,2025-09-09,324633.0,324659.0,324572.0,324659.0,711,202487,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:27:00+09:00,2025-09-09,324657.0,324838.0,324657.0,324784.0,762,203249,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:28:00+09:00,2025-09-09,324820.0,324867.0,324784.0,324867.0,564,203813,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:29:00+09:00,2025-09-09,324898.0,324898.0,324755.0,324887.0,462,204275,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:30:00+09:00,2025-09-09,324787.0,324900.0,324787.0,324900.0,3817,208092,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:31:00+09:00,2025-09-09,324743.0,324904.0,324743.0,324870.0,535,208627,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:32:00+09:00,2025-09-09,324959.0,324959.0,324793.0,324862.0,440,209067,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:33:00+09:00,2025-09-09,324903.0,324920.0,324828.0,324886.0,353,209420,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:34:00+09:00,2025-09-09,324850.0,324914.0,324807.0,324848.0,362,209782,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:35:00+09:00,2025-09-09,324821.0,324972.0,324786.0,324972.0,420,210202,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:36:00+09:00,2025-09-09,324864.0,324914.0,324863.0,324914.0,448,210650,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:37:00+09:00,2025-09-09,324979.0,324979.0,324846.0,324919.0,437,211087,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:38:00+09:00,2025-09-09,324910.0,324917.0,324867.0,324867.0,469,211556,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:39:00+09:00,2025-09-09,324940.0,324940.0,324783.0,324838.0,631,212187,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:40:00+09:00,2025-09-09,324850.0,324965.0,324820.0,324954.0,581,212768,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:41:00+09:00,2025-09-09,324949.0,325004.0,324904.0,324969.0,861,213629,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:42:00+09:00,2025-09-09,324978.0,324978.0,324888.0,324888.0,392,214021,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:43:00+09:00,2025-09-09,324815.0,324969.0,324815.0,324876.0,397,214418,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:44:00+09:00,2025-09-09,324842.0,324940.0,324842.0,324875.0,358,214776,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:45:00+09:00,2025-09-09,324810.0,324850.0,324747.0,324850.0,581,215357,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:46:00+09:00,2025-09-09,324719.0,324797.0,324719.0,324782.0,679,216036,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:47:00+09:00,2025-09-09,324887.0,324940.0,324887.0,324919.0,507,216543,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:48:00+09:00,2025-09-09,324949.0,325075.0,324916.0,325075.0,522,217065,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:49:00+09:00,2025-09-09,325122.0,325122.0,325014.0,325080.0,682,217747,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:50:00+09:00,2025-09-09,325075.0,325104.0,325063.0,325063.0,504,218251,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:51:00+09:00,2025-09-09,325182.0,325272.0,325181.0,325181.0,553,218804,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:52:00+09:00,2025-09-09,325205.0,325226.0,325156.0,325171.0,445,219249,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:53:00+09:00,2025-09-09,325219.0,325292.0,325169.0,325169.0,562,219811,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:54:00+09:00,2025-09-09,325203.0,325259.0,325168.0,325259.0,627,220438,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:55:00+09:00,2025-09-09,325201.0,325418.0,325201.0,325418.0,787,221225,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:56:00+09:00,2025-09-09,325311.0,325473.0,325302.0,325467.0,899,222124,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:57:00+09:00,2025-09-09,325486.0,325616.0,325478.0,325572.0,1375,223499,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:58:00+09:00,2025-09-09,325640.0,325640.0,325509.0,325509.0,897,224396,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T11:59:00+09:00,2025-09-09,325481.0,325512.0,325435.0,325504.0,858,225254,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:00:00+09:00,2025-09-09,325476.0,325476.0,325291.0,325311.0,2743,227997,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:01:00+09:00,2025-09-09,325331.0,325331.0,325263.0,325279.0,802,228799,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:02:00+09:00,2025-09-09,325247.0,325320.0,325247.0,325320.0,642,229441,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:03:00+09:00,2025-09-09,325351.0,325355.0,325245.0,325285.0,667,230108,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:04:00+09:00,2025-09-09,325315.0,325349.0,325314.0,325315.0,613,230721,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:05:00+09:00,2025-09-09,325327.0,325398.0,325306.0,325369.0,533,231254,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:06:00+09:00,2025-09-09,325336.0,325400.0,325265.0,325265.0,609,231863,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:07:00+09:00,2025-09-09,325262.0,325378.0,325248.0,325367.0,576,232439,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:08:00+09:00,2025-09-09,325391.0,325391.0,325251.0,325349.0,571,233010,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:09:00+09:00,2025-09-09,325288.0,325345.0,325283.0,325299.0,458,233468,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:10:00+09:00,2025-09-09,325285.0,325292.0,325206.0,325206.0,505,233973,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:11:00+09:00,2025-09-09,325252.0,325296.0,325189.0,325296.0,432,234405,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:12:00+09:00,2025-09-09,325363.0,325443.0,325363.0,325443.0,573,234978,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:13:00+09:00,2025-09-09,325428.0,325454.0,325389.0,325439.0,439,235417,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:14:00+09:00,2025-09-09,325469.0,325469.0,325356.0,325447.0,512,235929,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:15:00+09:00,2025-09-09,325448.0,325511.0,325373.0,325373.0,654,236583,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:16:00+09:00,2025-09-09,325469.0,325476.0,325431.0,325448.0,487,237070,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:17:00+09:00,2025-09-09,325420.0,325552.0,325399.0,325535.0,528,237598,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:18:00+09:00,2025-09-09,325496.0,325526.0,325426.0,325426.0,569,238167,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:19:00+09:00,2025-09-09,325485.0,325510.0,325405.0,325448.0,444,238611,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:20:00+09:00,2025-09-09,325485.0,325485.0,325370.0,325447.0,420,239031,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:21:00+09:00,2025-09-09,325441.0,325449.0,325378.0,325387.0,389,239420,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:22:00+09:00,2025-09-09,325399.0,325423.0,325362.0,325392.0,365,239785,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:23:00+09:00,2025-09-09,325352.0,325352.0,325297.0,325297.0,350,240135,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:24:00+09:00,2025-09-09,325315.0,325355.0,325291.0,325291.0,467,240602,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:25:00+09:00,2025-09-09,325319.0,325374.0,325283.0,325341.0,385,240987,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:26:00+09:00,2025-09-09,325346.0,325395.0,325305.0,325305.0,369,241356,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:27:00+09:00,2025-09-09,325399.0,325399.0,325260.0,325329.0,493,241849,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:28:00+09:00,2025-09-09,325283.0,325371.0,325225.0,325306.0,391,242240,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:29:00+09:00,2025-09-09,325216.0,325335.0,325216.0,325315.0,471,242711,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:30:00+09:00,2025-09-09,325270.0,325331.0,325228.0,325296.0,2014,244725,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:31:00+09:00,2025-09-09,325319.0,325426.0,325278.0,325388.0,452,245177,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:32:00+09:00,2025-09-09,325385.0,325649.0,325385.0,325649.0,637,245814,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:33:00+09:00,2025-09-09,325612.0,325681.0,325581.0,325637.0,518,246332,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:34:00+09:00,2025-09-09,325555.0,325585.0,325512.0,325553.0,371,246703,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:35:00+09:00,2025-09-09,325580.0,325584.0,325528.0,325528.0,413,247116,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:36:00+09:00,2025-09-09,325540.0,325575.0,325505.0,325505.0,382,247498,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:37:00+09:00,2025-09-09,325558.0,325558.0,325460.0,325460.0,384,247882,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:38:00+09:00,2025-09-09,325531.0,325709.0,325531.0,325644.0,1020,248902,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:39:00+09:00,2025-09-09,325650.0,325716.0,325571.0,325657.0,379,249281,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:40:00+09:00,2025-09-09,325735.0,325752.0,325708.0,325729.0,740,250021,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:41:00+09:00,2025-09-09,325690.0,325709.0,325672.0,325693.0,563,250584,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:42:00+09:00,2025-09-09,325676.0,325773.0,325676.0,325773.0,616,251200,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:43:00+09:00,2025-09-09,325640.0,325702.0,325640.0,325679.0,465,251665,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:44:00+09:00,2025-09-09,325645.0,325684.0,325617.0,325650.0,460,252125,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:45:00+09:00,2025-09-09,325772.0,325772.0,325595.0,325595.0,485,252610,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:46:00+09:00,2025-09-09,325619.0,325666.0,325619.0,325642.0,602,253212,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:47:00+09:00,2025-09-09,325662.0,325724.0,325662.0,325700.0,522,253734,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:48:00+09:00,2025-09-09,325661.0,325721.0,325636.0,325721.0,593,254327,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:49:00+09:00,2025-09-09,325620.0,325625.0,325584.0,325625.0,947,255274,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:50:00+09:00,2025-09-09,325604.0,325627.0,325465.0,325627.0,763,256037,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:51:00+09:00,2025-09-09,325589.0,325621.0,325484.0,325484.0,614,256651,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:52:00+09:00,2025-09-09,325601.0,325601.0,325447.0,325516.0,520,257171,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:53:00+09:00,2025-09-09,325561.0,325561.0,325466.0,325478.0,470,257641,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:54:00+09:00,2025-09-09,325503.0,325524.0,325442.0,325454.0,498,258139,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:55:00+09:00,2025-09-09,325535.0,325560.0,325479.0,325560.0,548,258687,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:56:00+09:00,2025-09-09,325570.0,325570.0,325427.0,325462.0,421,259108,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:57:00+09:00,2025-09-09,325488.0,325514.0,325467.0,325467.0,754,259862,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:58:00+09:00,2025-09-09,325470.0,325528.0,325470.0,325485.0,1042,260904,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T12:59:00+09:00,2025-09-09,325459.0,325623.0,325459.0,325563.0,567,261471,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:00:00+09:00,2025-09-09,325589.0,325685.0,325558.0,325677.0,2725,264196,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:01:00+09:00,2025-09-09,325608.0,325639.0,325550.0,325635.0,2214,266410,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:02:00+09:00,2025-09-09,325614.0,325641.0,325598.0,325605.0,1162,267572,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:03:00+09:00,2025-09-09,325633.0,325665.0,325548.0,325643.0,962,268534,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:04:00+09:00,2025-09-09,325664.0,325689.0,325591.0,325595.0,1005,269539,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:05:00+09:00,2025-09-09,325610.0,325673.0,325610.0,325630.0,790,270329,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:06:00+09:00,2025-09-09,325683.0,325699.0,325584.0,325610.0,859,271188,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:07:00+09:00,2025-09-09,325585.0,325693.0,325558.0,325595.0,720,271908,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:08:00+09:00,2025-09-09,325634.0,325655.0,325552.0,325569.0,927,272835,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:09:00+09:00,2025-09-09,325534.0,325662.0,325534.0,325578.0,990,273825,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:10:00+09:00,2025-09-09,325608.0,325608.0,325510.0,325591.0,849,274674,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:11:00+09:00,2025-09-09,325539.0,325596.0,325461.0,325596.0,785,275459,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:12:00+09:00,2025-09-09,325527.0,325665.0,325527.0,325639.0,1041,276500,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:13:00+09:00,2025-09-09,325642.0,325642.0,325456.0,325519.0,1848,278348,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:14:00+09:00,2025-09-09,325431.0,325614.0,325431.0,325605.0,1151,279499,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:15:00+09:00,2025-09-09,325586.0,325586.0,325471.0,325471.0,1153,280652,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:16:00+09:00,2025-09-09,325539.0,325539.0,325423.0,325423.0,1624,282276,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:17:00+09:00,2025-09-09,325412.0,325412.0,325257.0,325257.0,1213,283489,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:18:00+09:00,2025-09-09,325237.0,325305.0,325220.0,325220.0,1197,284686,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:19:00+09:00,2025-09-09,325318.0,325355.0,325224.0,325260.0,1642,286328,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:20:00+09:00,2025-09-09,325269.0,325424.0,325268.0,325424.0,1564,287892,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:21:00+09:00,2025-09-09,325385.0,325386.0,325282.0,325360.0,1310,289202,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:22:00+09:00,2025-09-09,325390.0,325403.0,325358.0,325403.0,1448,290650,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:23:00+09:00,2025-09-09,325381.0,325441.0,325278.0,325343.0,1540,292190,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:24:00+09:00,2025-09-09,325361.0,325417.0,325314.0,325322.0,1667,293857,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:25:00+09:00,2025-09-09,325456.0,325456.0,325303.0,325443.0,1583,295440,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:26:00+09:00,2025-09-09,325333.0,325463.0,325329.0,325463.0,1892,297332,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:27:00+09:00,2025-09-09,325457.0,325457.0,325319.0,325422.0,1509,298841,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:28:00+09:00,2025-09-09,325338.0,325394.0,325304.0,325338.0,1145,299986,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:29:00+09:00,2025-09-09,325346.0,325438.0,325273.0,325273.0,1436,301422,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:30:00+09:00,2025-09-09,325323.0,325380.0,325283.0,325380.0,3492,304914,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:31:00+09:00,2025-09-09,325372.0,325372.0,325254.0,325324.0,1660,306574,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:32:00+09:00,2025-09-09,325315.0,325378.0,325271.0,325302.0,1725,308299,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:33:00+09:00,2025-09-09,325343.0,325355.0,325266.0,325355.0,1341,309640,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:34:00+09:00,2025-09-09,325346.0,325370.0,325310.0,325324.0,1094,310734,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:35:00+09:00,2025-09-09,325299.0,325299.0,325244.0,325295.0,1150,311884,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:36:00+09:00,2025-09-09,325317.0,325583.0,325270.0,325583.0,1326,313210,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:37:00+09:00,2025-09-09,325520.0,325520.0,325403.0,325403.0,1177,314387,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:38:00+09:00,2025-09-09,325381.0,325449.0,325381.0,325427.0,913,315300,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:39:00+09:00,2025-09-09,325481.0,325481.0,325417.0,325452.0,724,316024,ka20005,N/A,PARTIAL
KOSPI,INDEX,001,KOSPI,2025-09-09T13:40:00+09:00,2025-09-09,325406.0,325472.0,325384.0,325392.0,844,316868,ka20005,N/A,PARTIAL
