datetime,version,trade_id,stock_code,stock_name,entry_mode,rule_version,score,high_gap,price_change_15s,price_change_30s,price_change_60s,price_change_120s,price_change_300s,value_growth
2026-09-07 09:00:40.703,v1.7.0,20260907_000660_NEW_WATCH_RECLAIM_SHADOW_E001_090040681697,000660,SK하이닉스,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,74.0,0.40114613180515757,False,True,,,,True
2026-09-07 09:00:56.562,v1.7.0,20260907_066570_NEW_WATCH_RECLAIM_SHADOW_E001_090056555440,066570,LG전자,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,71.0,0.45977011494252873,False,True,,,,True
2026-09-07 09:01:14.456,v1.7.0,20260907_000660_NEW_EARLY_ACCEL_SHADOW_E001_090114446226,000660,SK하이닉스,NEW_EARLY_ACCEL_SHADOW,v170_provisional_1,74.0,0.2292263610315186,True,True,True,,,True
2026-09-07 09:01:47.552,v1.7.0,20260907_066570_NEW_EARLY_ACCEL_SHADOW_E001_090147546315,066570,LG전자,NEW_EARLY_ACCEL_SHADOW,v170_provisional_1,96.0,0.22935779816513763,True,True,True,,,True
2026-09-07 09:04:43.679,v1.7.0,20260907_042700_NEW_WATCH_RECLAIM_SHADOW_E001_090443668591,042700,한미반도체,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,79.0,0.8130081300813009,False,True,False,True,,True
2026-09-07 09:05:19.268,v1.7.0,20260907_066570_NEW_FIRST_PULLBACK_SHADOW_E001_090519260358,066570,LG전자,NEW_FIRST_PULLBACK_SHADOW,v170_provisional_1,82.0,0.9090909090909091,False,False,False,True,True,True
2026-09-07 09:05:19.285,v1.7.0,20260907_042700_NEW_FIRST_PULLBACK_SHADOW_E001_090519280913,042700,한미반도체,NEW_FIRST_PULLBACK_SHADOW,v170_provisional_1,70.0,1.0162601626016259,False,False,False,True,True,True
2026-09-07 09:05:33.439,v1.7.0,20260907_010170_NEW_FIRST_PULLBACK_SHADOW_EPISODE_090533436802,010170,대한광통신,NEW_FIRST_PULLBACK_SHADOW,v170_provisional_1,52.0,1.0638297872340425,True,False,False,True,True,True
2026-09-07 09:06:04.931,v1.7.0,20260907_336260_NEW_WATCH_RECLAIM_SHADOW_E001_090604927497,336260,두산퓨얼셀,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,72.0,1.9191919191919191,True,True,False,False,False,True
2026-09-07 09:06:21.696,v1.7.0,20260907_090460_NEW_WATCH_RECLAIM_SHADOW_E001_090621692140,090460,비에이치,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,82.0,0.43478260869565216,False,True,True,,True,True
2026-09-07 09:06:21.701,v1.7.0,20260907_336260_NEW_EARLY_ACCEL_SHADOW_E001_090621699973,336260,두산퓨얼셀,NEW_EARLY_ACCEL_SHADOW,v170_provisional_1,72.0,1.3131313131313131,True,True,True,False,False,True
2026-09-07 09:06:35.532,v1.7.0,20260907_090460_NEW_EARLY_ACCEL_SHADOW_E001_090635531750,090460,비에이치,NEW_EARLY_ACCEL_SHADOW,v170_provisional_1,67.0,0.0,True,True,True,True,True,True
2026-09-07 09:06:35.539,v1.7.0,20260907_090360_NEW_EARLY_ACCEL_SHADOW_E003_090635536916,090360,로보스타,NEW_EARLY_ACCEL_SHADOW,v170_provisional_1,62.0,1.570048309178744,True,True,True,True,True,True
2026-09-07 09:06:35.540,v1.7.0,20260907_090360_NEW_WATCH_RECLAIM_SHADOW_E003_090635539014,090360,로보스타,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,62.0,1.570048309178744,True,True,True,True,True,True
2026-09-07 09:07:15.548,v1.7.0,20260907_090460_NEW_FIRST_PULLBACK_SHADOW_E001_090715542391,090460,비에이치,NEW_FIRST_PULLBACK_SHADOW,v170_provisional_1,67.0,0.0,False,False,True,True,True,True
2026-09-07 09:07:31.736,v1.7.0,20260907_336260_NEW_FIRST_PULLBACK_SHADOW_E001_090731721776,336260,두산퓨얼셀,NEW_FIRST_PULLBACK_SHADOW,v170_provisional_1,81.0,0.10101010101010101,True,False,True,True,True,True
2026-09-07 09:07:44.769,v1.7.0,20260907_000660_NEW_FIRST_PULLBACK_SHADOW_E001_090744765784,000660,SK하이닉스,NEW_FIRST_PULLBACK_SHADOW,v170_provisional_1,79.0,0.28620492272467085,False,False,True,True,True,True
2026-09-07 09:08:19.897,v1.7.0,20260907_095610_NEW_EARLY_ACCEL_SHADOW_E001_090819894529,095610,테스,NEW_EARLY_ACCEL_SHADOW,v170_provisional_1,63.0,0.1243008079552517,True,True,True,True,True,True
2026-09-07 09:08:19.898,v1.7.0,20260907_095610_NEW_WATCH_RECLAIM_SHADOW_E001_090819897519,095610,테스,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,63.0,0.1243008079552517,True,True,True,True,True,True
2026-09-07 09:08:19.903,v1.7.0,20260907_090360_NEW_EARLY_ACCEL_SHADOW_E004_090819901466,090360,로보스타,NEW_EARLY_ACCEL_SHADOW,v170_provisional_1,62.0,1.0869565217391304,True,True,True,True,True,True
