datetime,message
2026-09-06 20:41:56,========================================
2026-09-06 20:41:56,스크리너 시작 v1.7.0
2026-09-06 20:41:56,AUTO_TRADE_ENABLED = True
2026-09-06 20:41:56,⚠ 실제 주문 ON
2026-09-06 20:41:56,LIVE ENTRY = FIRST_75_PASS
2026-09-06 20:41:56,시간 = MAIN 09:05:00 이상 / 09:30:00 미만
2026-09-06 20:41:56,"종목당 최대 = 1,000,000원"
2026-09-06 20:41:56,하루 최대 = 7종목 / 동일종목 하루 1회
2026-09-06 20:41:56,TP/SL = +2.50% / -1.50%
2026-09-06 20:41:56,수익보호=False / 정오회복=False / 추정비용=0.24%
2026-09-06 20:41:56,========================================
2026-09-06 20:41:56,키움 접근토큰 발급 요청
2026-09-06 20:41:57,키움 접근토큰 발급 성공 / 만료: 20260907204157
2026-09-06 20:41:58,[DEBUG] 응답 LIST KEY = acnt_evlt_remn_indv_tot
2026-09-06 20:41:59,[DEBUG] 응답 LIST KEY = acnt_evlt_remn_indv_tot
2026-09-06 20:41:59,broker 시작 잔고 확인 / 기존보유 2종목
2026-09-06 20:42:00,[WebSocket] 연결 / LOGIN 전송
2026-09-06 20:42:00,[WebSocket] 로그인 성공
2026-09-06 20:42:03,[WebSocket] 정상 종료
2026-09-06 20:42:03,[연구 queue 종료] remaining=0 / failures=0 / dropped_P2=0
2026-09-06 20:42:03,[BrokerPrecheck 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-06 20:42:03,[LiveSafety 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-06 20:42:03,프로그램 정상 종료
2026-09-06 20:43:26,========================================
2026-09-06 20:43:26,스크리너 시작 v1.7.0
2026-09-06 20:43:26,AUTO_TRADE_ENABLED = True
2026-09-06 20:43:26,⚠ 실제 주문 ON
2026-09-06 20:43:26,LIVE ENTRY = FIRST_75_PASS
2026-09-06 20:43:26,시간 = MAIN 09:05:00 이상 / 09:30:00 미만
2026-09-06 20:43:26,"종목당 최대 = 1,000,000원"
2026-09-06 20:43:26,하루 최대 = 7종목 / 동일종목 하루 1회
2026-09-06 20:43:26,TP/SL = +2.50% / -1.50%
2026-09-06 20:43:26,수익보호=False / 정오회복=False / 추정비용=0.24%
2026-09-06 20:43:26,========================================
2026-09-06 20:43:26,키움 접근토큰 발급 요청
2026-09-06 20:43:28,키움 접근토큰 발급 성공 / 만료: 20260907204157
2026-09-06 20:43:28,실전상태 복구 완료 / 상태일 2026-09-06 / 포지션 0개 / 주문 0개
2026-09-06 20:43:28,[DEBUG] 응답 LIST KEY = acnt_evlt_remn_indv_tot
2026-09-06 20:43:29,[DEBUG] 응답 LIST KEY = acnt_evlt_remn_indv_tot
2026-09-06 20:43:30,[DEBUG] 응답 LIST KEY = oso
2026-09-06 20:43:30,실전상태와 broker 계좌 상태 동기화 완료
2026-09-06 20:43:31,[WebSocket] 연결 / LOGIN 전송
2026-09-06 20:43:31,[WebSocket] 로그인 성공
2026-09-06 20:43:34,[WebSocket] 정상 종료
2026-09-06 20:43:34,[연구 queue 종료] remaining=0 / failures=0 / dropped_P2=0
2026-09-06 20:43:34,[BrokerPrecheck 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-06 20:43:34,[LiveSafety 종료] 신규 제출 차단 / 대기 작업 cancel 요청
2026-09-06 20:43:34,프로그램 정상 종료
2026-09-07 07:44:27,========================================
2026-09-07 07:44:27,스크리너 시작 v1.7.0
2026-09-07 07:44:27,AUTO_TRADE_ENABLED = True
2026-09-07 07:44:27,⚠ 실제 주문 ON
