datetime,version,trade_id,stock_code,stock_name,entry_mode,rule_version,episode_id,entry_time,entry_price,snapshot_time,actual_time,price,return_pct,mfe_pct,mae_pct,status
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E001_104901559816,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E001,2026-09-07 10:49:01.559,240239.99999999997,12:00,2026-09-07 12:00:00.000,242500.0,0.9407,1.5651,-2.1812,COMPLETE
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E002_105134044589,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E002,2026-09-07 10:51:34.044,240239.99999999997,12:00,2026-09-07 12:00:00.000,242500.0,0.9407,1.5651,-2.1812,COMPLETE
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E003_110718845394,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E003,2026-09-07 11:07:18.845,237236.99999999997,12:00,2026-09-07 12:00:00.000,242500.0,2.2185,2.8507,-0.5214,COMPLETE
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E004_110926805581,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E004,2026-09-07 11:09:26.805,237236.99999999997,12:00,2026-09-07 12:00:00.000,242500.0,2.2185,2.8507,-0.5214,COMPLETE
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E005_111044262497,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E005,2026-09-07 11:10:44.262,237737.49999999997,12:00,2026-09-07 12:00:00.000,242500.0,2.0033,2.6342,-0.3102,COMPLETE
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E006_111729027117,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E006,2026-09-07 11:17:29.027,240239.99999999997,12:00,2026-09-07 12:00:00.000,242500.0,0.9407,1.5651,-0.7243,COMPLETE
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E007_111924125477,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E007,2026-09-07 11:19:24.125,240740.49999999997,12:00,2026-09-07 12:00:00.000,242500.0,0.7309,1.3539,-0.9307,COMPLETE
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E008_112443694838,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E008,2026-09-07 11:24:43.694,240239.99999999997,12:00,2026-09-07 12:00:00.000,242500.0,0.9407,1.5651,-0.5162,COMPLETE
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E009_112735388729,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E009,2026-09-07 11:27:35.388,240740.49999999997,12:00,2026-09-07 12:00:00.000,242500.0,0.7309,1.3539,-0.723,COMPLETE
2026-09-07 12:00:00.000,v1.7.0,20260907_000500_WIDE_HIGH_GAP_SHADOW_E010_112840923168,000500,가온전선,WIDE_HIGH_GAP_SHADOW,v170_wide_snapshot_1,20260907_000500_WIDE_E010,2026-09-07 11:28:40.923,240740.49999999997,12:00,2026-09-07 12:00:00.000,242500.0,0.7309,1.3539,-0.723,COMPLETE
