trade_date,rule_family,index_family,entry_time_variant,tp_pct,sl_pct,entries,gross_return_pct,net_return_pct
2025-09-04,KOREAN_V20,KOSPI200,15:00,0.3,-0.2,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,0.5,-0.75,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,0.5,-0.5,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,0.5,-0.3,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,0.5,-0.2,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,0.75,-0.75,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,0.75,-0.5,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,0.75,-0.3,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,0.75,-0.2,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,1.0,-0.75,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,1.0,-0.5,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,1.0,-0.3,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,KOREAN_V20,KOSPI200,15:00,1.0,-0.2,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.3,-0.75,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.3,-0.5,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.3,-0.3,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.3,-0.2,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.5,-0.75,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.5,-0.5,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.5,-0.3,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.5,-0.2,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.75,-0.75,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.75,-0.5,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.75,-0.3,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,0.75,-0.2,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,1.0,-0.75,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,1.0,-0.5,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,1.0,-0.3,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSDAQ150,15:00,1.0,-0.2,1,-0.03735803945008609,-0.11208807979710377
2025-09-04,ORIGINAL,KOSPI200,15:00,0.3,-0.75,1,0.02335793702699096,2.727329052168437e-06
2025-09-04,ORIGINAL,KOSPI200,15:00,0.3,-0.5,1,0.02335793702699096,2.727329052168437e-06
