rule_family,index_family,entry_time_variant,direction,tp_pct,sl_pct,cost_status,samples,grid_rows,win_rate_pct,avg_gross_return_pct,avg_net_return_pct,gross_profit_factor
KOREAN_V20,KOSPI200,14:50,LONG,1.0,-0.2,UNCONFIRMED,93,93,44.086021505376344,0.022027462843738813,0.008180994759631036,1.2503240020858473
KOREAN_V20,KOSPI200,15:00,INVERSE,0.3,-0.75,UNCONFIRMED,70,70,52.85714285714286,0.034959305842631974,-0.6216615875212126,1.3297304598329212
KOREAN_V20,KOSPI200,15:00,INVERSE,0.3,-0.5,UNCONFIRMED,70,70,51.42857142857142,0.0397724841458564,-0.6168592432643456,1.410342898197087
KOREAN_V20,KOSPI200,15:00,INVERSE,0.3,-0.3,UNCONFIRMED,70,70,45.714285714285715,0.024924931725375403,-0.6317665110057868,1.2542746384122194
KOREAN_V20,KOSPI200,15:00,INVERSE,0.3,-0.2,UNCONFIRMED,70,70,40.0,0.011390976306194154,-0.6453621075093446,1.117280396939257
KOREAN_V20,KOSPI200,15:00,INVERSE,0.5,-0.75,UNCONFIRMED,70,70,42.857142857142854,0.01386367530287266,-0.6428508888609552,1.1040304164459134
KOREAN_V20,KOSPI200,15:00,INVERSE,0.5,-0.5,UNCONFIRMED,70,70,41.42857142857143,0.022962567891810743,-0.633744969911777,1.1962212737077778
KOREAN_V20,KOSPI200,15:00,INVERSE,0.5,-0.3,UNCONFIRMED,70,70,35.714285714285715,-0.0017741470902465917,-0.658587202357016,0.9851461534073784
KOREAN_V20,KOSPI200,15:00,INVERSE,0.5,-0.2,UNCONFIRMED,70,70,30.0,-0.01816524536657038,-0.675053591794738,0.8390009835491693
KOREAN_V20,KOSPI200,15:00,INVERSE,0.75,-0.75,UNCONFIRMED,70,70,38.57142857142858,0.0022917059973172537,-0.6544893991491731,1.0159168488854855
KOREAN_V20,KOSPI200,15:00,INVERSE,0.75,-0.5,UNCONFIRMED,70,70,37.142857142857146,0.016350316612438544,-0.6403971795910975,1.1316803647776605
KOREAN_V20,KOSPI200,15:00,INVERSE,0.75,-0.3,UNCONFIRMED,70,70,30.0,-0.021843337277563935,-0.6787644030602676,0.829364490698674
KOREAN_V20,KOSPI200,15:00,INVERSE,0.75,-0.2,UNCONFIRMED,70,70,27.142857142857142,-0.021805864125316838,-0.6787200759639228,0.8115072774810939
KOREAN_V20,KOSPI200,15:00,INVERSE,1.0,-0.75,UNCONFIRMED,70,70,38.57142857142858,0.02629515338790063,-0.6303796657606716,1.1826307490515016
KOREAN_V20,KOSPI200,15:00,INVERSE,1.0,-0.5,UNCONFIRMED,70,70,37.142857142857146,0.040353764003021916,-0.616287446202596,1.3249966645922355
KOREAN_V20,KOSPI200,15:00,INVERSE,1.0,-0.3,UNCONFIRMED,70,70,30.0,-0.0021485071214493484,-0.6589845251192777,0.9832163189055092
KOREAN_V20,KOSPI200,15:00,INVERSE,1.0,-0.2,UNCONFIRMED,70,70,27.142857142857142,-0.005682462540630746,-0.6625292635029365,0.9508800555327853
KOREAN_V20,KOSPI200,15:00,LONG,0.3,-0.75,UNCONFIRMED,95,95,51.578947368421055,0.013735546134390675,-0.00017826921580560925,1.1734121490699267
KOREAN_V20,KOSPI200,15:00,LONG,0.3,-0.5,UNCONFIRMED,95,95,49.473684210526315,0.0014851540068651723,-0.012429198567732636,1.0171599540693457
KOREAN_V20,KOSPI200,15:00,LONG,0.3,-0.3,UNCONFIRMED,95,95,48.421052631578945,-0.0005880670380703793,-0.014502665608934154,0.9932685081218999
KOREAN_V20,KOSPI200,15:00,LONG,0.3,-0.2,UNCONFIRMED,95,95,43.15789473684211,-0.010163997010165413,-0.02407905427989136,0.8797350551718909
KOREAN_V20,KOSPI200,15:00,LONG,0.5,-0.75,UNCONFIRMED,95,95,50.526315789473685,0.02776384524880388,0.013850717791603902,1.3405142423091434
KOREAN_V20,KOSPI200,15:00,LONG,0.5,-0.5,UNCONFIRMED,95,95,48.421052631578945,0.01426834752789532,0.0003546232739003756,1.1605436385176273
KOREAN_V20,KOSPI200,15:00,LONG,0.5,-0.3,UNCONFIRMED,95,95,47.368421052631575,0.01136476096569469,-0.0025492435907155373,1.1255518383020222
KOREAN_V20,KOSPI200,15:00,LONG,0.5,-0.2,UNCONFIRMED,95,95,43.15789473684211,0.005394139952529417,-0.008520189908232665,1.0638258692064972
KOREAN_V20,KOSPI200,15:00,LONG,0.75,-0.75,UNCONFIRMED,95,95,49.473684210526315,0.028236610277504518,0.014323528725995172,1.342604390193194
KOREAN_V20,KOSPI200,15:00,LONG,0.75,-0.5,UNCONFIRMED,95,95,47.368421052631575,0.01474111255659596,0.0008274342082916459,1.1642323140302315
KOREAN_V20,KOSPI200,15:00,LONG,0.75,-0.3,UNCONFIRMED,95,95,46.31578947368421,0.01183752599439533,-0.0020764326563242684,1.1295120467355075
KOREAN_V20,KOSPI200,15:00,LONG,0.75,-0.2,UNCONFIRMED,95,95,42.10526315789473,0.005850375117687782,-0.00806390960453038,1.0685088769268731
KOREAN_V20,KOSPI200,15:00,LONG,1.0,-0.75,UNCONFIRMED,95,95,49.473684210526315,0.022690800736768768,0.008777469800107261,1.275315198000565
KOREAN_V20,KOSPI200,15:00,LONG,1.0,-0.5,UNCONFIRMED,95,95,47.368421052631575,0.009195303015860211,-0.004718624717596262,1.1024458558813566
KOREAN_V20,KOSPI200,15:00,LONG,1.0,-0.3,UNCONFIRMED,95,95,46.31578947368421,0.0062917164536595805,-0.00762249158221218,1.0688364338780525
KOREAN_V20,KOSPI200,15:00,LONG,1.0,-0.2,UNCONFIRMED,95,95,42.10526315789473,0.0003045655769520323,-0.013609968530418286,1.0035665141478682
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.3,-0.75,UNCONFIRMED,110,110,56.36363636363636,0.05254530979234047,-0.3512846937643701,1.4718777117222595
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.3,-0.5,UNCONFIRMED,110,110,54.54545454545454,0.0465526430313606,-0.35728315487516227,1.4160506063210836
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.3,-0.3,UNCONFIRMED,110,110,51.81818181818182,0.047441952482645565,-0.3563901527520087,1.4577128588093147
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.3,-0.2,UNCONFIRMED,110,110,40.909090909090914,0.013625449575271691,-0.3902852324585781,1.1300892261975974
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.5,-0.75,UNCONFIRMED,110,110,41.81818181818181,0.005735882185634791,-0.3981810150174459,1.0381752338052217
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.5,-0.5,UNCONFIRMED,110,110,41.81818181818181,0.017618673300112388,-0.3862715628020605,1.127331436699438
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.5,-0.3,UNCONFIRMED,110,110,39.09090909090909,0.01980212301302439,-0.38408155210942424,1.1581685290509776
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.5,-0.2,UNCONFIRMED,110,110,28.18181818181818,-0.021769112372868146,-0.425748596526812,0.8223236179341266
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.75,-0.75,UNCONFIRMED,110,110,37.27272727272727,0.000268443019675538,-0.40366587264407255,1.0016559609067308
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.75,-0.5,UNCONFIRMED,110,110,37.27272727272727,0.014423961406880343,-0.38947829078840795,1.0974910932794133
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.75,-0.3,UNCONFIRMED,110,110,35.45454545454545,0.020817988421399626,-0.383067882502158,1.1567130128956662
ORIGINAL,KOSDAQ150,15:00,INVERSE,0.75,-0.2,UNCONFIRMED,110,110,26.36363636363636,-0.011743008156488129,-0.41570283532066243,0.9069178757931742
ORIGINAL,KOSDAQ150,15:00,INVERSE,1.0,-0.75,UNCONFIRMED,110,110,36.36363636363637,-0.022336909834093487,-0.42631694947133875,0.8622089354115585
ORIGINAL,KOSDAQ150,15:00,INVERSE,1.0,-0.5,UNCONFIRMED,110,110,36.36363636363637,-0.008181391446888679,-0.41212936761567415,0.944702237186828
ORIGINAL,KOSDAQ150,15:00,INVERSE,1.0,-0.3,UNCONFIRMED,110,110,34.54545454545455,-0.004060091705096621,-0.40799694926465785,0.9694365665472104
ORIGINAL,KOSDAQ150,15:00,INVERSE,1.0,-0.2,UNCONFIRMED,110,110,25.454545454545453,-0.03461116502767208,-0.438618168461026,0.7295488929839096
ORIGINAL,KOSDAQ150,15:00,LONG,0.3,-0.75,UNCONFIRMED,133,133,66.9172932330827,0.05461154361814872,-0.007090546997765828,1.6358616312696381
ORIGINAL,KOSDAQ150,15:00,LONG,0.3,-0.5,UNCONFIRMED,133,133,65.41353383458647,0.050860851721735434,-0.010841305993304429,1.5974821598433653
ORIGINAL,KOSDAQ150,15:00,LONG,0.3,-0.3,UNCONFIRMED,133,133,60.902255639097746,0.044454784808927734,-0.017250186224671636,1.5502397441706945
ORIGINAL,KOSDAQ150,15:00,LONG,0.3,-0.2,UNCONFIRMED,133,133,56.390977443609025,0.04039731956747511,-0.021309153425181634,1.5529174542068243
ORIGINAL,KOSDAQ150,15:00,LONG,0.5,-0.75,UNCONFIRMED,133,133,64.66165413533834,0.06432564571202913,0.0026255729928956,1.710720847912168
ORIGINAL,KOSDAQ150,15:00,LONG,0.5,-0.5,UNCONFIRMED,133,133,63.1578947368421,0.05948787789697284,-0.0022124341102243315,1.6663186628757156
ORIGINAL,KOSDAQ150,15:00,LONG,0.5,-0.3,UNCONFIRMED,133,133,58.64661654135338,0.051966163533884634,-0.009737143010146831,1.6227891712948128
ORIGINAL,KOSDAQ150,15:00,LONG,0.5,-0.2,UNCONFIRMED,133,133,54.88721804511278,0.04744112225345718,-0.014263008897225333,1.6458455431045556
ORIGINAL,KOSDAQ150,15:00,LONG,0.75,-0.75,UNCONFIRMED,133,133,64.66165413533834,0.07938842496656864,0.017693061351033133,1.8771464022179243
ORIGINAL,KOSDAQ150,15:00,LONG,0.75,-0.5,UNCONFIRMED,133,133,63.1578947368421,0.07267095790339194,0.010974880962632232,1.8139812212489361
ORIGINAL,KOSDAQ150,15:00,LONG,0.75,-0.3,UNCONFIRMED,133,133,58.64661654135338,0.062051546025488465,0.0003514400747306668,1.7436575705954764
ORIGINAL,KOSDAQ150,15:00,LONG,0.75,-0.2,UNCONFIRMED,133,133,54.88721804511278,0.0535783466923975,-0.008123804660364121,1.729395401595374
ORIGINAL,KOSDAQ150,15:00,LONG,1.0,-0.75,UNCONFIRMED,133,133,63.90977443609023,0.07459068539827943,0.012892848391950706,1.7758007187363865
ORIGINAL,KOSDAQ150,15:00,LONG,1.0,-0.5,UNCONFIRMED,133,133,62.40601503759399,0.06787321833510279,0.006174882972786067,1.7295228857434808
ORIGINAL,KOSDAQ150,15:00,LONG,1.0,-0.3,UNCONFIRMED,133,133,57.89473684210527,0.05687786660757522,-0.004824513754347022,1.6637116006748947
ORIGINAL,KOSDAQ150,15:00,LONG,1.0,-0.2,UNCONFIRMED,133,133,54.13533834586466,0.050284234937077996,-0.011419398766341302,1.6708178824990192
ORIGINAL,KOSPI200,15:00,INVERSE,0.3,-0.75,UNCONFIRMED,99,99,54.54545454545454,0.07047350032343407,-0.6107376727440936,1.904916515827501
ORIGINAL,KOSPI200,15:00,INVERSE,0.3,-0.5,UNCONFIRMED,99,99,53.535353535353536,0.06830976431053076,-0.6129192764016155,1.887002850293205
ORIGINAL,KOSPI200,15:00,INVERSE,0.3,-0.3,UNCONFIRMED,99,99,49.494949494949495,0.04837386915233729,-0.6329232205032705,1.5702678826431804
ORIGINAL,KOSPI200,15:00,INVERSE,0.3,-0.2,UNCONFIRMED,99,99,41.41414141414141,0.018705690419685065,-0.6626934806751774,1.198397535946515
ORIGINAL,KOSPI200,15:00,INVERSE,0.5,-0.75,UNCONFIRMED,99,99,44.44444444444444,0.059686711178423425,-0.6215777614677839,1.5935976671221905
ORIGINAL,KOSPI200,15:00,INVERSE,0.5,-0.5,UNCONFIRMED,99,99,43.43434343434344,0.06055327819582296,-0.6207142645453088,1.639870048020673
ORIGINAL,KOSPI200,15:00,INVERSE,0.5,-0.3,UNCONFIRMED,99,99,39.39393939393939,0.030804344376680358,-0.6505753095518247,1.2956820812950771
ORIGINAL,KOSPI200,15:00,INVERSE,0.5,-0.2,UNCONFIRMED,99,99,32.323232323232325,-0.0017235241823478594,-0.6832191953101211,0.98424954167632
ORIGINAL,KOSPI200,15:00,INVERSE,0.75,-0.75,UNCONFIRMED,99,99,39.39393939393939,0.03880332808469337,-0.6425717039155806,1.3387989453405968
ORIGINAL,KOSPI200,15:00,INVERSE,0.75,-0.5,UNCONFIRMED,99,99,38.38383838383838,0.04317676643373757,-0.6381825398959052,1.40698359691177
ORIGINAL,KOSPI200,15:00,INVERSE,0.75,-0.3,UNCONFIRMED,99,99,34.34343434343434,0.014277539796919871,-0.6671908910325446,1.126047022881662
ORIGINAL,KOSPI200,15:00,INVERSE,0.75,-0.2,UNCONFIRMED,99,99,29.292929292929294,-0.009451650152109529,-0.6909888574383894,0.9167015700451695
ORIGINAL,KOSPI200,15:00,INVERSE,1.0,-0.75,UNCONFIRMED,99,99,39.39393939393939,0.04957028500560938,-0.6317601626910512,1.4328072129142468
ORIGINAL,KOSPI200,15:00,INVERSE,1.0,-0.5,UNCONFIRMED,99,99,38.38383838383838,0.05394372335465358,-0.6273709986713758,1.5084727823558306
ORIGINAL,KOSPI200,15:00,INVERSE,1.0,-0.3,UNCONFIRMED,99,99,34.34343434343434,0.02251924419258341,-0.6589170478585531,1.198807618707016
ORIGINAL,KOSPI200,15:00,INVERSE,1.0,-0.2,UNCONFIRMED,99,99,29.292929292929294,0.0019110444705614717,-0.6795797824188049,1.0168422446249878
ORIGINAL,KOSPI200,15:00,LONG,0.3,-0.75,UNCONFIRMED,148,148,53.37837837837838,0.01321053644622384,-0.0004153860045981889,1.1341186825795375
ORIGINAL,KOSPI200,15:00,LONG,0.3,-0.5,UNCONFIRMED,148,148,52.02702702702703,0.012435890510295963,-0.0011900239930564358,1.1306024255935145
ORIGINAL,KOSPI200,15:00,LONG,0.3,-0.3,UNCONFIRMED,148,148,50.0,0.01772693145119992,0.004101167867728817,1.2083918729765497
ORIGINAL,KOSPI200,15:00,LONG,0.3,-0.2,UNCONFIRMED,148,148,45.27027027027027,0.010628860878241055,-0.0029973715923945466,1.1300183923441809
ORIGINAL,KOSPI200,15:00,LONG,0.5,-0.75,UNCONFIRMED,148,148,50.0,0.024686210003433077,0.011060855391481843,1.2409204320849734
ORIGINAL,KOSPI200,15:00,LONG,0.5,-0.5,UNCONFIRMED,148,148,49.32432432432432,0.02501273597044758,0.011387438791509929,1.2532644648609366
ORIGINAL,KOSPI200,15:00,LONG,0.5,-0.3,UNCONFIRMED,148,148,47.2972972972973,0.026749817915580995,0.013124515600162083,1.2990192591463083
ORIGINAL,KOSPI200,15:00,LONG,0.5,-0.2,UNCONFIRMED,148,148,43.91891891891892,0.0239274486027179,0.010301842276963487,1.287528371615226
ORIGINAL,KOSPI200,15:00,LONG,0.75,-0.75,UNCONFIRMED,148,148,47.97297297297297,0.029021309406878516,0.0153962904821713,1.2771125041191118
ORIGINAL,KOSPI200,15:00,LONG,0.75,-0.5,UNCONFIRMED,148,148,47.2972972972973,0.02927968816338536,0.01565472354328713,1.2898329616239097
ORIGINAL,KOSPI200,15:00,LONG,0.75,-0.3,UNCONFIRMED,148,148,45.27027027027027,0.027082520729217227,0.013457384110227746,1.2934957560245348
ORIGINAL,KOSPI200,15:00,LONG,0.75,-0.2,UNCONFIRMED,148,148,41.891891891891895,0.021557448713651197,0.007931857980094274,1.2525498293489186
ORIGINAL,KOSPI200,15:00,LONG,1.0,-0.75,UNCONFIRMED,148,148,46.62162162162162,0.02311819154551831,0.009493050722138277,1.217717170504551
ORIGINAL,KOSPI200,15:00,LONG,1.0,-0.5,UNCONFIRMED,148,148,45.94594594594595,0.02337657030202515,0.009751483783254107,1.2281094823992809
ORIGINAL,KOSPI200,15:00,LONG,1.0,-0.3,UNCONFIRMED,148,148,43.91891891891892,0.01780102448947871,0.004175618909940672,1.1899127241834104
ORIGINAL,KOSPI200,15:00,LONG,1.0,-0.2,UNCONFIRMED,148,148,40.54054054054054,0.008796171964995951,-0.004829864073268935,1.101201311437554
