decision_id,trade_date,index_family,rule_family,entry_time_variant,decision,reason,direction,morning_return_pct,cumulative_return_pct
2025-09-23|KOSPI200|KOREAN_V20|15:00,2025-09-23,KOSPI200,KOREAN_V20,15:00,ENTER,PASS,LONG,0.05232643322099495,0.1758168156225759
2025-09-23|KOSPI200|ORIGINAL|15:00,2025-09-23,KOSPI200,ORIGINAL,15:00,ENTER,PASS,LONG,0.6887835703001555,
2025-09-23|KOSDAQ150|KOREAN_V20|14:30,2025-09-23,KOSDAQ150,KOREAN_V20,14:30,ENTER,PASS,INVERSE,-0.23928351678402793,-0.9502973952280058
2025-09-23|KOSDAQ150|KOREAN_V20|14:50,2025-09-23,KOSDAQ150,KOREAN_V20,14:50,ENTER,PASS,INVERSE,-0.23928351678402793,-0.916114035687432
2025-09-23|KOSDAQ150|KOREAN_V20|15:00,2025-09-23,KOSDAQ150,KOREAN_V20,15:00,ENTER,PASS,INVERSE,-0.23928351678402793,-0.8819306761468471
2025-09-23|KOSDAQ150|ORIGINAL|15:00,2025-09-23,KOSDAQ150,ORIGINAL,15:00,SKIP,NO_DIRECTION,,0.0,
2025-09-24|KOSPI200|KOREAN_V20|14:30,2025-09-24,KOSPI200,KOREAN_V20,14:30,ENTER,PASS,INVERSE,-0.17545325424012104,-0.40312473890884437
2025-09-24|KOSPI200|KOREAN_V20|14:50,2025-09-24,KOSPI200,KOREAN_V20,14:50,ENTER,PASS,INVERSE,-0.17545325424012104,-0.37179380065168743
2025-09-24|KOSPI200|KOREAN_V20|15:00,2025-09-24,KOSPI200,KOREAN_V20,15:00,ENTER,PASS,INVERSE,-0.17545325424012104,-0.4448993232517351
2025-09-24|KOSPI200|ORIGINAL|15:00,2025-09-24,KOSPI200,ORIGINAL,15:00,ENTER,PASS,INVERSE,-0.13373453694416337,
2025-09-24|KOSDAQ150|KOREAN_V20|14:30,2025-09-24,KOSDAQ150,KOREAN_V20,14:30,ENTER,PASS,INVERSE,-0.48416101812145396,-1.659980633559277
2025-09-24|KOSDAQ150|KOREAN_V20|14:50,2025-09-24,KOSDAQ150,KOREAN_V20,14:50,ENTER,PASS,INVERSE,-0.48416101812145396,-1.8328952828883693
2025-09-24|KOSDAQ150|KOREAN_V20|15:00,2025-09-24,KOSDAQ150,KOREAN_V20,15:00,ENTER,PASS,INVERSE,-0.48416101812145396,-1.6253977036934542
2025-09-24|KOSDAQ150|ORIGINAL|15:00,2025-09-24,KOSDAQ150,ORIGINAL,15:00,ENTER,PASS,INVERSE,-0.7929393918499672,
2025-09-25|KOSPI200|KOREAN_V20|14:30,2025-09-25,KOSPI200,KOREAN_V20,14:30,ENTER,PASS,LONG,0.24012638230648253,0.3770405476566596
2025-09-25|KOSPI200|KOREAN_V20|14:50,2025-09-25,KOSPI200,KOREAN_V20,14:50,ENTER,PASS,LONG,0.24012638230648253,0.39599789362823046
2025-09-25|KOSPI200|KOREAN_V20|15:00,2025-09-25,KOSPI200,KOREAN_V20,15:00,ENTER,PASS,LONG,0.24012638230648253,0.44865718799367293
2025-09-25|KOSPI200|ORIGINAL|15:00,2025-09-25,KOSPI200,ORIGINAL,15:00,ENTER,PASS,INVERSE,-0.24943405718118594,
2025-09-25|KOSDAQ150|KOREAN_V20|14:30,2025-09-25,KOSDAQ150,KOREAN_V20,14:30,SKIP,NO_DIRECTION_CONSENSUS,,0.10579771476935118,-0.8111158132317664
2025-09-25|KOSDAQ150|KOREAN_V20|14:50,2025-09-25,KOSDAQ150,KOREAN_V20,14:50,SKIP,NO_DIRECTION_CONSENSUS,,0.10579771476935118,-1.022711242770491
2025-09-25|KOSDAQ150|KOREAN_V20|15:00,2025-09-25,KOSDAQ150,KOREAN_V20,15:00,SKIP,NO_DIRECTION_CONSENSUS,,0.10579771476935118,-0.8816476230780079
2025-09-25|KOSDAQ150|ORIGINAL|15:00,2025-09-25,KOSDAQ150,ORIGINAL,15:00,ENTER,PASS,INVERSE,-0.3510496384188766,
2025-09-26|KOSPI200|KOREAN_V20|14:30,2025-09-26,KOSPI200,KOREAN_V20,14:30,ENTER,PASS,INVERSE,-0.40951431178255504,-1.438604680769806
2025-09-26|KOSPI200|KOREAN_V20|14:50,2025-09-26,KOSPI200,KOREAN_V20,14:50,ENTER,PASS,INVERSE,-0.40951431178255504,-1.2815888306562884
2025-09-26|KOSPI200|KOREAN_V20|15:00,2025-09-26,KOSPI200,KOREAN_V20,15:00,ENTER,PASS,INVERSE,-0.40951431178255504,-1.3876806212735238
