datetime,version,event,side,stock_code,stock_name,order_no,original_order_no,fill_no,requested_qty,broker_filled_qty,delta_qty,unfilled_qty,fill_price,broker_status,paper_trade_id,entry_mode,pre_entry_type,watch_episode_id,exchange,order_type,reason,error,response,broker_held_qty,broker_sellable_qty,broker_avg_price,auto_managed_qty,external_qty,pending_auto_buy_qty,pending_auto_sell_qty,signal_time,signal_price,reference_price,live_order_time,entry_seq,buy_signal_time,buy_precheck_start_time,buy_precheck_end_time,buy_precheck_sec,buy_order_time,buy_fill_time,signal_to_order_sec,signal_to_fill_sec,signal_to_fill_slippage_pct,reference_to_fill_slippage_pct,filled_qty,filled_amount,avg_fill_price,broker_precheck_start_time,broker_precheck_end_time,broker_precheck_sec,sell_order_time,sell_fill_time,trigger_to_order_sec,order_to_fill_sec,trigger_to_fill_sec,external_auto_exit_qty,external_exit_price,external_order_no,external_fill_time
2026-09-08 09:05:13.244,v1.7.1,ORDER_ACCEPTED,BUY,161580,필옵틱스,0128570,,,26,,,,,,,,,,SOR,3,,,"{'ord_no': '0128570', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08 09:05:13.298,v1.7.1,LIVE_ENTRY_LINK,BUY,161580,필옵틱스,0128570,,,26,,,,,,20260908_161580_PRE_HISTORY_E002_090503448743,PRE_HISTORY,FIRST_75_PASS,20260908_161580_E002,,,,,,,,,,,,,2026-09-08 09:05:02.924,37950.0,37900.0,2026-09-08 09:05:11.792,1,2026-09-08 09:05:02.924,2026-09-08 09:05:03.497,2026-09-08 09:05:11.755,8.258552,2026-09-08 09:05:11.792,,8.868247,,,,,,,,,,,,,,,,,,
2026-09-08 09:05:27.551,v1.7.1,FILL,BUY,161580,필옵틱스,0128570,,5486,26,26,26,0,38100.0,체결,20260908_161580_PRE_HISTORY_E002_090503448743,PRE_HISTORY,FIRST_75_PASS,20260908_161580_E002,,,,,,,,,,,,,,,37900.0,,1,2026-09-08 09:05:02.924,2026-09-08 09:05:03.497,2026-09-08 09:05:11.755,8.258552,2026-09-08 09:05:11.792,,8.868247,,,,,,,,,,,,,,,,,,
2026-09-08 09:05:27.666,v1.7.1,BUY_FILL_QUALITY_FINAL,BUY,161580,필옵틱스,0128570,,5486,26,26,,0,,,20260908_161580_PRE_HISTORY_E002_090503448743,PRE_HISTORY,FIRST_75_PASS,20260908_161580_E002,,,,,,,,,,,,,,37950.0,37900.0,,1,2026-09-08 09:05:02.924563,2026-09-08 09:05:03.497144,2026-09-08 09:05:11.755696,8.258552,2026-09-08 09:05:11.792810,2026-09-08 09:05:27.573289,8.868247,24.648726,0.39525691699604515,0.5277044854881341,26,990600.0,38100.0,,,,,,,15.780479,,,,,
2026-09-08 09:08:41.264,v1.7.1,ORDER_ACCEPTED,SELL,161580,필옵틱스,0147285,,,26,,,,,,,,,,SOR,3,,,"{'ord_no': '0147285', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08 09:08:41.423,v1.7.1,FILL,SELL,161580,필옵틱스,0147285,,142609,26,26,26,0,37450.0,체결,20260908_161580_PRE_HISTORY_E002_090503448743,PRE_HISTORY,FIRST_75_PASS,20260908_161580_E002,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2026-09-08 09:08:27.748,2026-09-08 09:08:33.723,5.974524,2026-09-08 09:08:41.299,,13.624964,,,,,,
2026-09-08 09:09:13.169,v1.7.1,ORDER_ACCEPTED,BUY,032820,우리기술,0149945,,,79,,,,,,,,,,SOR,3,,,"{'ord_no': '0149945', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08 09:09:13.193,v1.7.1,LIVE_ENTRY_LINK,BUY,032820,우리기술,0149945,,,79,,,,,,20260908_032820_PRE_HISTORY_E001_090905556846,PRE_HISTORY,FIRST_75_PASS,20260908_032820_E001,,,,,,,,,,,,,2026-09-08 09:09:05.254,12420.0,12420.0,2026-09-08 09:09:11.392,2,2026-09-08 09:09:05.254,2026-09-08 09:09:05.589,2026-09-08 09:09:11.366,5.776911,2026-09-08 09:09:11.392,,6.137624,,,,,,,,,,,,,,,,,,
2026-09-08 09:11:20.971,v1.7.1,FILL,BUY,032820,우리기술,0149945,,23912,79,79,79,0,12430.0,체결,20260908_032820_PRE_HISTORY_E001_090905556846,PRE_HISTORY,FIRST_75_PASS,20260908_032820_E001,,,,,,,,,,,,,,,12420.0,,2,2026-09-08 09:09:05.254,2026-09-08 09:09:05.589,2026-09-08 09:09:11.366,5.776911,2026-09-08 09:09:11.392,,6.137624,,,,,,,,,,,,,,,,,,
2026-09-08 09:11:21.031,v1.7.1,BUY_FILL_QUALITY_FINAL,BUY,032820,우리기술,0149945,,23912,79,79,,0,,,20260908_032820_PRE_HISTORY_E001_090905556846,PRE_HISTORY,FIRST_75_PASS,20260908_032820_E001,,,,,,,,,,,,,,12420.0,12420.0,,2,2026-09-08 09:09:05.254509,2026-09-08 09:09:05.589563,2026-09-08 09:09:11.366474,5.776911,2026-09-08 09:09:11.392133,2026-09-08 09:11:20.972426,6.137624,135.717917,0.08051529790660261,0.08051529790660261,79,981970.0,12430.0,,,,,,,129.580293,,,,,
2026-09-08 09:14:16.834,v1.7.1,ORDER_ACCEPTED,SELL,032820,우리기술,0173080,,,79,,,,,,,,,,SOR,3,,,"{'ord_no': '0173080', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08 09:15:04.253,v1.7.1,FILL,SELL,032820,우리기술,0173080,,39872,79,79,79,0,12230.0,체결,20260908_032820_PRE_HISTORY_E001_090905556846,PRE_HISTORY,FIRST_75_PASS,20260908_032820_E001,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2026-09-08 09:13:58.806,2026-09-08 09:14:13.331,14.525298,2026-09-08 09:14:16.852,,18.14637,,,,,,
2026-09-08 09:16:10.460,v1.7.1,ORDER_ACCEPTED,BUY,386380,스카이랩스,0181852,,,29,,,,,,,,,,SOR,3,,,"{'ord_no': '0181852', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매수주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08 09:16:10.545,v1.7.1,LIVE_ENTRY_LINK,BUY,386380,스카이랩스,0181852,,,29,,,,,,20260908_386380_PRE_HISTORY_E002_091600366173,PRE_HISTORY,FIRST_75_PASS,20260908_386380_E002,,,,,,,,,,,,,2026-09-08 09:15:59.844,34450.0,33600.0,2026-09-08 09:16:07.690,3,2026-09-08 09:15:59.844,2026-09-08 09:16:00.398,2026-09-08 09:16:07.596,7.198679,2026-09-08 09:16:07.690,,7.846453,,,,,,,,,,,,,,,,,,
2026-09-08 09:17:19.032,v1.7.1,FILL,BUY,386380,스카이랩스,0181852,,156996,29,29,29,0,34400.0,체결,20260908_386380_PRE_HISTORY_E002_091600366173,PRE_HISTORY,FIRST_75_PASS,20260908_386380_E002,,,,,,,,,,,,,,,33600.0,,3,2026-09-08 09:15:59.844,2026-09-08 09:16:00.398,2026-09-08 09:16:07.596,7.198679,2026-09-08 09:16:07.690,,7.846453,,,,,,,,,,,,,,,,,,
2026-09-08 09:17:19.108,v1.7.1,BUY_FILL_QUALITY_FINAL,BUY,386380,스카이랩스,0181852,,156996,29,29,,0,,,20260908_386380_PRE_HISTORY_E002_091600366173,PRE_HISTORY,FIRST_75_PASS,20260908_386380_E002,,,,,,,,,,,,,,34450.0,33600.0,,3,2026-09-08 09:15:59.844105,2026-09-08 09:16:00.398285,2026-09-08 09:16:07.596964,7.198679,2026-09-08 09:16:07.690558,2026-09-08 09:17:19.032028,7.846453,79.187923,-0.14513788098693414,2.3809523809523725,29,997600.0,34400.0,,,,,,,71.34147,,,,,
2026-09-08 09:17:59.601,v1.7.1,ORDER_ACCEPTED,SELL,386380,스카이랩스,0190522,,,29,,,,,,,,,,SOR,3,,,"{'ord_no': '0190522', 'dmst_stex_tp': 'SOR', 'return_code': 0, 'return_msg': 'SOR 매도주문이 완료되었습니다.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
