datetime,message
2026-08-17 19:46:35,=================================
2026-08-17 19:46:35,스크리너 시작 v1.6
2026-08-17 19:46:35,=================================
2026-08-17 19:46:35,키움 접근토큰 발급 요청
2026-08-17 19:46:37,키움 접근토큰 발급 성공 / 만료: 20260818194637
2026-08-17 19:49:20,=================================
2026-08-17 19:49:20,스크리너 시작 v1.6
2026-08-17 19:49:20,=================================
2026-08-17 19:49:20,키움 접근토큰 발급 요청
2026-08-17 19:49:22,키움 접근토큰 발급 성공 / 만료: 20260818194637
2026-08-17 19:49:23,[WebSocket] 연결 / LOGIN 전송
2026-08-17 19:49:23,[WebSocket] 로그인 성공
2026-08-17 19:49:27,===== 시장 스캔 시작 =====
2026-08-17 19:49:28,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:49:28,KOSPI KA10027 200종목
2026-08-17 19:49:29,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:49:29,KOSDAQ KA10027 200종목
2026-08-17 19:49:29,사전필터 통과 94종목
2026-08-17 19:49:30,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:49:30,KOSPI KA10032 100종목
2026-08-17 19:49:31,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:49:31,KOSDAQ KA10032 100종목
2026-08-17 19:49:31,거래대금 통과 41종목 (실제 33 / 추정 61)
2026-08-17 19:50:15,고점필터 통과 17종목 / 신호 75점+ 0종목
2026-08-17 19:50:15,===== 시장 스캔 종료 =====
2026-08-17 19:50:16,===== 시장 스캔 시작 =====
2026-08-17 19:50:17,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:50:17,KOSPI KA10027 200종목
2026-08-17 19:50:18,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:50:18,KOSDAQ KA10027 200종목
2026-08-17 19:50:18,사전필터 통과 94종목
2026-08-17 19:50:19,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:50:19,KOSPI KA10032 100종목
2026-08-17 19:50:20,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:50:20,KOSDAQ KA10032 100종목
2026-08-17 19:50:20,거래대금 통과 41종목 (실제 33 / 추정 61)
2026-08-17 19:51:04,고점필터 통과 17종목 / 신호 75점+ 0종목
2026-08-17 19:51:04,===== 시장 스캔 종료 =====
2026-08-17 19:51:05,===== 시장 스캔 시작 =====
2026-08-17 19:51:06,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:51:06,KOSPI KA10027 200종목
2026-08-17 19:51:07,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:51:07,KOSDAQ KA10027 200종목
2026-08-17 19:51:07,사전필터 통과 94종목
2026-08-17 19:51:08,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:51:08,KOSPI KA10032 100종목
2026-08-17 19:51:09,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:51:09,KOSDAQ KA10032 100종목
2026-08-17 19:51:09,거래대금 통과 41종목 (실제 33 / 추정 61)
2026-08-17 19:51:53,고점필터 통과 17종목 / 신호 75점+ 0종목
2026-08-17 19:51:53,===== 시장 스캔 종료 =====
2026-08-17 19:51:54,===== 시장 스캔 시작 =====
2026-08-17 19:51:55,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:51:55,KOSPI KA10027 200종목
2026-08-17 19:51:56,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:51:56,KOSDAQ KA10027 200종목
2026-08-17 19:51:56,사전필터 통과 94종목
2026-08-17 19:51:57,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:51:57,KOSPI KA10032 100종목
2026-08-17 19:51:58,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:51:58,KOSDAQ KA10032 100종목
2026-08-17 19:51:58,거래대금 통과 41종목 (실제 33 / 추정 61)
2026-08-17 19:57:02,=================================
2026-08-17 19:57:02,스크리너 시작 v1.6
2026-08-17 19:57:02,=================================
2026-08-17 19:57:02,키움 접근토큰 발급 요청
2026-08-17 19:57:03,키움 접근토큰 발급 성공 / 만료: 20260818194637
2026-08-17 19:57:04,[WebSocket] 연결 / LOGIN 전송
2026-08-17 19:57:04,[WebSocket] 로그인 성공
2026-08-17 19:57:05,===== 시장 스캔 시작 =====
2026-08-17 19:57:06,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:57:06,KOSPI KA10027 200종목
2026-08-17 19:57:07,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:57:07,KOSDAQ KA10027 200종목
2026-08-17 19:57:07,사전필터 통과 94종목
2026-08-17 19:57:08,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:57:08,KOSPI KA10032 100종목
2026-08-17 19:57:09,[DEBUG] 응답 LIST KEY = trde_prica_upper
2026-08-17 19:57:09,KOSDAQ KA10032 100종목
2026-08-17 19:57:09,거래대금 통과 41종목 (실제 33 / 추정 61)
2026-08-17 19:57:49,고점필터 통과 17종목 / 신호 75점+ 0종목
2026-08-17 19:57:49,===== 시장 스캔 종료 =====
2026-08-17 19:57:50,===== 시장 스캔 시작 =====
2026-08-17 19:57:52,[DEBUG] 응답 LIST KEY = pred_pre_flu_rt_upper
2026-08-17 19:57:52,KOSPI KA10027 200종목
