datetime,version,stock_code,stock_name,entry_mode,decision,reason,score,current_price,high_gap,scan_session,decision_session,decision_time,session_valid_at_decision,history_available_sec,history_sample_count,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec,price_30s_positive,price_60s_positive,first75_price_30s_positive,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,entry_decision_time,entry_signal_price,entry_delay_from_first75_sec,entry_vs_first75_pct,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,pre_history_rule,first_signal_time,first_signal_price,confirm_delay_sec,confirm_rise_pct,confirm_observation_status,confirm_observation_reason,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct,stock_entry_seq_today,mode_entry_seq_today,is_reentry,previous_same_mode_result,previous_same_mode_trade_id
2026-09-02 09:03:13.113,v1.6.8,249420,일동제약,SHADOW_SCORE_70_74,ENTER,SCORE_70_74_BEFORE_FIRST75,71,16970.0,1.9641825534373194,MAIN,MAIN,2026-09-02 09:03:13.108,True,188.73166418075562,13,1.1926058437686344,15.863609790802002,0.0589622641509434,31.110574960708618,17.03448275862069,62.5719108581543,17.03448275862069,125.67502665519714,17.03448275862069,173.15396523475647,,,-0.05777007510109766,31.110574960708618,,,,,,,,,True,True,,2026-09-02 09:02:37.703,16960.0,60.0,35.404466,20260902_249420_E002,2026-09-02 09:03:08.814,16970.0,71.0,4.293891,2026-09-02 09:03:08.814,,,,,,,2026-09-02 09:03:13.108,16970.0,,,,,,,,,,,,,,False,,,,,,,1,1,False,,
2026-09-02 09:04:34.956,v1.6.8,004310,현대약품,SHADOW_SCORE_70_74,ENTER,SCORE_70_74_BEFORE_FIRST75,74,8990.0,0.6629834254143646,MAIN,MAIN,2026-09-02 09:04:34.946,True,250.02357244491577,17,-0.3325942350332594,15.477463006973267,-0.6629834254143646,31.32304573059082,0.2229654403567447,61.518784284591675,3.3333333333333335,123.71822738647461,4.050925925925926,187.00587129592896,,,0.6629834254143646,31.32304573059082,0.32965009208103124,61.518784284591675,,,,,,,False,True,,2026-09-02 09:04:25.684,8990.0,74.0,9.262649,20260902_004310_E001,2026-09-02 09:04:25.684,8990.0,74.0,9.262649,2026-09-02 09:04:25.684,,,,,,,2026-09-02 09:04:34.946,8990.0,,,,,,,,,,,,,,False,,,,,,,1,1,False,,
2026-09-02 09:04:34.986,v1.6.8,249420,일동제약,BASE,ENTER,75_SCORE,76,17000.0,1.7908723281340264,MAIN,MAIN,2026-09-02 09:04:34.946,True,265.6012713909149,18,1.1302795954788816,15.477463006973267,1.0101010101010102,31.32304573059082,-0.2347417840375587,61.518784284591675,17.24137931034483,123.71822738647461,17.24137931034483,187.00587129592896,,,-0.9820912767186596,31.32304573059082,0.23108030040439043,61.518784284591675,-0.23108030040439065,107.98018217086792,,,,,True,False,True,2026-09-02 09:02:37.703,16960.0,60.0,117.242327,20260902_249420_E002,2026-09-02 09:03:08.814,16970.0,71.0,86.131752,2026-09-02 09:04:25.684,2026-09-02 09:04:34.946,17000.0,76.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-09-02 09:04:34.946,17000.0,0.0,0.0,,,,,,,,,,,,True,20260902_249420_SHADOW_SCORE_70_74_E002_090313153020,2026-09-02 09:03:13.108,16970.0,71.0,81.837861,0.1767825574543247,2,1,False,,
2026-09-02 09:04:35.008,v1.6.8,249420,일동제약,PRE_HISTORY,SKIP,PRICE_60S_NOT_POSITIVE,76,17000.0,1.7908723281340264,MAIN,MAIN,2026-09-02 09:04:34.946,True,265.6012713909149,18,1.1302795954788816,15.477463006973267,1.0101010101010102,31.32304573059082,-0.2347417840375587,61.518784284591675,17.24137931034483,123.71822738647461,17.24137931034483,187.00587129592896,,,-0.9820912767186596,31.32304573059082,0.23108030040439043,61.518784284591675,-0.23108030040439065,107.98018217086792,,,,,True,False,True,2026-09-02 09:02:37.703,16960.0,60.0,117.242327,20260902_249420_E002,2026-09-02 09:03:08.814,16970.0,71.0,86.131752,2026-09-02 09:04:25.684,2026-09-02 09:04:34.946,17000.0,76.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-09-02 09:04:34.946,17000.0,0.0,0.0,FAIL,,,,PRICE_60S_NOT_POSITIVE,,,,,,,True,20260902_249420_SHADOW_SCORE_70_74_E002_090313153020,2026-09-02 09:03:13.108,16970.0,71.0,81.837861,0.1767825574543247,,,,,
2026-09-02 09:04:35.024,v1.6.8,249420,일동제약,CONFIRM,PENDING,FIRST_75_SIGNAL,76,17000.0,1.7908723281340264,MAIN,MAIN,2026-09-02 09:04:34.946,True,265.6012713909149,18,1.1302795954788816,15.477463006973267,1.0101010101010102,31.32304573059082,-0.2347417840375587,61.518784284591675,17.24137931034483,123.71822738647461,17.24137931034483,187.00587129592896,,,-0.9820912767186596,31.32304573059082,0.23108030040439043,61.518784284591675,-0.23108030040439065,107.98018217086792,,,,,True,False,True,2026-09-02 09:02:37.703,16960.0,60.0,117.242327,20260902_249420_E002,2026-09-02 09:03:08.814,16970.0,71.0,86.131752,2026-09-02 09:04:25.684,2026-09-02 09:04:34.946,17000.0,76.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-09-02 09:04:34.946,17000.0,0.0,0.0,,,,,,2026-09-02 09:04:34.946,17000.0,,,PENDING,FIRST_75_SIGNAL,True,20260902_249420_SHADOW_SCORE_70_74_E002_090313153020,2026-09-02 09:03:13.108,16970.0,71.0,81.837861,0.1767825574543247,,,,,
2026-09-02 09:04:49.703,v1.6.8,249420,일동제약,CONFIRM,SKIP,RISE_BELOW_CONFIRM,76,16990.0,1.848642403235124,MAIN,MAIN,2026-09-02 09:04:49.698,True,280.68605375289917,19,-0.0588235294117647,15.084782361984253,1.0707911957168352,30.56224536895752,0.41371158392434987,61.565948247909546,0.1768867924528302,123.06496453285217,17.17241379310345,186.11247658729553,,,-1.0398613518197577,30.56224536895752,-0.40439052570768363,61.565948247909546,-0.173310225303293,123.06496453285217,,,,,True,True,True,2026-09-02 09:02:37.703,16960.0,60.0,117.242327,20260902_249420_E002,2026-09-02 09:03:08.814,16970.0,71.0,86.131752,2026-09-02 09:04:25.684,2026-09-02 09:04:34.946,17000.0,76.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-09-02 09:04:49.698,16990.0,14.751865,-0.05882352941176672,,,,,,2026-09-02 09:04:34.946,17000.0,14.751865,-0.0588235294117647,EVALUABLE,SCORED,True,20260902_249420_SHADOW_SCORE_70_74_E002_090313153020,2026-09-02 09:03:13.108,16970.0,71.0,81.837861,0.1767825574543247,,,,,
2026-09-02 09:04:49.726,v1.6.8,249420,일동제약,PRE_HISTORY,ENTER,OK,76,16990.0,1.848642403235124,MAIN,MAIN,2026-09-02 09:04:49.698,True,280.68605375289917,19,-0.0588235294117647,15.084782361984253,1.0707911957168352,30.56224536895752,0.41371158392434987,61.565948247909546,0.1768867924528302,123.06496453285217,17.17241379310345,186.11247658729553,,,-1.0398613518197577,30.56224536895752,-0.40439052570768363,61.565948247909546,-0.173310225303293,123.06496453285217,,,,,True,True,True,2026-09-02 09:02:37.703,16960.0,60.0,131.994192,20260902_249420_E002,2026-09-02 09:03:08.814,16970.0,71.0,100.883617,2026-09-02 09:04:25.684,2026-09-02 09:04:34.946,17000.0,76.0,FAIL,FAIL,PRICE_60S_NOT_POSITIVE,2026-09-02 09:04:49.698,16990.0,14.751865,-0.05882352941176672,PASS,LATER_PASS,AFTER_CONDITION_FAIL,14.751865,OK,,,,,,,True,20260902_249420_SHADOW_SCORE_70_74_E002_090313153020,2026-09-02 09:03:13.108,16970.0,71.0,81.837861,0.1767825574543247,3,1,False,,
2026-09-02 09:05:37.066,v1.6.8,024060,흥구석유,BASE,ENTER,75_SCORE,77,11990.0,0.08333333333333334,MAIN,MAIN,2026-09-02 09:05:36.999,True,310.8413074016571,21,0.2508361204013378,15.195355892181396,2.0425531914893615,30.705830097198486,1.8691588785046727,60.81773495674133,2.9184549356223175,122.33651924133301,3.4512510785159622,184.53596234321594,5.918727915194346,294.9136281013489,-0.5088832487309645,30.705830097198486,-0.3396785109983079,60.81773495674133,,,,,,,True,True,True,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,20260902_024060_E001,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,2026-09-02 09:05:26.501,2026-09-02 09:05:36.999,11990.0,77.0,PASS,PASS,OK,2026-09-02 09:05:36.999,11990.0,0.0,0.0,,,,,,,,,,,,False,,,,,,,1,1,False,,
2026-09-02 09:05:37.093,v1.6.8,024060,흥구석유,PRE_HISTORY,ENTER,OK,77,11990.0,0.08333333333333334,MAIN,MAIN,2026-09-02 09:05:36.999,True,310.8413074016571,21,0.2508361204013378,15.195355892181396,2.0425531914893615,30.705830097198486,1.8691588785046727,60.81773495674133,2.9184549356223175,122.33651924133301,3.4512510785159622,184.53596234321594,5.918727915194346,294.9136281013489,-0.5088832487309645,30.705830097198486,-0.3396785109983079,60.81773495674133,,,,,,,True,True,True,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,20260902_024060_E001,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,2026-09-02 09:05:26.501,2026-09-02 09:05:36.999,11990.0,77.0,PASS,PASS,OK,2026-09-02 09:05:36.999,11990.0,0.0,0.0,PASS,FIRST_75_PASS,,0.0,OK,,,,,,,False,,,,,,,2,1,False,,
2026-09-02 09:05:47.373,v1.6.8,024060,흥구석유,LIVE_FILTER_SHADOW,ENTER,PASS,77,11990.0,0.08333333333333334,MAIN,MAIN,2026-09-02 09:05:36.999,True,310.8413074016571,21,0.2508361204013378,15.195355892181396,2.0425531914893615,30.705830097198486,1.8691588785046727,60.81773495674133,2.9184549356223175,122.33651924133301,3.4512510785159622,184.53596234321594,5.918727915194346,294.9136281013489,-0.5088832487309645,30.705830097198486,-0.3396785109983079,60.81773495674133,,,,,,,True,True,True,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,20260902_024060_E001,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,2026-09-02 09:05:26.501,2026-09-02 09:05:36.999,11990.0,77.0,PASS,PASS,OK,2026-09-02 09:05:36.999,11990.0,0.0,0.0,,,,,,,,,,,,False,,,,,,,3,1,False,,
2026-09-02 09:05:47.407,v1.6.8,024060,흥구석유,CONFIRM,PENDING,FIRST_75_SIGNAL,77,11990.0,0.08333333333333334,MAIN,MAIN,2026-09-02 09:05:36.999,True,310.8413074016571,21,0.2508361204013378,15.195355892181396,2.0425531914893615,30.705830097198486,1.8691588785046727,60.81773495674133,2.9184549356223175,122.33651924133301,3.4512510785159622,184.53596234321594,5.918727915194346,294.9136281013489,-0.5088832487309645,30.705830097198486,-0.3396785109983079,60.81773495674133,,,,,,,True,True,True,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,20260902_024060_E001,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,2026-09-02 09:05:26.501,2026-09-02 09:05:36.999,11990.0,77.0,PASS,PASS,OK,2026-09-02 09:05:36.999,11990.0,0.0,0.0,,,,,,2026-09-02 09:05:36.999,11990.0,,,PENDING,FIRST_75_SIGNAL,False,,,,,,,,,,,
2026-09-02 09:05:57.000,v1.6.8,024060,흥구석유,CONFIRM,SKIP,RISE_BELOW_CONFIRM,77,11950.0,0.4166666666666667,MAIN,MAIN,2026-09-02 09:05:56.994,True,335.76493072509766,22,-0.3336113427856547,24.92362332344055,-0.3336113427856547,24.92362332344055,1.702127659574468,55.62945342063904,1.3570822731128074,117.0644040107727,2.3116438356164384,178.4745752811432,6.601248884924176,303.92292952537537,0.33333333333333337,24.92362332344055,-0.17554991539763115,55.62945342063904,,,,,,,False,True,True,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,20260902_024060_E001,2026-09-02 09:05:26.501,11990.0,77.0,10.497762,2026-09-02 09:05:26.501,2026-09-02 09:05:36.999,11990.0,77.0,PASS,PASS,OK,2026-09-02 09:05:56.994,11950.0,19.99528,-0.33361134278565574,,,,,,2026-09-02 09:05:36.999,11990.0,19.99528,-0.3336113427856547,EVALUABLE,SCORED,False,,,,,,,,,,,
2026-09-02 09:08:40.654,v1.6.8,950260,인제니아테라퓨틱스(Reg.S),BASE,ENTER,75_SCORE,76,20300.0,1.694915254237288,MAIN,MAIN,2026-09-02 09:08:40.644,True,482.7665584087372,30,-1.2165450121654502,15.768996477127075,-0.2457002457002457,31.095965147018433,-0.49019607843137253,61.992690324783325,1.9076305220883536,131.740788936615,2.5770591207680646,187.8529303073883,4.26296866974833,295.15183115005493,0.24213075060532674,31.095965147018433,1.4504164767311756,61.992690324783325,,,,,,,False,False,False,2026-09-02 09:07:32.362,20400.0,63.0,68.282802,20260902_950260_E002,2026-09-02 09:08:18.585,20550.0,63.0,22.059108,2026-09-02 09:08:34.354,2026-09-02 09:08:40.644,20300.0,76.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-02 09:08:40.644,20300.0,0.0,0.0,,,,,,,,,,,,False,,,,,,,1,1,False,,
2026-09-02 09:08:40.660,v1.6.8,950260,인제니아테라퓨틱스(Reg.S),PRE_HISTORY,SKIP,PRICE_30S_NOT_POSITIVE,76,20300.0,1.694915254237288,MAIN,MAIN,2026-09-02 09:08:40.644,True,482.7665584087372,30,-1.2165450121654502,15.768996477127075,-0.2457002457002457,31.095965147018433,-0.49019607843137253,61.992690324783325,1.9076305220883536,131.740788936615,2.5770591207680646,187.8529303073883,4.26296866974833,295.15183115005493,0.24213075060532674,31.095965147018433,1.4504164767311756,61.992690324783325,,,,,,,False,False,False,2026-09-02 09:07:32.362,20400.0,63.0,68.282802,20260902_950260_E002,2026-09-02 09:08:18.585,20550.0,63.0,22.059108,2026-09-02 09:08:34.354,2026-09-02 09:08:40.644,20300.0,76.0,FAIL,FAIL,PRICE_30S_NOT_POSITIVE,2026-09-02 09:08:40.644,20300.0,0.0,0.0,FAIL,,,,PRICE_30S_NOT_POSITIVE,,,,,,,False,,,,,,,,,,,
