version,stock_code,stock_name,strategy,paper_trade_id,entry_mode,pre_entry_type,watch_episode_id,signal_time,signal_price,live_order_time,live_fill_time,live_fill_price,live_entry_delay_sec,live_vs_signal_pct,entry_time,exit_trigger_reason,exit_trigger_time,exit_trigger_price,strategy_entry_price,target_price,stop_price,sell_order_time,broker_precheck_start_time,broker_precheck_end_time,broker_precheck_sec,sell_fill_time,trigger_to_order_sec,order_to_fill_sec,sell_fill_avg_price,trigger_to_fill_sec,trigger_to_fill_slippage_pct,live_exit_order_time,live_exit_fill_time,exit_time,qty,actual_invested_amount,entry_price,live_exit_fill_price,exit_price,live_gross_return_pct,return_rate_gross,live_realized_pnl,pnl_gross_won,result,paper_T200_S150_result,paper_T200_S150_return_pct,broker_avg_price,broker_held_qty,broker_sellable_qty,auto_managed_qty,external_qty,entry_order_no,exit_order_no,external_auto_exit_qty,external_exit_price,external_order_no,external_fill_time,entry_seq,score
v1.6.8,024060,흥구석유,T200_S150,20260902_024060_PRE_HISTORY_E001_090537121658,PRE_HISTORY,FIRST_75_PASS,20260902_024060_E001,2026-09-02 09:05:36.999,11990.0,2026-09-02 09:05:41.818,2026-09-02 09:05:43.219,11940.0,6.219489,-0.4170141784820669,2026-09-02 09:05:43.219,STOP_LOSS,2026-09-02 09:13:58.436,11760.0,11940.0,12178.8,11760.9,2026-09-02 09:14:02.585,2026-09-02 09:13:58.473,2026-09-02 09:14:01.261,2.788196,2026-09-02 09:14:02.674,4.149467,0.088574,11750.0,4.238041,-0.08503401360544505,2026-09-02 09:14:02.585,2026-09-02 09:14:02.674,2026-09-02 09:14:02.674,82,979080.0,11940.0,11750.0,11750.0,-1.5913,-1.5913,-15580.0,-15580.0,STOP_LOSS,STOP_LOSS,-1.5163,11940.0,82,82,82,0,0106930,0138907,,,,,1,77
v1.6.8,249420,일동제약,T200_S150,20260902_249420_PRE_HISTORY_E006_091640811124,PRE_HISTORY,FIRST_75_PASS,20260902_249420_E006,2026-09-02 09:16:40.769,17280.0,2026-09-02 09:16:43.127,2026-09-02 09:16:43.806,17290.0,3.036279,0.057870370370372015,2026-09-02 09:16:43.806,TAKE_PROFIT,2026-09-02 09:17:35.218,17640.0,17290.0,17635.8,17030.65,2026-09-02 09:17:40.455,2026-09-02 09:17:35.251,2026-09-02 09:17:39.260,4.008352,2026-09-02 09:17:40.516,5.237499,0.060929,17690.0,5.298428,0.28344671201814275,2026-09-02 09:17:40.455,2026-09-02 09:17:40.516,2026-09-02 09:17:40.516,57,985530.0,17290.0,17690.0,17690.0,2.3135,2.3135,22800.0,22800.0,TAKE_PROFIT,TAKE_PROFIT,2.0392,17290.0,57,57,57,0,0147621,0150647,,,,,2,76
